代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12156153.836249998000
真實報酬,2156153.836249997800

夏普值報酬,0.206915383625
夏普值風險,0.055372499761
夏普值,3.736789643212

預期報酬,16440.556051109274
風險,94955.706744188123
起點值,0.173139210005
找到最佳解世代,3870
找到最佳解實驗#,12
找到最佳解次數,10

投資組合檔數,7
2324(16),2408(23),2474(27),2887(37),3008(42),3045(43),5880(47),
FS( 16 ),1498143.949750000100,1485364.648000000000,1609704.598749999700,1461060.535999999800,1428571.000000000000,1463733.484499999800,1444278.763749999900,10390859.980750000000
FS( 17 ),1483200.368999999700,1496196.504000000000,1597658.141250000300,1461060.535999999800,1428571.000000000000,1463733.484499999800,1444278.763749999900,10374701.798500000000
FS( 18 ),1483200.368999999700,1539523.928000000100,1578343.986250000100,1461060.535999999800,1428571.000000000000,1469945.872500000100,1444278.763749999900,10404927.455500001000
FS( 19 ),1498143.949750000100,1496196.504000000000,1573515.447500000000,1454688.855999999900,1428571.000000000000,1488453.611749999900,1444278.763749999900,10383851.132749999000
FS( 20 ),1498143.949750000100,1502568.183999999900,1551762.133749999600,1454688.855999999900,1428571.000000000000,1463733.484499999800,1458913.716249999800,10358384.324250000000
FS( 21 ),1491065.411499999900,1499382.344000000000,1600047.521249999500,1467432.216000000000,1428571.000000000000,1463733.484499999800,1473548.668750000000,10423783.645999998000
FS( 22 ),1465110.771250000000,1533470.832000000200,1597658.141250000300,1490370.264000000000,1428571.000000000000,1463733.484499999800,1469367.253749999500,10448284.746750001000
FS( 23 ),1476121.830750000000,1524231.895999999900,1648332.908749999900,1496741.943999999900,1428571.000000000000,1463733.484499999800,1464140.484999999900,10501876.548999999000
FS( 24 ),1498143.949750000100,1508621.280000000000,1643504.369999999900,1483998.584000000000,1428571.000000000000,1482241.223749999900,1478775.437500000000,10523858.844999999000
FS( 25 ),1498143.949750000100,1528692.071999999900,1677353.919999999900,1483998.584000000000,1428571.000000000000,1488453.611749999900,1482956.852499999800,10588172.989999998000
FS( 26 ),1480054.352000000000,1511807.119999999900,1653161.447500000000,1483998.584000000000,1428571.000000000000,1494536.575000000000,1488183.621250000100,10540315.699749999000
FS( 27 ),1524098.590000000100,1500975.264000000000,1645943.528750000100,1478901.240000000000,1428571.000000000000,1482241.223749999900,1488183.621250000100,10548917.467750002000
FS( 28 ),1535109.649499999800,1491736.328000000000,1643504.369999999900,1467432.216000000000,1428571.000000000000,1494536.575000000000,1497591.804999999900,10558484.943499999000
FS( 29 ),1506008.992250000100,1470072.615999999900,1638675.831250000000,1472529.559999999800,1428571.000000000000,1482241.223749999900,1488183.621250000100,10486285.844500000000
FS( 30 ),1517020.051749999900,1510214.200000000000,1643504.369999999900,1483998.584000000000,1428571.000000000000,1488453.611749999900,1497591.804999999900,10569356.622499999000
FS( 31 ),1494211.428499999900,1497789.423999999900,1600047.521249999500,1472529.559999999800,1428571.000000000000,1482241.223749999900,1473548.668750000000,10448941.826249998000
FS( 32 ),1491065.411499999900,1483771.728000000100,1602486.679999999700,1454688.855999999900,1428571.000000000000,1494536.575000000000,1473548.668750000000,10428671.919249998000
FS( 33 ),1506008.992250000100,1497789.423999999900,1607315.218750000000,1461060.535999999800,1428571.000000000000,1488453.611749999900,1478775.437500000000,10467977.220249999000
FS( 34 ),1509155.009249999900,1477718.632000000000,1575904.827499999900,1449591.511999999900,1428571.000000000000,1451438.133250000000,1464140.484999999900,10356522.598999999000
FS( 35 ),1517020.051749999900,1459240.760000000000,1597658.141250000300,1443219.831999999900,1428571.000000000000,1445355.169999999700,1454732.301249999800,10345800.256250000000
FS( 36 ),1513087.530500000100,1465293.855999999900,1600047.521249999500,1449591.511999999900,1428571.000000000000,1457650.521250000000,1473548.668750000000,10387793.609749999000
FS( 37 ),1524098.590000000100,1440444.304000000000,1607315.218750000000,1467432.216000000000,1428571.000000000000,1451438.133250000000,1478775.437500000000,10398077.899500001000
FS( 38 ),1524098.590000000100,1486957.568000000000,1667696.842500000000,1483998.584000000000,1428571.000000000000,1469945.872500000100,1482956.852499999800,10544228.309500000000
FS( 39 ),1520166.068750000100,1516585.879999999900,1699057.455000000100,1478901.240000000000,1428571.000000000000,1469945.872500000100,1497591.804999999900,10610822.321250001000
FS( 40 ),1509155.009249999900,1502568.183999999900,1689400.377499999900,1478901.240000000000,1428571.000000000000,1457650.521250000000,1488183.621250000100,10554432.953250000000
FS( 41 ),1506008.992250000100,1516585.879999999900,1696668.075000000000,1472529.559999999800,1428571.000000000000,1463733.484499999800,1488183.621250000100,10572283.613000000000
FS( 42 ),1528031.111250000100,1553541.623999999800,1689400.377499999900,1490370.264000000000,1428571.000000000000,1463733.484499999800,1497591.804999999900,10651242.666250000000
FS( 43 ),1531963.632499999800,1549081.448000000100,1701496.613750000300,1496741.943999999900,1428571.000000000000,1482241.223749999900,1502818.573750000000,10692917.435750000000
FS( 44 ),1531963.632499999800,1567559.319999999800,1713543.071249999600,1496741.943999999900,1428571.000000000000,1500748.962999999800,1512226.757499999800,10751357.688250000000
FS( 45 ),1517020.051749999900,1564373.480000000000,1701496.613750000300,1490370.264000000000,1428571.000000000000,1476028.835750000100,1508045.342500000000,10685908.587750001000
FS( 46 ),1517020.051749999900,1570745.159999999900,1749782.001250000200,1490370.264000000000,1428571.000000000000,1494536.575000000000,1512226.757499999800,10763254.809500000000
FS( 47 ),1520166.068750000100,1586037.192000000000,1827038.621249999900,1483998.584000000000,1428571.000000000000,1476028.835750000100,1517453.526249999900,10839296.828000000000
FS( 48 ),1528031.111250000100,1598461.968000000100,1788410.311250000000,1496741.943999999900,1428571.000000000000,1476028.835750000100,1512226.757499999800,10828474.927750001000
FS( 49 ),1494211.428499999900,1579984.095999999900,1759439.078750000300,1508210.967999999900,1428571.000000000000,1494536.575000000000,1512226.757499999800,10777182.903750001000
FS( 50 ),1502076.470999999900,1604833.648000000000,1740124.923750000100,1514582.647999999800,1428571.000000000000,1500748.962999999800,1512226.757499999800,10803167.411250001000
FS( 51 ),1528031.111250000100,1685116.815999999900,1795628.230000000000,1537520.696000000000,1428571.000000000000,1494536.575000000000,1517453.526249999900,10986860.954499999000
FS( 52 ),1528031.111250000100,1635736.295999999900,1778753.233749999900,1543892.375999999900,1428571.000000000000,1494536.575000000000,1517453.526249999900,10926977.118249999000
FS( 53 ),1531963.632499999800,1614072.584000000000,1807724.466250000100,1578299.447999999900,1428571.000000000000,1488453.611749999900,1522680.294999999900,10971768.037500000000
FS( 54 ),1542974.692000000000,1592408.872000000000,1752171.381249999900,1543892.375999999900,1428571.000000000000,1494536.575000000000,1517453.526249999900,10872011.422499999000
FS( 55 ),1550053.230249999800,1592408.872000000000,1740124.923750000100,1543892.375999999900,1428571.000000000000,1488453.611749999900,1517453.526249999900,10860960.539999999000
FS( 56 ),1531963.632499999800,1582851.352000000000,1732857.226249999800,1548989.720000000000,1428571.000000000000,1494536.575000000000,1517453.526249999900,10837226.031999998000
FS( 57 ),1550053.230249999800,1589223.032000000100,1764267.617499999700,1543892.375999999900,1428571.000000000000,1488453.611749999900,1517453.526249999900,10881917.393749999000
FS( 58 ),1531963.632499999800,1601647.808000000000,1773924.694999999800,1555361.399999999900,1428571.000000000000,1476028.835750000100,1512226.757499999800,10879727.128750000000
FS( 59 ),1531963.632499999800,1601647.808000000000,1759439.078750000300,1566830.423999999900,1428571.000000000000,1476028.835750000100,1522680.294999999900,10887164.073999999000
FS( 60 ),1528031.111250000100,1595276.128000000000,1764267.617499999700,1566830.423999999900,1428571.000000000000,1482241.223749999900,1522680.294999999900,10887900.799500000000
FS( 61 ),1498143.949750000100,1601647.808000000000,1735296.385000000000,1589768.471999999800,1428571.000000000000,1469945.872500000100,1508045.342500000000,10831421.829750000000
FS( 62 ),1528031.111250000100,1620125.679999999900,1744953.462499999900,1589768.471999999800,1428571.000000000000,1482241.223749999900,1517453.526249999900,10911147.475749999000
FS( 63 ),1531963.632499999800,1685116.815999999900,1754610.539999999600,1596140.152000000000,1428571.000000000000,1482241.223749999900,1517453.526249999900,10996099.890499998000
FS( 64 ),1524098.590000000100,1679063.720000000000,1783581.772500000000,1589768.471999999800,1428571.000000000000,1482241.223749999900,1517453.526249999900,11004781.304499999000
FS( 65 ),1528031.111250000100,1713152.207999999900,1836695.698750000000,1620352.535999999800,1428571.000000000000,1488453.611749999900,1526861.709999999700,11142120.875749998000
FS( 66 ),1528031.111250000100,1697541.591999999900,1909123.780000000000,1620352.535999999800,1428571.000000000000,1482241.223749999900,1532088.478749999800,11197952.721750000000
FS( 67 ),1528031.111250000100,1651028.328000000000,1870495.470000000200,1625449.879999999900,1428571.000000000000,1482241.223749999900,1526861.709999999700,11112681.722999999000
FS( 68 ),1509155.009249999900,1660585.848000000000,1909123.780000000000,1625449.879999999900,1428571.000000000000,1482241.223749999900,1532088.478749999800,11147218.219750000000
FS( 69 ),1520166.068750000100,1635736.295999999900,1928437.935000000100,1620352.535999999800,1428571.000000000000,1482241.223749999900,1526861.709999999700,11142369.769500000000
FS( 70 ),1520166.068750000100,1644975.232000000100,1918780.857499999900,1620352.535999999800,1428571.000000000000,1476028.835750000100,1532088.478749999800,11140966.008750001000
FS( 71 ),1520166.068750000100,1635736.295999999900,1897077.322500000000,1620352.535999999800,1428571.000000000000,1482241.223749999900,1526861.709999999700,11111009.157000000000
FS( 72 ),1531963.632499999800,1626497.360000000100,1942923.551250000300,1613980.855999999900,1428571.000000000000,1482241.223749999900,1522680.294999999900,11148860.918500001000
FS( 73 ),1531963.632499999800,1629364.615999999900,1918780.857499999900,1607609.175999999700,1428571.000000000000,1476028.835750000100,1522680.294999999900,11115001.412750000000
FS( 74 ),1528031.111250000100,1626497.360000000100,1947752.089999999900,1620352.535999999800,1428571.000000000000,1482241.223749999900,1522680.294999999900,11156128.615999999000
FS( 75 ),1535109.649499999800,1688302.656000000000,1928437.935000000100,1607609.175999999700,1428571.000000000000,1488453.611749999900,1522680.294999999900,11199167.323249999000
FS( 76 ),1528031.111250000100,1681930.976000000000,1976723.322500000000,1613980.855999999900,1428571.000000000000,1494536.575000000000,1517453.526249999900,11241230.366999999000
FS( 77 ),1528031.111250000100,1697860.176000000000,1981551.861250000100,1620352.535999999800,1428571.000000000000,1500748.962999999800,1526861.709999999700,11283980.357499998000
FS( 78 ),1520166.068750000100,1710603.536000000100,1967066.244999999900,1625449.879999999900,1428571.000000000000,1506831.926249999800,1522680.294999999900,11281371.950999999000
FS( 79 ),1502076.470999999900,1701046.015999999800,1957409.167500000000,1625449.879999999900,1428571.000000000000,1500748.962999999800,1522680.294999999900,11237984.792500000000
FS( 80 ),1509155.009249999900,1736090.256000000100,1996087.256249999900,1643290.584000000000,1428571.000000000000,1506831.926249999800,1541496.662499999900,11361525.694249999000
FS( 81 ),1528031.111250000100,1771134.496000000000,1996087.256249999900,1643290.584000000000,1428571.000000000000,1506831.926249999800,1546723.431249999700,11420672.805000000000
FS( 82 ),1517020.051749999900,1758391.136000000200,1959848.326249999900,1631821.559999999800,1428571.000000000000,1506831.926249999800,1550904.846250000200,11353391.846500000000
FS( 83 ),1528031.111250000100,1755205.295999999900,1947752.089999999900,1636918.904000000100,1428571.000000000000,1494536.575000000000,1565539.798750000300,11356557.775000000000
FS( 84 ),1528031.111250000100,1771134.496000000000,1955019.787499999900,1636918.904000000100,1428571.000000000000,1500748.962999999800,1565539.798750000300,11385967.060500000000
FS( 85 ),1535109.649499999800,1755205.295999999900,1962237.706250000000,1649662.264000000000,1428571.000000000000,1506831.926249999800,1574947.982499999900,11412568.824499998000
FS( 86 ),1517020.051749999900,1739276.095999999900,1935705.632499999800,1643290.584000000000,1428571.000000000000,1500748.962999999800,1570766.567499999900,11335381.894749999000
FS( 87 ),1524098.590000000100,1777506.176000000000,1986430.178750000000,1649662.264000000000,1428571.000000000000,1506831.926249999800,1580174.751250000000,11453277.886250000000
FS( 88 ),1524098.590000000100,1777506.176000000000,2005744.333749999500,1649662.264000000000,1428571.000000000000,1506831.926249999800,1580174.751250000000,11472592.041250000000
FS( 89 ),1513087.530500000100,1774320.336000000100,1976723.322500000000,1649662.264000000000,1428571.000000000000,1500748.962999999800,1580174.751250000000,11423291.167250000000
FS( 90 ),1539042.170750000000,1787063.696000000000,1986430.178750000000,1643290.584000000000,1428571.000000000000,1482241.223749999900,1570766.567499999900,11437408.420750000000
FS( 91 ),1587018.929999999900,1815736.256000000100,2025058.488750000300,1661131.287999999900,1428571.000000000000,1477064.233749999900,1580174.751250000000,11574757.947750000000
FS( 92 ),1576007.870500000000,1818922.095999999900,2054029.721249999900,1654759.608000000000,1428571.000000000000,1477064.233749999900,1589582.934999999800,11598940.464500001000
FS( 93 ),1579940.391749999700,1828479.615999999900,2037104.946249999600,1678971.992000000100,1428571.000000000000,1483535.471249999900,1594809.703749999900,11631416.120999999000
FS( 94 ),1587018.929999999900,1831665.456000000000,2063686.798750000100,1672600.311999999900,1428571.000000000000,1470592.996249999900,1594809.703749999900,11648948.196750000000
FS( 95 ),1587018.929999999900,1892196.416000000000,2063686.798750000100,1696812.696000000000,1428571.000000000000,1464121.758750000000,1614671.424999999600,11747082.024499999000
FS( 96 ),1557918.272750000000,1978214.095999999900,2049201.182499999900,1684069.335999999900,1428571.000000000000,1477064.233749999900,1618852.840000000100,11793893.960999999000
FS( 97 ),1550053.230249999800,1955913.215999999800,2020229.950000000000,1684069.335999999900,1428571.000000000000,1470592.996249999900,1609444.656250000000,11718877.384749999000
FS( 98 ),1539042.170750000000,1962284.895999999900,1971894.783749999900,1666228.632000000000,1428571.000000000000,1477064.233749999900,1600036.472499999500,11645125.188750003000
FS( 99 ),1550053.230249999800,2041930.895999999900,1935705.632499999800,1661131.287999999900,1428571.000000000000,1477064.233749999900,1594809.703749999900,11689268.984249998000
FS( 100 ),1550053.230249999800,2096090.176000000000,1981551.861250000100,1672600.311999999900,1428571.000000000000,1490006.708750000000,1600036.472499999500,11818912.760750001000
FS( 101 ),1546120.708999999800,2064231.776000000100,1981551.861250000100,1678971.992000000100,1428571.000000000000,1477064.233749999900,1600036.472499999500,11776551.044500001000
FS( 102 ),1539042.170750000000,2026001.696000000000,1950191.248750000000,1672600.311999999900,1428571.000000000000,1477064.233749999900,1589582.934999999800,11683056.596250001000
FS( 103 ),1590164.946999999900,2061045.936000000000,1962237.706250000000,1684069.335999999900,1428571.000000000000,1490006.708750000000,1604217.887500000000,11820316.521500001000
FS( 104 ),1582299.904499999900,2045116.736000000000,1918780.857499999900,1672600.311999999900,1428571.000000000000,1483535.471249999900,1589582.934999999800,11720490.216249999000
FS( 105 ),1586232.425749999900,2013258.336000000100,1875324.008749999600,1678971.992000000100,1428571.000000000000,1490006.708750000000,1600036.472499999500,11672403.943750000000
FS( 106 ),1598029.989500000100,2032373.375999999900,1962237.706250000000,1678971.992000000100,1428571.000000000000,1490006.708750000000,1604217.887500000000,11794411.660000000000
FS( 107 ),1613760.074499999900,2006886.656000000000,2010572.872500000100,1696812.696000000000,1428571.000000000000,1490006.708750000000,1614671.424999999600,11861284.432750000000
FS( 108 ),1601962.510749999900,2000514.976000000000,2017790.791250000000,1690441.016000000100,1428571.000000000000,1483535.471249999900,1609444.656250000000,11832263.421499999000
FS( 109 ),1613760.074499999900,1990957.456000000000,2022619.330000000100,1701910.039999999800,1428571.000000000000,1483535.471249999900,1618852.840000000100,11860209.211749999000
FS( 110 ),1601962.510749999900,2000514.976000000000,2092658.031250000000,1701910.039999999800,1428571.000000000000,1483535.471249999900,1633487.792500000000,11942642.821750000000
FS( 111 ),1586232.425749999900,2038745.056000000100,2058858.260000000000,1701910.039999999800,1428571.000000000000,1483535.471249999900,1633487.792500000000,11931343.045500001000
FS( 112 ),1598029.989500000100,2006886.656000000000,2044372.643750000000,1696812.696000000000,1428571.000000000000,1483535.471249999900,1624079.608749999900,11882291.065250000000
FS( 113 ),1570502.340750000000,1952727.375999999900,2003305.175000000000,1661131.287999999900,1428571.000000000000,1490006.708750000000,1604217.887500000000,11710464.775999999000
FS( 114 ),1601962.510749999900,1939984.015999999800,1996087.256249999900,1672600.311999999900,1428571.000000000000,1477064.233749999900,1609444.656250000000,11725716.984999999000
FS( 115 ),1586232.425749999900,1997329.136000000200,1998476.636250000000,1654759.608000000000,1428571.000000000000,1483535.471249999900,1594809.703749999900,11743716.981000001000
FS( 116 ),1582299.904499999900,2003700.815999999900,1981551.861250000100,1643290.584000000000,1428571.000000000000,1483535.471249999900,1594809.703749999900,11717762.340750000000
FS( 117 ),1566569.819499999800,2003700.815999999900,1981551.861250000100,1659856.951999999800,1428571.000000000000,1483535.471249999900,1611535.363749999800,11735324.283749999000
FS( 118 ),1562637.298250000000,2026001.696000000000,2022619.330000000100,1672600.311999999900,1428571.000000000000,1490006.708750000000,1637669.207499999800,11840108.552500000000
FS( 119 ),1594097.468249999900,2000514.976000000000,1991258.717500000000,1659856.951999999800,1428571.000000000000,1477064.233749999900,1627215.669999999900,11778582.017500000000
FS( 120 ),1625557.638249999800,2029187.536000000100,1993648.097500000400,1659856.951999999800,1428571.000000000000,1490006.708750000000,1637669.207499999800,11864500.139999999000
FS( 121 ),1653085.287000000000,2010072.496000000000,2027447.868749999900,1666228.632000000000,1428571.000000000000,1477064.233749999900,1637669.207499999800,11900141.725000001000
FS( 122 ),1653085.287000000000,2016444.176000000000,2005744.333749999500,1672600.311999999900,1428571.000000000000,1483535.471249999900,1642895.976249999800,11902879.556250000000
FS( 123 ),1680612.935749999900,2064231.776000000100,2020229.950000000000,1717202.071999999900,1428571.000000000000,1483535.471249999900,1653349.513749999900,12047735.718750000000
FS( 124 ),1700275.541999999900,2057860.095999999900,2070904.717500000000,1710830.392000000000,1428571.000000000000,1483535.471249999900,1653349.513749999900,12105329.732499998000
FS( 125 ),1680612.935749999900,2080160.976000000000,2041933.485000000300,1717202.071999999900,1428571.000000000000,1496477.946250000000,1663803.051249999800,12108764.466249999000
FS( 126 ),1684545.456999999900,2054674.256000000100,2044372.643750000000,1704458.712000000100,1428571.000000000000,1490006.708750000000,1658576.282500000000,12065208.060000002000
FS( 127 ),1700275.541999999900,2070603.456000000000,2037104.946249999600,1717202.071999999900,1428571.000000000000,1483535.471249999900,1658576.282500000000,12095871.770000000000
FS( 128 ),1716005.627000000100,2086532.656000000000,2054029.721249999900,1717202.071999999900,1428571.000000000000,1490006.708750000000,1663803.051249999800,12156153.836249998000
