代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,13898950.779750001000
真實報酬,3898950.779750000700

夏普值報酬,0.381195077975
夏普值風險,0.091994149281
夏普值,4.143688277501

預期報酬,27157.910937313110
風險,325984.739881157350
起點值,0.083310375042
找到最佳解世代,3353
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,2
4904(45),4938(46),
FS( 33 ),5077722.037250000100,5760592.254499999800,10838314.291749999000
FS( 34 ),5019351.475000000600,5669736.080000000100,10689087.555000000000
FS( 35 ),5141787.288500000700,5557913.095999999900,10699700.384500001000
FS( 36 ),5173108.078000001600,5823492.683000000200,10996600.761000002000
FS( 37 ),5183073.783750001300,6042479.359999998500,11225553.143750001000
FS( 38 ),5231478.640250000200,6107709.433999999400,11339188.074250000000
FS( 39 ),5231478.640250000200,6089072.270000000500,11320550.910250001000
FS( 40 ),5200157.850750001100,6198565.608500000100,11398723.459250001000
FS( 41 ),5284154.513500001300,5998216.095499999800,11282370.609000001000
FS( 42 ),5427945.410750000700,5823492.683000000200,11251438.093750000000
FS( 43 ),5556075.913250001100,6142654.116499998600,11698730.029750001000
FS( 44 ),5746847.994750001500,6051797.941999999800,11798645.936750002000
FS( 45 ),5736882.289000000800,6117028.015999998900,11853910.305000000000
FS( 46 ),5884944.203000001600,5998216.095499999800,11883160.298500001000
FS( 47 ),6065750.578750001300,5842129.846999999100,11907880.425750000000
FS( 48 ),5896333.581000000200,5860767.010999999000,11757100.592000000000
FS( 49 ),5853623.413500000700,5504331.249499999900,11357954.663000001000
FS( 50 ),5715527.205250000600,5741955.090499999900,11457482.295750000000
FS( 51 ),5800947.540250000500,5760592.254499999800,11561539.794750001000
FS( 52 ),5906299.286750000900,5769910.836499999300,11676210.123250000000
FS( 53 ),6023040.411250000800,5760592.254499999800,11783632.665750001000
FS( 54 ),6267912.038250001100,5741955.090499999900,12009867.128750000000
FS( 55 ),6077139.956750000800,5660417.497999999700,11737557.454750001000
FS( 56 ),5874978.497250000900,5432112.239000000100,11307090.736250002000
FS( 57 ),5981753.916000000200,5495012.667500000400,11476766.583500002000
FS( 58 ),5981753.916000000200,5110621.159999999200,11092375.075999999000
FS( 59 ),6172525.997500001500,4966183.139000000400,11138709.136500001000
FS( 60 ),6151170.913750001200,4975501.720999999900,11126672.634750001000
FS( 61 ),6300656.500000000900,5322618.900499999500,11623275.400500000000
FS( 62 ),6215236.165000001000,5313300.318500000100,11528536.483500000000
FS( 63 ),6087105.662500000600,5676725.016499999000,11763830.679000000000
FS( 64 ),6215236.165000001000,6033160.777999999900,12248396.943000000000
FS( 65 ),6322011.583750001200,5779229.418499999700,12101241.002250001000
FS( 66 ),6322011.583750001200,5695362.180499999800,12017373.764250001000
FS( 67 ),6193881.081250000700,5641780.333999998900,11835661.415250000000
FS( 68 ),6289267.122000001400,5851448.428999998600,12140715.550999999000
FS( 69 ),6353332.373250001100,5988897.513500000400,12342229.886750001000
FS( 70 ),6353332.373250001100,6005205.031999999700,12358537.405250002000
FS( 71 ),6279301.416250000700,6051797.941999999800,12331099.358250000000
FS( 72 ),6300656.500000000900,5888722.756999999300,12189379.256999999000
FS( 73 ),6279301.416250000700,5870085.592999999400,12149387.009250000000
FS( 74 ),6257946.332500001400,5914348.857500000900,12172295.190000001000
FS( 75 ),6203846.787000001400,5879404.174999998900,12083250.962000001000
FS( 76 ),5853623.413500000700,5779229.418499999700,11632852.832000000000
FS( 77 ),5800947.540250000500,5723317.926500000100,11524265.466750000000
FS( 78 ),5970364.538000000600,6014523.614000000100,11984888.152000001000
FS( 79 ),6129815.830000000100,6051797.941999999800,12181613.772000000000
FS( 80 ),6087105.662500000600,5988897.513500000400,12076003.176000001000
FS( 81 ),6034429.789250001300,5951623.185499999700,11986052.974750001000
FS( 82 ),6055784.873000000600,6023842.196000000500,12079627.069000002000
FS( 83 ),6087105.662500000600,6033160.777999999900,12120266.440500000000
FS( 84 ),6108460.746250000800,6023842.196000000500,12132302.942250002000
FS( 85 ),6077139.956750000800,6023842.196000000500,12100982.152750000000
FS( 86 ),6065750.578750001300,5923667.439499999400,11989418.018250000000
FS( 87 ),6065750.578750001300,6089072.270000000500,12154822.848750003000
FS( 88 ),6087105.662500000600,6508408.459999999000,12595514.122499999000
FS( 89 ),6077139.956750000800,6589946.052499999300,12667086.009250000000
FS( 90 ),6023040.411250000800,6673813.290500000100,12696853.701750001000
FS( 91 ),6023040.411250000800,6664494.708499999700,12687535.119750001000
FS( 92 ),6001685.327500000600,6627220.380499999000,12628905.708000001000
FS( 93 ),5822302.624000000800,6627220.380499999000,12449523.004500000000
FS( 94 ),5768203.078500000800,6445508.031499999600,12213711.109999999000
FS( 95 ),5842234.035500000200,6489771.296000000100,12332005.331500001000
FS( 96 ),6001685.327500000600,6398915.121499999400,12400600.449000001000
FS( 97 ),5863589.119250000500,6398915.121499999400,12262504.240750000000
FS( 98 ),5906299.286750000900,6499089.877999999600,12405389.164750000000
FS( 99 ),6055784.873000000600,6874162.803499999500,12929947.676500000000
FS( 100 ),6087105.662500000600,6545682.787999999700,12632788.450500000000
FS( 101 ),6044395.495000002000,6580627.470499999800,12625022.965500001000
FS( 102 ),6034429.789250001300,6636538.962499999400,12670968.751750000000
FS( 103 ),6087105.662500000600,6673813.290500000100,12760918.953000002000
FS( 104 ),6055784.873000000600,6708757.973000000200,12764542.846000001000
FS( 105 ),6215236.165000001000,6690120.808999999400,12905356.973999999000
FS( 106 ),6108460.746250000800,6883481.385499999900,12991942.131750001000
FS( 107 ),6129815.830000000100,6946381.814000000200,13076197.644000001000
FS( 108 ),6119850.124250000300,7102468.062499999100,13222318.186749998000
FS( 109 ),6065750.578750001300,6927744.649999999400,12993495.228750002000
FS( 110 ),6013074.705500001100,6855525.639499999600,12868600.345000001000
FS( 111 ),5960398.832250000900,6764669.464999999900,12725068.297250001000
FS( 112 ),6203846.787000001400,6992974.723999999500,13196821.511000000000
FS( 113 ),6384653.162750000100,6846207.057500000100,13230860.220249999000
FS( 114 ),6172525.997500001500,6974337.559999998700,13146863.557500001000
FS( 115 ),6141205.208000000600,6808932.729499999400,12950137.937500000000
FS( 116 ),6129815.830000000100,6718076.554999999700,12847892.385000000000
FS( 117 ),6129815.830000000100,6718076.554999999700,12847892.385000000000
FS( 118 ),6193881.081250000700,6690120.808999999400,12884001.890250001000
FS( 119 ),6619559.084000000700,6836888.475499999700,13456447.559500001000
FS( 120 ),6586814.622250000900,7312136.157500000700,13898950.779750001000
