代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11400121.354500001000
真實報酬,1400121.354500001300

夏普值報酬,0.131312135450
夏普值風險,0.046526788230
夏普值,2.822290995055

預期報酬,12133.236538277795
風險,147103.788528477540
起點值,0.082480788970
找到最佳解世代,3938
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,3
2002(7),2354(20),3045(42),
Stock#,2002(7),2354(20),3045(42),
張數,148,54,42,
分配資金,3333333.000000000000,3333333.000000000000,3333333.000000000000,
剩餘資金,8962.512999999999,8682.114000000467,9763.653000000466,
FS( 1 ),3328602.512999999800,3328602.114000000100,3328603.652999999900,9985809.280000001200
FS( 2 ),3325700.713999999700,3318212.352000000900,3324789.465000000800,9968703.531000001400
FS( 3 ),3287390.987999999900,3242409.271500000700,3274612.485000000300,9804413.744500000000
FS( 4 ),3275603.380000000400,3224668.125000000500,3277957.617000000100,9778230.122000001400
FS( 5 ),3300652.046999999800,3242409.271500000700,3342769.549500000200,9885831.868000000700
FS( 6 ),3275603.380000000400,3224668.125000000500,3349877.955000000500,9850150.460000000900
FS( 7 ),3294758.242999999800,3215528.746500000800,3374966.445000000800,9885254.434500001400
FS( 8 ),3319806.909999999700,3242409.271500000700,3353223.086999999800,9915440.268500000200
FS( 9 ),3338961.773000000000,3363371.634000000500,3360749.634000000100,10063084.041000001000
FS( 10 ),3359590.086999999800,3385413.664500000900,3378311.577000000500,10123316.328500003000
FS( 11 ),3372851.145999999300,3407993.305500000200,3396291.661500000400,10177137.113000000000
FS( 12 ),3372851.145999999300,3461216.745000000600,3396291.661500000400,10230360.552500000000
FS( 13 ),3412634.322999999900,3443475.598500000300,3410508.472500000100,10266619.394000001000
FS( 14 ),3446523.695999999500,3434336.220000000200,3414271.746000000300,10295132.662000000000
FS( 15 ),3439156.441000000100,3425734.452000001000,3425143.425000000700,10290035.318000002000
FS( 16 ),3465678.558999999400,3452614.977000000900,3446468.641500000400,10364763.177500000000
FS( 17 ),3465678.558999999400,3452614.977000000900,3432251.830500000200,10350546.366500001000
FS( 18 ),3465678.558999999400,3439174.714500000700,3443123.509500000600,10347977.783000000000
FS( 19 ),3478939.617999999800,3447776.482500000400,3475320.405000000700,10402037.505500002000
FS( 20 ),3478939.617999999800,3562825.129500000700,3482428.810500000600,10524194.558000002000
FS( 21 ),3452417.500000000000,3572502.118500000800,3425143.425000000700,10450064.043500002000
FS( 22 ),3473045.813999999800,3591318.486000000500,3317681.059500000400,10382046.359500002000
FS( 23 ),3473045.813999999800,3567663.624000000800,3256632.400500000500,10297342.838500001000
FS( 24 ),3478939.617999999800,3572502.118500000800,3274612.485000000300,10326055.221500002000
FS( 25 ),3478939.617999999800,3548847.256499999700,3292592.569500000700,10320380.444000000000
FS( 26 ),3486306.872999999700,3534331.773000000000,3277957.617000000100,10298597.263000000000
FS( 27 ),3499567.932000000500,3577340.612999999900,3270849.211500000200,10347758.756500000000
FS( 28 ),3486306.872999999700,3534331.773000000000,3270849.211500000200,10291488.857500000000
FS( 29 ),3505461.735999999600,3510676.911000000300,3249523.995000001000,10265663.642000001000
FS( 30 ),3492200.677000000100,3482183.554500000600,3270849.211500000200,10245234.443000000000
FS( 31 ),3492200.677000000100,3491860.543500001100,3256632.400500000500,10240694.621000003000
FS( 32 ),3459784.755000000400,3444013.209000000700,3235307.184000000400,10139106.148000002000
FS( 33 ),3505461.735999999600,3477345.060000000500,3256632.400500000500,10239440.196500000000
FS( 34 ),3559979.423000000000,3553685.751000000200,3252869.127000000300,10366535.301000001000
FS( 35 ),3545244.912999999700,3553685.751000000200,3263740.806000000300,10362672.470000001000
FS( 36 ),3531983.853999999800,3539170.267500001000,3220672.231500000700,10291827.353000000000
FS( 37 ),3486306.872999999700,3553685.751000000200,3206455.420500000000,10246449.044500001000
FS( 38 ),3526090.049999999800,3619811.842500000700,3270849.211500000200,10416752.104000000000
FS( 39 ),3499567.932000000500,3562825.129500000700,3220672.231500000700,10283066.293000001000
FS( 40 ),3478939.617999999800,3562825.129500000700,3306809.380500000400,10348575.128000000000
FS( 41 ),3425895.382000000200,3582179.107500000400,3288829.296000000600,10296904.785500001000
FS( 42 ),3478939.617999999800,3582179.107500000400,3317681.059500000400,10378800.785000000000
FS( 43 ),3452417.500000000000,3610672.464000000600,3306809.380500000400,10369900.344500002000
FS( 44 ),3399373.264000000000,3610672.464000000600,3317681.059500000400,10327727.787500001000
FS( 45 ),3412634.322999999900,3634327.326000000400,3349877.955000000500,10396840.604000000000
FS( 46 ),3405267.067999999500,3667659.177000000600,3306809.380500000400,10379736.625500001000
FS( 47 ),3446523.695999999500,3662820.682500000600,3346114.681500000900,10455460.060000001000
FS( 48 ),3431789.185999999800,3648305.199000000500,3339006.276000000100,10419101.661000000000
FS( 49 ),3465678.558999999400,3644004.315000000900,3364094.766000000300,10473778.640000001000
FS( 50 ),3412634.322999999900,3529493.278500000000,3392946.529500000200,10335075.131000001000
FS( 51 ),3425895.382000000200,3614973.348000000200,3421380.151500000600,10462249.881500002000
FS( 52 ),3446523.695999999500,3548847.256499999700,3443123.509500000600,10438495.461999999000
FS( 53 ),3446523.695999999500,3548847.256499999700,3450231.915000000500,10445603.867500000000
FS( 54 ),3372851.145999999300,3434873.830500000200,3485773.942500000400,10293499.919000000000
FS( 55 ),3399373.264000000000,3553685.751000000200,3478665.537000000000,10431725.552000001000
FS( 56 ),3446523.695999999500,3548847.256499999700,3450231.915000000500,10445603.867500000000
FS( 57 ),3459784.755000000400,3572502.118500000800,3428488.557000000500,10460776.430500001000
FS( 58 ),3452417.500000000000,3591318.486000000500,3439360.236000000000,10483097.222000001000
FS( 59 ),3446523.695999999500,3562825.129500000700,3457340.320500000400,10466690.146000002000
FS( 60 ),3465678.558999999400,3562825.129500000700,3435596.962500000800,10464101.651000001000
FS( 61 ),3465678.558999999400,3667659.177000000600,3428488.557000000500,10561827.293000000000
FS( 62 ),3478939.617999999800,3667659.177000000600,3468211.999499999900,10614811.794500001000
FS( 63 ),3486306.872999999700,3795610.476000000300,3546822.601500000300,10828740.950500000000
FS( 64 ),3505461.735999999600,3857435.683500000300,3546822.601500000300,10909721.021000000000
FS( 65 ),3499567.932000000500,3881090.545500000500,3532605.790500000600,10913265.268000001000
FS( 66 ),3473045.813999999800,3881090.545500000500,3535950.922500000300,10890088.282000002000
FS( 67 ),3492200.677000000100,3885929.040000001000,3518388.979500000400,10896519.696500001000
FS( 68 ),3492200.677000000100,3800448.970500000800,3546822.601500000300,10839473.249000002000
FS( 69 ),3459784.755000000400,3876789.661500000400,3493300.489500000100,10829875.905999999000
FS( 70 ),3499567.932000000500,3900444.523500000100,3528842.517000000500,10928855.972500002000
FS( 71 ),3478939.617999999800,3928937.880000000800,3521734.111500000100,10929612.609500000000
FS( 72 ),3459784.755000000400,3905283.018000000600,3489537.216000000000,10854605.989000000000
FS( 73 ),3452417.500000000000,3990763.087500000400,3535950.922500000300,10979132.510000002000
FS( 74 ),3459784.755000000400,3952592.742000000600,3521734.111500000100,10934112.608500002000
FS( 75 ),3452417.500000000000,3967108.225500000200,3489537.216000000000,10909063.941500001000
FS( 76 ),3459784.755000000400,3976247.604000000300,3514625.706000000200,10950659.065000001000
FS( 77 ),3473045.813999999800,4047749.800499999900,3539714.196000000500,11060510.810500000000
FS( 78 ),3478939.617999999800,4118714.386500000500,3521734.111500000100,11119389.116000000000
FS( 79 ),3446523.695999999500,4171400.215500000900,3521734.111500000100,11139659.023000000000
FS( 80 ),3478939.617999999800,4114413.502500000900,3525497.385000000200,11118851.505500000000
FS( 81 ),3459784.755000000400,4190216.583000000600,3503754.027000000200,11153756.365000002000
FS( 82 ),3478939.617999999800,4142906.859000001100,3496645.621500000400,11118493.098500002000
FS( 83 ),3492200.677000000100,4142906.859000001100,3521734.111500000100,11156842.647500001000
FS( 84 ),3492200.677000000100,4118714.386500000500,3535950.922500000300,11146866.986000001000
FS( 85 ),3446523.695999999500,4190216.583000000600,3528842.517000000500,11165583.796000000000
FS( 86 ),3465678.558999999400,4180539.594000000000,3521734.111500000100,11167953.264500000000
FS( 87 ),3505461.735999999600,4266019.663499999800,3593654.449500000100,11365136.848999999000
FS( 88 ),3505461.735999999600,4380530.700000000200,3611216.392500000500,11497209.828500001000
FS( 89 ),3518722.794999999900,4318705.492499999700,3557694.280500000300,11395123.568000000000
FS( 90 ),3518722.794999999900,4104736.513500000800,3568565.959500000300,11192026.268000001000
FS( 91 ),3518722.794999999900,4147207.743000000700,3593654.449500000100,11259585.987500001000
FS( 92 ),3459784.755000000400,4042911.306000000800,3557694.280500000300,11060391.341500001000
FS( 93 ),3459784.755000000400,4152046.237500000300,3539714.196000000500,11151546.188500002000
FS( 94 ),3459784.755000000400,4195055.077500001500,3532605.790500000600,11187446.623000002000
FS( 95 ),3452417.500000000000,4147207.743000000700,3503754.027000000200,11103380.270000001000
FS( 96 ),3459784.755000000400,4071404.662500000100,3575674.365000000700,11106864.782500001000
FS( 97 ),3418528.127000000300,4090221.030000000700,3510862.432500001000,11019612.589500003000
FS( 98 ),3459784.755000000400,4152046.237500000300,3561039.412500000600,11172871.405000001000
FS( 99 ),3505461.735999999600,4047749.800499999900,3629196.477000000400,11182409.013499999000
FS( 100 ),3492200.677000000100,4171400.215500000900,3589891.176000000400,11253493.068500001000
FS( 101 ),3492200.677000000100,4147207.743000000700,3611216.392500000500,11250625.812500002000
FS( 102 ),3545244.912999999700,4142906.859000001100,3611216.392500000500,11299369.164500002000
FS( 103 ),3539351.108999999700,4118714.386500000500,3629196.477000000400,11287262.972500000000
FS( 104 ),3565873.227000000000,4123552.881000001400,3629196.477000000400,11318623.585000001000
