代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12626454.293000000000
真實報酬,2626454.292999999600

夏普值報酬,0.253945429300
夏普值風險,0.065023136607
夏普值,3.905462617641

預期報酬,21259.094025585538
風險,175386.887050915980
起點值,0.121212562598
找到最佳解世代,3114
找到最佳解實驗#,2
找到最佳解次數,40

投資組合檔數,6
2105(9),2301(12),2303(13),2882(33),2912(40),3008(41),
Stock#,2105(9),2301(12),2303(13),2882(33),2912(40),3008(41),
張數,29,51,172,68,11,2,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,54582.049249999996,31829.673250000000,4500.785000000000,10549.392000000000,114667.549250000000,183415.375499999990,
FS( 1 ),1664372.049249999900,1664339.673250000000,1664300.784999999900,1664309.392000000000,1664457.549249999900,1664555.375500000100,9986338.824250001500
FS( 2 ),1655227.711249999900,1668793.911250000100,1665518.114999999800,1702349.901000000100,1667127.381249999900,1656149.561500000100,10015170.581249999000
FS( 3 ),1671684.565999999900,1666762.938249999900,1629557.945999999800,1699641.936999999900,1667127.381249999900,1689461.501000000200,10024240.269499999000
FS( 4 ),1669663.548749999800,1647468.694750000000,1622708.389999999700,1774787.938000000100,1662418.311500000100,1672795.575500000000,10049846.458500000000
FS( 5 ),1671684.565999999900,1647468.694750000000,1593597.776999999800,1864150.750000000000,1681473.616999999900,1670943.806000000100,10129323.210750001000
FS( 6 ),1655227.711249999900,1647468.694750000000,1622708.389999999700,1869566.677999999800,1681473.616999999900,1728308.837500000100,10204757.928500000000
FS( 7 ),1644833.908249999900,1702812.708999999800,1607296.888999999700,1864150.750000000000,1662418.311500000100,1715346.451000000100,10196863.018749999000
FS( 8 ),1650896.960000000000,1718045.006500000100,1593597.776999999800,1831655.181999999600,1652890.658750000200,1680202.653500000000,10127292.237749999000
FS( 9 ),1700556.240999999900,1720075.979499999900,1600447.332999999900,1879721.543000000100,1652890.658750000200,1676499.114500000100,10230194.869750001000
FS( 10 ),1696514.206500000100,1689611.384499999700,1600447.332999999900,1889199.416999999900,1648072.075750000100,1683906.192500000100,10207754.609250002000
FS( 11 ),1696514.206500000100,1685549.438499999900,1607296.888999999700,1912217.110999999800,1667127.381249999900,1665408.409000000000,10234117.435249999000
FS( 12 ),1712971.061249999800,1683518.465499999900,1586748.220999999900,1877013.578999999900,1657599.728499999700,1667260.178499999900,10185115.233749999000
FS( 13 ),1719034.112999999900,1771358.047749999900,1586748.220999999900,1889199.416999999900,1676655.033999999800,1663556.639500000300,10306555.472250000000
FS( 14 ),1729427.915999999700,1763741.899000000000,1579898.664999999800,1912217.110999999800,1681473.616999999900,1694996.898000000300,10361760.105999999000
FS( 15 ),1725385.881499999900,1771358.047749999900,1557637.607999999800,1899354.281999999700,1686182.686749999900,1678350.884000000100,10318273.389999999000
FS( 16 ),1737800.701749999500,1790144.548000000200,1586748.220999999900,1969084.355000000000,1676655.033999999800,1691293.359000000200,10451730.218750000000
FS( 17 ),1768693.394000000100,1837872.413500000000,1600447.332999999900,1959606.481000000100,1671945.964249999500,1611746.916500000100,10450316.502250001000
FS( 18 ),1756278.573750000000,1810962.021250000000,1586748.220999999900,2057093.184999999800,1667127.381249999900,1596952.672000000000,10475166.054250000000
FS( 19 ),1766672.376749999600,1818578.169999999700,1579898.664999999800,2101774.591000000000,1695710.339500000200,1596952.672000000000,10559590.814250000000
FS( 20 ),1799586.086249999900,1792175.520999999900,1586748.220999999900,2106513.527999999900,1695710.339500000200,1593249.133000000100,10573986.828749999000
FS( 21 ),1799586.086249999900,1780497.426249999800,1600447.332999999900,2036783.455000000100,1710056.575250000000,1556233.654500000200,10483608.530250000000
FS( 22 ),1766672.376749999600,1772881.277499999900,1586748.220999999900,2057093.184999999800,1695710.339500000200,1552550.027000000200,10431659.426750001000
FS( 23 ),1748194.504749999800,1795729.723750000100,1656956.169999999900,2041522.392000000000,1671945.964249999500,1561788.963000000000,10476141.717750000000
FS( 24 ),1725385.881499999900,1801822.642749999900,1656956.169999999900,2004287.886999999900,1633835.353249999900,1624689.391500000100,10446981.325999999000
FS( 25 ),1721343.846999999600,1807407.818500000100,1600447.332999999900,1952159.580000000100,1609961.464749999600,1587693.824500000100,10279017.867750000000
FS( 26 ),1712971.061249999800,1809438.791500000100,1600447.332999999900,2009026.824000000000,1633835.353249999900,1572899.580000000100,10338622.943000000000
FS( 27 ),1735779.684499999700,1849042.764999999900,1593597.776999999800,2061832.122000000000,1619489.117499999900,1572899.580000000100,10432645.045999998000
FS( 28 ),1781108.214249999500,1871891.211249999900,1586748.220999999900,2034075.490999999900,1629016.770249999800,1572899.580000000100,10475743.487749999000
FS( 29 ),1775045.162500000100,1853104.710999999900,1586748.220999999900,2026628.589999999900,1633835.353249999900,1571047.810500000100,10446413.848250000000
FS( 30 ),1777066.179749999700,1864275.062500000200,1593597.776999999800,2064540.085999999900,1671945.964249999500,1561788.963000000000,10533218.032499999000
FS( 31 ),1777066.179749999700,1854627.940749999800,1607296.888999999700,2064540.085999999900,1695710.339500000200,1606191.608000000000,10605437.042999998000
FS( 32 ),1787171.265999999800,1879507.360000000100,1593597.776999999800,2089588.753000000000,1686182.686749999900,1630244.700000000000,10666296.542749999000
FS( 33 ),1809979.889249999500,1875953.157249999900,1586748.220999999900,2061832.122000000000,1676655.033999999800,1626541.161000000100,10637713.584500000000
FS( 34 ),1872053.990500000300,1864275.062500000200,1600447.332999999900,2057093.184999999800,1695710.339500000200,1632096.469499999900,10721680.379999999000
FS( 35 ),1894573.896999999600,1849042.764999999900,1593597.776999999800,2017150.716000000000,1705237.992249999900,1611746.916500000100,10671354.063749999000
FS( 36 ),1904967.700000000200,1907940.981999999800,1607296.888999999700,1999548.950000000000,1714765.645000000000,1595100.902500000100,10729625.068499999000
FS( 37 ),1971083.835749999900,1970901.144999999800,1614146.445000000100,2017150.716000000000,1729002.367499999900,1622837.622000000200,10925126.131250000000
FS( 38 ),1904967.700000000200,1936374.604000000100,1579898.664999999800,1956898.517000000000,1705237.992249999900,1600636.299500000000,10684017.777750000000
FS( 39 ),1906988.717249999800,1932820.401249999600,1586748.220999999900,1949451.615999999900,1705237.992249999900,1609895.147000000100,10691146.094749998000
FS( 40 ),2008328.296499999900,1943990.752749999800,1571336.720000000000,1964345.418000000100,1729002.367499999900,1622837.622000000200,10839845.176749999000
FS( 41 ),2053656.826249999700,1986133.442500000100,1600447.332999999900,1954190.552999999800,1771931.561500000100,1646890.714000000200,11013254.430249998000
FS( 42 ),2070113.680999999900,1982071.496499999900,1579898.664999999800,1939296.750999999900,1852861.853249999900,1611746.916500000100,11035993.363250000000
FS( 43 ),2037199.971500000000,1974455.347750000000,1579898.664999999800,1912217.110999999800,1867208.088999999900,1598784.530000000000,10969767.714249998000
FS( 44 ),2099274.072749999800,1928758.455249999900,1607296.888999999700,1916956.048000000200,1876735.741750000000,1580286.746500000100,11009311.953250000000
FS( 45 ),2094943.321499999600,1959223.050250000100,1600447.332999999900,1884460.480000000000,1876735.741750000000,1563640.732499999900,10979454.659000000000
FS( 46 ),2105337.124499999900,1936374.604000000100,1586748.220999999900,1872274.642000000000,1838625.130749999800,1519238.087500000100,10858601.809750000000
FS( 47 ),2115730.927500000200,1948052.698750000000,1622708.389999999700,1934557.814000000200,1829097.478000000400,1508127.470500000100,10958278.778750001000
FS( 48 ),2130166.765000000100,1974455.347750000000,1600447.332999999900,1952159.580000000100,1819569.825250000000,1493333.226000000000,10970136.077000000000
FS( 49 ),2099274.072749999800,1986133.442500000100,1600447.332999999900,1936588.787000000000,1829097.478000000400,1471131.903500000000,10922677.016750000000
FS( 50 ),2119772.961999999800,1986133.442500000100,1629557.945999999800,1946743.652000000200,1876735.741750000000,1489629.686999999900,11048577.431249999000
FS( 51 ),2119772.961999999800,2016598.037500000100,1614146.445000000100,1936588.787000000000,1876735.741750000000,1456337.659000000000,11020183.632250000000
FS( 52 ),2039220.988749999800,2047062.632499999600,1600447.332999999900,1939296.750999999900,1857680.436249999800,1545142.949000000000,11028855.090500001000
FS( 53 ),2074444.432249999800,2031830.335000000000,1586748.220999999900,1954190.552999999800,1848152.783499999700,1639503.547500000100,11134873.872249998000
FS( 54 ),2117751.944749999800,2050616.835250000000,1607296.888999999700,1994133.022000000100,1848152.783499999700,1674647.345000000000,11292602.819499999000
FS( 55 ),2119772.961999999800,2012536.091499999900,1600447.332999999900,2029336.554000000000,1862389.506000000100,1685757.962000000100,11310244.408499999000
FS( 56 ),2119772.961999999800,2054678.781250000200,1629557.945999999800,2036783.455000000100,1929083.075250000000,1682054.423000000200,11451934.642500000000
FS( 57 ),2086859.252499999900,2084635.632999999700,1686066.782999999800,1992102.048999999900,1910027.769750000000,1741251.312500000000,11500946.799750000000
FS( 58 ),2080507.483999999900,2035384.537750000100,1656956.169999999900,1984655.148000000000,1924264.492249999900,1737547.773499999900,11419319.605500000000
FS( 59 ),2119772.961999999800,2027768.389000000200,1728876.507999999900,1996840.985999999800,1933792.145000000000,1741251.312500000000,11548306.302499998000
FS( 60 ),2111400.176250000000,2024214.186250000000,1699765.895000000000,1996840.985999999800,1914736.839500000200,1756065.468500000200,11503027.551500000000
FS( 61 ),2115730.927500000200,1982071.496499999900,1800796.845999999900,2014442.752000000300,1962375.103249999900,1746806.621000000000,11622227.746250000000
FS( 62 ),2119772.961999999800,1993749.591250000100,1864155.238999999600,2014442.752000000300,1919555.422499999900,1713514.593000000100,11625194.559750000000
FS( 63 ),2047593.774500000100,1856658.913749999600,1850456.126999999600,2001579.923000000200,1910027.769750000000,1756065.468500000200,11422385.976499999000
FS( 64 ),2039220.988749999800,1810962.021250000000,1857305.682999999700,2054385.220999999900,1929083.075250000000,1850426.067000000000,11541387.056250000000
FS( 65 ),2018722.099500000000,1889154.481750000000,1906964.963999999700,2074017.959999999700,1981430.408750000200,1954025.601500000100,11824319.515500000000
FS( 66 ),1983498.656000000000,1909971.955000000100,1877854.350999999600,2039491.419000000000,1952847.450499999800,1939231.357000000100,11702899.188500000000
