代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,10975097.620250000000
真實報酬,975097.620249999690

夏普值報酬,0.088809762025
夏普值風險,0.027183218710
夏普值,3.267080435626

預期報酬,7763.192102542635
風險,147890.031326115980
起點值,0.052493004653
找到最佳解世代,4963
找到最佳解實驗#,3
找到最佳解次數,14

投資組合檔數,5
1216(2),2412(24),2474(26),2884(33),3008(41),
Stock#,1216(2),2412(24),2474(26),2884(33),3008(41),
張數,43,23,7,143,0,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,21334.413749999767,42674.780499999768,149086.200999999770,12331.602999999766,2000000.000000000000,
FS( 1 ),1997184.413750000100,1997214.780500000100,1997366.200999999900,1997171.602999999900,2000000.000000000000,9988936.998250000200
FS( 2 ),1977310.748999999600,1988565.941000000100,1976503.936499999800,1988388.685999999800,2000000.000000000000,9930769.312500000000
FS( 3 ),2018836.182249999600,1988565.941000000100,1954203.056499999500,2014014.786499999900,2000000.000000000000,9975619.966249998700
FS( 4 ),1985016.499499999700,1988565.941000000100,1989187.561999999900,1978422.980249999800,2000000.000000000000,9941192.982749998600
FS( 5 ),1977310.748999999600,1988565.941000000100,2046542.637749999800,1984117.669249999800,2000000.000000000000,9996536.996999999500
FS( 6 ),1988441.277500000100,1972766.165749999900,2040131.134749999700,1968457.274499999600,2000000.000000000000,9969795.852499999100
FS( 7 ),1973457.873750000000,1974827.005999999600,2040131.134749999700,1962762.585499999600,2000000.000000000000,9951178.599999999600
FS( 8 ),1973457.873750000000,1974827.005999999600,2052884.450499999800,1948525.862999999700,2000000.000000000000,9949695.193249998600
FS( 9 ),1977310.748999999600,1978719.704249999700,2021036.006249999600,1984117.669249999800,2000000.000000000000,9961184.128749998300
FS( 10 ),1958474.469999999700,1998641.159999999900,1989187.561999999900,1984117.669249999800,2000000.000000000000,9930420.861250000100
FS( 11 ),1939638.191000000100,1988565.941000000100,1979639.997749999600,1984117.669249999800,2000000.000000000000,9891961.799000000600
FS( 12 ),1936213.412999999700,1996580.319749999800,1979639.997749999600,1962762.585499999600,2000000.000000000000,9875196.315999999600
FS( 13 ),1947343.941500000200,2000473.017999999900,2021036.006249999600,1958491.568749999600,2000000.000000000000,9927344.534499999100
FS( 14 ),1955049.692000000000,2008487.396750000100,2078391.081999999500,1968457.274499999600,2000000.000000000000,10010385.445249999000
FS( 15 ),1955049.692000000000,2010548.236999999700,2212056.981499999800,1972728.291249999500,2000000.000000000000,10150383.201749999000
FS( 16 ),1973457.873750000000,2004594.698499999900,2345792.571249999600,1972728.291249999500,2000000.000000000000,10296573.434750000000
FS( 17 ),1973457.873750000000,2022455.313999999800,2326697.442749999900,1968457.274499999600,2000000.000000000000,10291067.904999999000
FS( 18 ),1966180.220499999800,2018333.633499999800,2304396.562750000000,1962762.585499999600,2000000.000000000000,10251673.002249999000
FS( 19 ),2003852.778500000000,2024287.171999999800,2291643.246999999500,1958491.568749999600,2000000.000000000000,10278274.766249999000
FS( 20 ),1981163.624249999600,2018333.633499999800,2228016.048749999600,1948525.862999999700,2000000.000000000000,10176039.169499999000
FS( 21 ),1981163.624249999600,2018333.633499999800,2256658.741500000000,1952796.879749999800,2000000.000000000000,10208952.878999999000
FS( 22 ),1988441.277500000100,2018333.633499999800,2237563.612999999900,1962762.585499999600,2000000.000000000000,10207101.109500000000
FS( 23 ),1958474.469999999700,2002533.858250000000,2294848.998499999300,1968457.274499999600,2000000.000000000000,10224314.601249998000
FS( 24 ),1992294.152749999900,2014440.935249999900,2294848.998499999300,1968457.274499999600,2000000.000000000000,10270041.360999998000
FS( 25 ),2003852.778500000000,2004594.698499999900,2444473.965249999900,1988388.685999999800,2000000.000000000000,10441310.128249999000
FS( 26 ),1992294.152749999900,2004594.698499999900,2377641.015500000200,1978422.980249999800,2000000.000000000000,10352952.846999999000
FS( 27 ),2003852.778500000000,2010548.236999999700,2352134.384000000100,1994083.374999999800,2000000.000000000000,10360618.774499999000
FS( 28 ),2014983.306999999800,2018333.633499999800,2377641.015500000200,1968457.274499999600,2000000.000000000000,10379415.230500000000
FS( 29 ),2007277.556499999700,2020394.473750000100,2355340.135499999900,1972728.291249999500,2000000.000000000000,10355740.456999999000
FS( 30 ),1955049.692000000000,2008487.396750000100,2387188.579749999600,1972728.291249999500,2000000.000000000000,10323453.959750000000
FS( 31 ),1928507.662499999600,1978719.704249999700,2371229.512499999700,1958491.568749999600,2000000.000000000000,10236948.447999999000
