代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,13606178.288249999000
真實報酬,3606178.288249999300

夏普值報酬,0.351917828825
夏普值風險,0.097329179709
夏普值,3.615748431026

預期報酬,29815.969529832211
風險,293080.562662147390
起點值,0.101733015861
找到最佳解世代,3571
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,2
2912(40),3045(41),
FS( 23 ),5147765.360000001300,5118756.590750000400,10266521.950750001000
FS( 24 ),5226137.024000000200,5140002.161249999900,10366139.185249999000
FS( 25 ),5265322.855999999700,5162213.439499999400,10427536.295499999000
FS( 26 ),5245729.939999999500,5169939.101499998900,10415669.041499998000
FS( 27 ),5343694.519999999600,5169939.101499998900,10513633.621499998000
FS( 28 ),5500437.848000000200,5206635.996000000300,10707073.844000001000
FS( 29 ),5324101.603999999400,5140002.161249999900,10464103.765249999000
FS( 30 ),5284915.771999999900,5221121.612249998400,10506037.384249998000
FS( 31 ),5284915.771999999900,5316726.679499999600,10601642.451499999000
FS( 32 ),5304508.688000000100,5397846.130500000000,10702354.818500001000
FS( 33 ),5402473.267999999200,5455788.595499998900,10858261.863499999000
FS( 34 ),5520508.639999999700,5397846.130500000000,10918354.770500001000
FS( 35 ),5402473.267999999200,5500211.151999999800,10902684.419999998000
FS( 36 ),5461252.015999998900,5573604.941000000600,11034856.956999999000
FS( 37 ),5716437.799999999800,5485725.535749999800,11202163.335749999000
FS( 38 ),5952030.667999999600,5455788.595499998900,11407819.263499998000
FS( 39 ),5775216.548000000400,5492485.489999999300,11267702.037999999000
FS( 40 ),6089181.079999998200,5500211.151999999800,11589392.231999997000
FS( 41 ),5952030.667999999600,5492485.489999999300,11444516.158000000000
FS( 42 ),6187145.660000001100,5463514.257500000300,11650659.917500000000
FS( 43 ),6265995.200000000200,5449028.641249998500,11715023.841249999000
FS( 44 ),6049995.248000000600,5397846.130500000000,11447841.378500000000
FS( 45 ),5971623.583999999800,5449028.641249998500,11420652.225249998000
FS( 46 ),5971623.583999999800,5397846.130500000000,11369469.714499999000
FS( 47 ),6187145.660000001100,5455788.595499998900,11642934.255500000000
FS( 48 ),6108773.996000000300,5434543.024999999400,11543317.021000000000
FS( 49 ),6147959.827999999700,5426817.362999999900,11574777.191000000000
FS( 50 ),6422738.527999999900,5514696.768249998800,11937435.296249999000
FS( 51 ),6206738.576000000400,5485725.535749999800,11692464.111749999000
FS( 52 ),6108773.996000000300,5492485.489999999300,11601259.486000000000
FS( 53 ),6069588.163999998900,5471239.919499998900,11540828.083499998000
FS( 54 ),6344366.863999999100,5581330.603000000100,11925697.467000000000
FS( 55 ),6245924.407999999800,5581330.603000000100,11827255.011000000000
FS( 56 ),6187145.660000001100,5544633.708499999700,11731779.368500002000
FS( 57 ),6147959.827999999700,5551393.662750000100,11699353.490750000000
FS( 58 ),6481517.275999999600,5588090.557249999600,12069607.833249999000
FS( 59 ),6501110.191999998900,5559119.324749998700,12060229.516749997000
FS( 60 ),6442331.444000000100,5544633.708499999700,11986965.152500000000
FS( 61 ),6677924.311999999000,5581330.603000000100,12259254.914999999000
FS( 62 ),6442331.444000000100,5595816.219249999200,12038147.663249999000
FS( 63 ),6461924.360000001300,5720392.519000000300,12182316.879000001000
FS( 64 ),6363959.779999998400,5734878.135249999400,12098837.915249998000
FS( 65 ),6442331.444000000100,5815997.586249999700,12258329.030250000000
FS( 66 ),6422738.527999999900,6029418.999000000800,12452157.527000001000
FS( 67 ),6265995.200000000200,5984996.442499999900,12250991.642500000000
FS( 68 ),6305181.031999999700,5948299.548000000400,12253480.580000000000
FS( 69 ),6187145.660000001100,5903876.991499999500,12091022.651500002000
FS( 70 ),6030402.331999999500,5903876.991499999500,11934279.323500000000
FS( 71 ),6128366.911999999500,5962785.164249998500,12091152.076249998000
FS( 72 ),6265995.200000000200,6007207.720749999400,12273202.920750000000
FS( 73 ),6049995.248000000600,6227389.087749999900,12277384.335750001000
FS( 74 ),6089181.079999998200,6139509.682500000100,12228690.762499999000
FS( 75 ),6108773.996000000300,6087361.463999998800,12196135.459999999000
FS( 76 ),6108773.996000000300,6087361.463999998800,12196135.459999999000
FS( 77 ),6167552.743999999900,6168480.915000000000,12336033.659000000000
FS( 78 ),6089181.079999998200,6256360.320249998900,12345541.400249997000
FS( 79 ),6363959.779999998400,6066115.893499998400,12430075.673499998000
FS( 80 ),6403145.611999998800,6036178.953250000300,12439324.565249998000
FS( 81 ),6305181.031999999700,5948299.548000000400,12253480.580000000000
FS( 82 ),6285588.115999999500,5956025.209999999000,12241613.325999998000
FS( 83 ),6324773.947999999900,6050664.569499999300,12375438.517499998000
FS( 84 ),6540296.024000000200,6055493.108249999600,12595789.132250000000
FS( 85 ),6756295.975999999800,6001413.474250000000,12757709.450250000000
FS( 86 ),6736703.060000000500,5908705.530250000800,12645408.590250000000
FS( 87 ),6971818.051999999200,5839174.572250000200,12810992.624249998000
FS( 88 ),7011003.883999998700,5924156.854249999900,12935160.738249999000
FS( 89 ),6932632.219999999700,5916431.192249999400,12849063.412249999000
FS( 90 ),6971818.051999999200,5916431.192249999400,12888249.244250000000
FS( 91 ),6971818.051999999200,5924156.854249999900,12895974.906250000000
FS( 92 ),6913039.303999999500,5877802.882249999800,12790842.186249999000
FS( 93 ),7050667.591999999200,5854625.896249999300,12905293.488249999000
FS( 94 ),6991410.967999998500,5885528.544249999300,12876939.512249999000
FS( 95 ),7089853.423999999600,5916431.192249999400,13006284.616249999000
FS( 96 ),7148632.172000000300,6032316.122250000000,13180948.294250000000
FS( 97 ),7305375.500000000000,5978236.488249999500,13283611.988249999000
FS( 98 ),7599747.115999999500,5993687.812249998600,13593434.928249998000
FS( 99 ),7443003.787999999700,5993687.812249998600,13436691.600249998000
FS( 100 ),7383747.163999998900,5993687.812249998600,13377434.976249997000
FS( 101 ),6991410.967999998500,5985962.150249999900,12977373.118249997000
FS( 102 ),7129039.256000001000,5985962.150249999900,13115001.406250000000
FS( 103 ),7443003.787999999700,5985962.150249999900,13428965.938250000000
FS( 104 ),7443003.787999999700,6040041.784249999600,13483045.572249999000
FS( 105 ),7266189.667999998700,6172343.746000000300,13438533.413999999000
FS( 106 ),7383747.163999998900,6473644.563999999300,13857391.727999998000
FS( 107 ),7344561.331999999500,6373210.957999999600,13717772.289999999000
FS( 108 ),7089853.423999999600,6319131.324000001000,13408984.748000000000
FS( 109 ),7065481.748000000600,6326856.985999999600,13392338.734000001000
FS( 110 ),6984720.703999999900,6132749.728250000600,13117470.432250001000
FS( 111 ),6823676.491999998700,5815997.586249999700,12639674.078249998000
FS( 112 ),6964649.911999999500,5761917.952250000100,12726567.864250001000
FS( 113 ),7105623.331999999500,5808271.924250000200,12913895.256250000000
FS( 114 ),7065481.748000000600,5839174.572250000200,12904656.320250001000
FS( 115 ),6903959.660000001100,5970510.826250000900,12874470.486250002000
FS( 116 ),7085552.539999999100,6063218.770249999100,13148771.310249999000
FS( 117 ),7065481.748000000600,6001413.474250000000,13066895.222250000000
FS( 118 ),7085552.539999999100,5970510.826250000900,13056063.366250001000
FS( 119 ),6984720.703999999900,5924156.854249999900,12908877.558249999000
FS( 120 ),6883888.867999998900,5962785.164249998500,12846674.032249998000
FS( 121 ),6883888.867999998900,6109572.742249999200,12993461.610249998000
FS( 122 ),7227003.835999999200,6203246.394000000300,13430250.230000000000
FS( 123 ),7267145.419999999900,6125024.066249999200,13392169.486249998000
FS( 124 ),7408118.839999998900,6125024.066249999200,13533142.906249998000
FS( 125 ),7388048.048000000400,6117298.404249999700,13505346.452250000000
FS( 126 ),7589711.719999999700,6117298.404249999700,13707010.124249998000
FS( 127 ),7569640.928000000300,6117298.404249999700,13686939.332249999000
FS( 128 ),7488879.883999998700,6117298.404249999700,13606178.288249999000
