代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,13606178.288249999000
真實報酬,3606178.288249999300

夏普值報酬,0.351917828825
夏普值風險,0.097329179709
夏普值,3.615748431026

預期報酬,29815.969529832211
風險,293080.562662147390
起點值,0.101733015861
找到最佳解世代,3571
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,2
2912(40),3045(41),
Stock#,2912(40),3045(41),
張數,48,97,
分配資金,5000000.000000000000,5000000.000000000000,
剩餘資金,27324.020000000000,36236.702499999999,
FS( 1 ),4992924.019999999600,4992936.702499999700,9985860.722500000100
FS( 2 ),4892579.576000000400,4986454.628999999700,9879034.205000000100
FS( 3 ),4970951.239999999300,5066608.372250000000,10037559.612250000000
FS( 4 ),5010137.071999999700,5029911.477749999600,10040048.549750000000
FS( 5 ),5068915.819999999400,5045362.801749998700,10114278.621749997000
FS( 6 ),5186951.191999998900,5059848.418000000500,10246799.609999999000
FS( 7 ),5147765.360000001300,5052122.755999999100,10199888.116000000000
FS( 8 ),5128172.443999999200,4993214.583249999200,10121387.027249999000
FS( 9 ),5068915.819999999400,4971003.304999999700,10039919.125000000000
FS( 10 ),5186951.191999998900,5000940.245249998800,10187891.437249998000
FS( 11 ),5284915.771999999900,5029911.477749999600,10314827.249749999000
FS( 12 ),5186951.191999998900,4993214.583249999200,10180165.775249999000
FS( 13 ),5068915.819999999400,5037637.139750000100,10106552.959750000000
FS( 14 ),5186951.191999998900,5000940.245249998800,10187891.437249998000
FS( 15 ),5108101.651999999800,5008665.907250000200,10116767.559250001000
FS( 16 ),5128172.443999999200,5023151.523499999200,10151323.967499997000
FS( 17 ),5167358.275999999600,5045362.801749998700,10212721.077749997000
FS( 18 ),5108101.651999999800,5037637.139750000100,10145738.791749999000
FS( 19 ),5128172.443999999200,5082059.696250000000,10210232.140249999000
FS( 20 ),5088508.735999999600,5118756.590750000400,10207265.326749999000
FS( 21 ),5226137.024000000200,5125516.545000000900,10351653.569000002000
FS( 22 ),5245729.939999999500,5147727.823249999400,10393457.763249999000
