代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11461636.634500001000
真實報酬,1461636.634500000600

夏普值報酬,0.137463663450
夏普值風險,0.044015755107
夏普值,3.123055894782

預期報酬,13977.781537805953
風險,98179.975821013446
起點值,0.142368964964
找到最佳解世代,2749
找到最佳解實驗#,1
找到最佳解次數,45

投資組合檔數,10
1303(4),1326(5),2002(8),2317(16),2330(18),2408(23),2885(34),2886(35),3008(41),3481(43),
FS( 7 ),1007231.970000000000,1041870.562500000000,1021359.925500000100,1018008.977999999900,1024010.378750000100,1041359.457250000100,1002463.093000000100,1046929.896999999900,1000000.000000000000,989651.548250000110,10192885.810250001000
FS( 8 ),1007231.970000000000,1032034.281500000000,1010129.839500000100,1021762.295749999900,1016792.460000000000,1016360.569000000000,998799.376999999980,1035709.766750000000,1000000.000000000000,957942.484500000020,10096763.044000002000
FS( 9 ),996061.618499999980,1007702.428500000200,996560.152250000160,1015549.907749999900,1002306.843750000000,1041359.457250000100,1002463.093000000100,1024001.804750000000,1000000.000000000000,939823.019500000050,10025828.325250002000
FS( 10 ),992845.911249999890,1011326.321500000100,990009.268750000160,1011796.589999999900,1002306.843750000000,1030876.052500000200,994219.732000000080,1030831.449249999900,1000000.000000000000,948882.751999999980,10013094.921000000000
FS( 11 ),983198.789499999960,995536.502000000090,974099.980250000140,1014255.660249999800,995088.925000000050,1042434.678250000100,989640.086999999940,1021562.646000000100,1000000.000000000000,939823.019500000050,9955640.287750000100
FS( 12 ),1002323.785250000100,1034493.351750000000,982990.465000000320,1051659.412999999900,1038446.216250000200,1060982.240500000300,1002463.093000000100,1049369.055750000100,1000000.000000000000,962472.350750000100,10185199.971250001000
FS( 13 ),1004016.262750000000,1029704.636000000100,1001239.354750000300,1049070.917999999800,1040885.375000000000,1058294.188000000100,1002463.093000000100,1051808.214500000000,1000000.000000000000,985121.682000000030,10222603.723999999000
FS( 14 ),1008755.199750000000,1044329.632750000100,1005450.637000000100,1046611.847749999800,1045664.135000000000,1051842.862000000000,1002463.093000000100,1051808.214500000000,1000000.000000000000,994181.414500000070,10251107.036250001000
FS( 15 ),1015186.614250000000,1052871.666250000000,1014809.042000000100,1041693.707249999900,1052931.832500000000,1059638.214250000200,1011622.383000000000,1042539.411250000100,1000000.000000000000,985121.682000000030,10276414.552750001000
FS( 16 ),1027880.195500000000,1054036.489000000100,1014809.042000000100,1044152.777499999900,1062539.131249999900,1067433.566500000000,1016202.028000000200,1051808.214500000000,1000000.000000000000,985121.682000000030,10323983.126249999000
FS( 17 ),1027880.195500000000,1046659.278250000200,1001239.354750000300,1032892.824249999900,1040885.375000000000,1083024.271000000200,1002463.093000000100,1037661.093750000000,1000000.000000000000,962472.350750000100,10235177.836250000000
FS( 18 ),1032619.132499999900,1055201.311750000100,1021359.925500000100,1044152.777499999900,1052931.832500000000,1085712.323500000200,1011622.383000000000,1044978.570000000100,1000000.000000000000,967002.217000000060,10315580.473250002000
FS( 19 ),1024664.488249999800,1041870.562500000000,1010129.839500000100,1034187.071749999900,1038446.216250000200,1052918.083000000100,1002463.093000000100,1030831.449249999900,1000000.000000000000,957942.484500000020,10193453.288000001000
FS( 20 ),1016709.844000000000,1052871.666250000000,1019020.324250000100,1036646.141999999900,1055321.212499999900,1058294.188000000100,1007042.738000000000,1026440.963499999800,1000000.000000000000,985121.682000000030,10257468.760499999000
FS( 21 ),1034311.610000000000,1052871.666250000000,1019020.324250000100,1040399.459749999900,1060149.751250000000,1072540.866250000000,1016202.028000000200,1021562.646000000100,1000000.000000000000,980591.815749999950,10297650.167499999000
FS( 22 ),1031095.902749999900,1050412.596000000100,1005450.637000000100,1041693.707249999900,1055321.212499999900,1080336.218500000200,1011622.383000000000,1021562.646000000100,1000000.000000000000,980591.815749999950,10278087.118750000000
FS( 23 ),1034311.610000000000,1050412.596000000100,1007790.238250000100,1049070.917999999800,1062539.131249999900,1072540.866250000000,1011622.383000000000,1026440.963499999800,1000000.000000000000,994181.414500000070,10308910.120750001000
FS( 24 ),1040743.024499999900,1057660.382000000200,1005450.637000000100,1046611.847749999800,1064978.290000000000,1071196.840000000100,1011622.383000000000,1021562.646000000100,1000000.000000000000,967002.217000000060,10286828.267250001000
FS( 25 ),1040743.024499999900,1057660.382000000200,1005450.637000000100,1060330.871249999900,1062539.131249999900,1076572.945000000100,1007042.738000000000,1019611.319000000100,1000000.000000000000,948882.751999999980,10278833.800000001000
FS( 26 ),1043789.483999999900,1072285.378749999900,996560.152250000160,1066543.259249999900,1072196.208749999800,1079260.997500000100,1011622.383000000000,1021562.646000000100,1000000.000000000000,957942.484500000020,10321762.994000001000
FS( 27 ),1042266.254250000100,1083286.482500000200,991880.949750000030,1069002.329499999800,1067367.669999999700,1076572.945000000100,994219.732000000080,1012293.842750000000,1000000.000000000000,948882.751999999980,10285772.957750000000
FS( 28 ),1042266.254250000100,1083286.482500000200,996560.152250000160,1061625.118749999900,1064978.290000000000,1054262.109250000200,1007042.738000000000,1012293.842750000000,1000000.000000000000,948882.751999999980,10271197.739750000000
FS( 29 ),1037527.317250000000,1083286.482500000200,994220.551000000090,1070296.576999999800,1057710.592500000000,1056950.161750000000,998799.376999999980,1010342.515750000000,1000000.000000000000,944352.885750000020,10253486.460500000000
FS( 30 ),1050220.898499999900,1099076.301999999900,1005450.637000000100,1072755.647249999900,1060149.751250000000,1058294.188000000100,1011622.383000000000,1019611.319000000100,1000000.000000000000,948882.751999999980,10326063.878000000000
FS( 31 ),1054959.835500000300,1135703.506250000100,1017148.643250000100,1076508.964999999900,1072196.208749999800,1072540.866250000000,1011622.383000000000,1021562.646000000100,1000000.000000000000,957942.484500000020,10420185.538500002000
FS( 32 ),1072561.601499999900,1147869.432749999900,1019020.324250000100,1090227.988499999700,1076974.968750000000,1084368.297250000100,1047343.614000000100,1021562.646000000100,1000000.000000000000,957942.484500000020,10517871.357500000000
FS( 33 ),1066130.186999999900,1141786.469500000100,1014809.042000000100,1100193.694249999900,1067367.669999999700,1081680.244750000100,1047343.614000000100,1028392.290500000000,1000000.000000000000,985121.682000000030,10532824.893999999000
FS( 34 ),1064606.957250000200,1141786.469500000100,1019020.324250000100,1098899.446749999900,1079414.127499999900,1097539.754500000300,1047343.614000000100,1019611.319000000100,1000000.000000000000,994181.414500000070,10562403.427250000000
FS( 35 ),1071038.371749999900,1153952.395999999900,1026039.128000000100,1117666.035500000000,1089021.426250000000,1087056.349750000300,1051923.259000000100,1028392.290500000000,1000000.000000000000,1012300.879500000000,10637390.136250000000
FS( 36 ),1077300.538500000000,1166118.322500000000,1039608.815250000200,1116371.787999999900,1081803.507499999800,1105335.106750000000,1042763.968999999900,1021562.646000000100,1000000.000000000000,1016830.745750000000,10667695.439250002000
FS( 37 ),1077300.538500000000,1150328.503000000000,1037269.214000000300,1113912.717749999800,1067367.669999999700,1096195.728249999900,1042763.968999999900,1014733.001500000000,1000000.000000000000,998711.280750000150,10598582.622749999000
FS( 38 ),1080516.245750000000,1164953.499750000000,1032590.011500000100,1106406.082249999700,1072196.208749999800,1088400.375999999900,1051923.259000000100,1012293.842750000000,1000000.000000000000,980591.815749999950,10589871.341499999000
FS( 39 ),1083731.953000000000,1158870.536500000400,1041948.416500000100,1112618.470249999800,1067367.669999999700,1097539.754500000300,1055586.974999999900,1010342.515750000000,1000000.000000000000,962472.350750000100,10590478.642250000000
FS( 40 ),1071038.371749999900,1160035.359250000000,1039608.815250000200,1103947.011999999900,1072196.208749999800,1090819.623250000200,1051923.259000000100,1007903.357000000000,1000000.000000000000,998711.280750000150,10596183.287000000000
FS( 41 ),1064606.957250000200,1155246.643500000000,1023699.526750000100,1078968.035250000000,1055321.212499999900,1067433.566500000000,1042763.968999999900,1005464.198249999900,1000000.000000000000,1003241.147000000000,10496745.255999999000
FS( 42 ),1056652.312999999800,1153952.395999999900,1026039.128000000100,1067837.506749999900,1048103.293750000100,1072540.866250000000,1016202.028000000200,1028392.290500000000,1000000.000000000000,989651.548250000110,10459371.370500000000
FS( 43 ),1064606.957250000200,1160035.359250000000,1032590.011500000100,1071590.824499999900,1048103.293750000100,1071196.840000000100,1038184.324000000000,1024001.804750000000,1000000.000000000000,1007771.013250000100,10518080.428250000000
FS( 44 ),1069345.894249999900,1169871.640250000200,1048499.300000000200,1090227.988499999700,1069757.050000000000,1072540.866250000000,1047343.614000000100,1026440.963499999800,1000000.000000000000,1012300.879500000000,10606328.196249999000
FS( 45 ),1080516.245750000000,1185661.459750000200,1082657.478250000200,1084015.600499999900,1067367.669999999700,1076572.945000000100,1047343.614000000100,1053759.541500000100,1000000.000000000000,1016830.745750000000,10694725.300500002000
FS( 46 ),1063083.727500000000,1152787.573250000100,1069087.791000000200,1051659.412999999900,1036056.836250000100,1030876.052500000200,1011622.383000000000,1028392.290500000000,1000000.000000000000,967002.217000000060,10410568.284000000000
FS( 47 ),1088470.890000000100,1186826.282500000200,1123366.540000000300,1065378.436499999800,1052931.832500000000,1077916.971249999900,1047343.614000000100,1069857.989250000100,1000000.000000000000,998711.280750000150,10710803.836750001000
FS( 48 ),1067822.664500000000,1173495.533250000100,1118687.337500000100,1034187.071749999900,1033667.456250000000,1052918.083000000100,1029025.034000000000,1069857.989250000100,1000000.000000000000,989651.548250000110,10569312.717750002000
FS( 49 ),1056652.312999999800,1172201.285750000300,1114008.135000000000,1034187.071749999900,1028838.917500000200,1051842.862000000000,1038184.324000000000,1086444.268750000000,1000000.000000000000,971532.083250000030,10553891.261000000000
FS( 50 ),1064606.957250000200,1164953.499750000000,1114008.135000000000,1034187.071749999900,1026399.758750000000,1040015.431000000100,1029025.034000000000,1086444.268750000000,1000000.000000000000,976061.949500000100,10535702.105750000000
FS( 51 ),1075777.308750000100,1184496.637000000100,1098566.766750000200,1034187.071749999900,1026399.758750000000,1043778.704500000300,1029025.034000000000,1077175.465500000200,1000000.000000000000,976061.949500000100,10545468.696500001000
FS( 52 ),1086947.660250000000,1185661.459750000200,1109796.852750000100,1054118.483249999800,1033667.456250000000,1046466.757000000100,1033604.679000000100,1074736.306750000000,1000000.000000000000,989651.548250000110,10614651.203250002000
FS( 53 ),1078993.016000000100,1167412.570000000100,1098566.766750000200,1057871.800999999700,1031228.297500000000,1068777.592750000100,1020781.673000000000,1061077.017749999900,1000000.000000000000,989651.548250000110,10574360.283000002000
FS( 54 ),1074084.831250000000,1173495.533250000100,1118687.337500000100,1057871.800999999700,1031228.297500000000,1075228.918750000000,1033604.679000000100,1079126.792500000000,1000000.000000000000,1007771.013250000100,10651099.204000002000
FS( 55 ),1090163.367499999900,1195368.316000000100,1118687.337500000100,1061625.118749999900,1045664.135000000000,1084368.297250000100,1042763.968999999900,1086444.268750000000,1000000.000000000000,994181.414500000070,10719266.224250000000
FS( 56 ),1096425.534250000000,1208828.490000000000,1123366.540000000300,1071590.824499999900,1052931.832500000000,1113130.459000000000,1042763.968999999900,1067906.662250000100,1000000.000000000000,994181.414500000070,10771125.725999998000
FS( 57 ),1096425.534250000000,1199121.633750000000,1127577.822250000200,1060330.871249999900,1040885.375000000000,1203180.217750000100,1055586.974999999900,1084005.110000000300,1000000.000000000000,985121.682000000030,10852235.221250001000
FS( 58 ),1093379.074749999900,1203910.349500000000,1145826.712000000300,1052824.235749999800,1036056.836250000100,1160171.377750000000,1042763.968999999900,1077175.465500000200,1000000.000000000000,976061.949500000100,10788169.970000001000
FS( 59 ),1104380.178499999900,1208828.490000000000,1165947.282750000000,1062789.941499999700,1045664.135000000000,1190277.565750000100,1051923.259000000100,1084005.110000000300,1000000.000000000000,976061.949500000100,10889877.911999999000
FS( 60 ),1099641.241499999800,1214911.453250000300,1161736.000500000100,1071590.824499999900,1036056.836250000100,1190277.565750000100,1042763.968999999900,1074736.306750000000,1000000.000000000000,989651.548250000110,10881365.745750001000
FS( 61 ),1106072.656000000000,1231995.520250000100,1141147.509500000200,1071590.824499999900,1040885.375000000000,1190277.565750000100,1033604.679000000100,1063028.344750000200,1000000.000000000000,994181.414500000070,10872783.889250001000
FS( 62 ),1128413.358999999900,1227077.379750000300,1136936.227250000000,1076508.964999999900,1040885.375000000000,1209900.349000000200,1038184.324000000000,1069857.989250000100,1000000.000000000000,989651.548250000110,10917415.516500002000
FS( 63 ),1133152.295999999600,1217370.523500000400,1141147.509500000200,1067837.506749999900,1016792.460000000000,1196728.891750000000,1033604.679000000100,1077175.465500000200,1000000.000000000000,976061.949500000100,10859871.281500001000
FS( 64 ),1121981.944500000000,1206369.419750000100,1139275.828500000300,1062789.941499999700,1021620.998750000000,1192696.812999999800,1025361.318000000100,1065467.503500000100,1000000.000000000000,994181.414500000070,10829745.182000000000
FS( 65 ),1137891.232999999500,1220994.416500000100,1152845.515750000000,1075214.717499999800,1036056.836250000100,1184901.460750000100,1033604.679000000100,1086444.268750000000,1000000.000000000000,994181.414500000070,10922134.541999999000
FS( 66 ),1137891.232999999500,1216076.276000000300,1152845.515750000000,1085180.423249999800,1033667.456250000000,1184901.460750000100,1029025.034000000000,1086444.268750000000,1000000.000000000000,1025890.478250000000,10951922.146000002000
FS( 67 ),1161924.413500000000,1219829.593750000200,1172966.086500000200,1106406.082249999700,1052931.832500000000,1184901.460750000100,1055586.974999999900,1097664.399000000200,1000000.000000000000,1030420.344500000100,11082631.187750001000
FS( 68 ),1179356.931750000000,1220994.416500000100,1165947.282750000000,1108865.152499999900,1055321.212499999900,1210975.570000000100,1073905.554999999900,1109372.361000000500,1000000.000000000000,1016830.745750000000,11141569.227750001000
FS( 69 ),1192219.760749999900,1218535.346249999900,1170626.485249999900,1088933.740999999900,1050492.673750000100,1255597.241500000000,1064746.265000000100,1109372.361000000500,1000000.000000000000,1021360.612000000100,11171884.486499999000
FS( 70 ),1190527.283250000100,1218535.346249999900,1172966.086500000200,1101358.517000000000,1055321.212499999900,1250221.136500000000,1078485.200000000200,1106933.202250000300,1000000.000000000000,1016830.745750000000,11191178.730000000000
FS( 71 ),1181049.409250000300,1216076.276000000300,1170626.485249999900,1092687.058749999900,1062539.131249999900,1266080.646249999800,1073905.554999999900,1093273.913250000000,1000000.000000000000,1021360.612000000100,11177599.086999999000
FS( 72 ),1150754.061999999900,1203910.349500000000,1165947.282750000000,1098899.446749999900,1060149.751250000000,1268499.893500000200,1069325.909999999900,1093273.913250000000,1000000.000000000000,1043103.970000000000,11153864.579000000000
FS( 73 ),1182572.639000000000,1200286.456500000100,1152845.515750000000,1091522.236000000000,1050492.673750000100,1294842.808000000200,1073905.554999999900,1109372.361000000500,1000000.000000000000,1043103.970000000000,11198944.215000002000
FS( 74 ),1192219.760749999900,1184496.637000000100,1139275.828500000300,1081556.530249999800,1038446.216250000200,1273875.998500000000,1064746.265000000100,1093273.913250000000,1000000.000000000000,1034950.210750000200,11102841.360250000000
FS( 75 ),1192219.760749999900,1194203.493250000100,1165947.282750000000,1092687.058749999900,1038446.216250000200,1273875.998500000000,1064746.265000000100,1088395.595750000100,1000000.000000000000,1047633.836249999900,11158155.507250000000
FS( 76 ),1195266.220250000000,1197827.386250000200,1150505.914500000200,1087768.918249999900,1026399.758750000000,1267155.867250000100,1055586.974999999900,1081565.951250000200,1000000.000000000000,1065753.301250000000,11127830.292750001000
FS( 77 ),1171402.287499999900,1166118.322500000000,1136936.227250000000,1081556.530249999800,1021620.998750000000,1293498.781749999800,1047343.614000000100,1074736.306750000000,1000000.000000000000,1061223.435000000100,11054436.503750000000
FS( 78 ),1158708.706249999800,1150328.503000000000,1123366.540000000300,1080262.282749999800,1019181.840000000100,1322260.943500000300,1047343.614000000100,1069857.989250000100,1000000.000000000000,1052163.702500000100,11023474.121250000000
FS( 79 ),1161924.413500000000,1162494.429500000100,1114008.135000000000,1087768.918249999900,1024010.378750000100,1301294.133999999800,1051923.259000000100,1074736.306750000000,1000000.000000000000,1047633.836249999900,11025793.810999999000
FS( 80 ),1153969.769249999900,1153952.395999999900,1107457.251500000000,1090227.988499999700,1026399.758750000000,1281671.350750000000,1047343.614000000100,1067906.662250000100,1000000.000000000000,1039480.076999999900,10968408.868000001000
FS( 81 ),1168186.580250000100,1175954.603500000200,1129917.423500000300,1096440.376500000000,1036056.836250000100,1302638.160250000000,1060166.620000000300,1074736.306750000000,1000000.000000000000,1052163.702500000100,11096260.609500000000
FS( 82 ),1168186.580250000100,1168577.392750000300,1118687.337500000100,1091522.236000000000,1026399.758750000000,1288122.676750000100,1055586.974999999900,1065467.503500000100,1000000.000000000000,1043103.970000000000,11025654.430500001000
FS( 83 ),1171402.287499999900,1188120.530000000300,1125706.141250000100,1098899.446749999900,1033667.456250000000,1289466.703000000000,1073905.554999999900,1074736.306750000000,1000000.000000000000,1047633.836249999900,11103538.262750000000
FS( 84 ),1171402.287499999900,1200286.456500000100,1116347.736250000100,1100193.694249999900,1040885.375000000000,1262048.567499999900,1069325.909999999900,1079126.792500000000,1000000.000000000000,1092932.498750000000,11132549.318249999000
FS( 85 ),1179356.931750000000,1199121.633750000000,1127577.822250000200,1098899.446749999900,1040885.375000000000,1272531.972250000100,1069325.909999999900,1095225.240250000000,1000000.000000000000,1097462.365000000200,11180386.697000001000
FS( 86 ),1206436.571750000400,1208828.490000000000,1134596.626000000200,1096440.376500000000,1043274.755000000200,1292154.755500000000,1078485.200000000200,1104494.043500000100,1000000.000000000000,1133701.294999999900,11298412.113250000000
FS( 87 ),1206436.571750000400,1205204.597000000300,1127577.822250000200,1093981.306249999900,1045664.135000000000,1301294.133999999800,1078485.200000000200,1106933.202250000300,1000000.000000000000,1169940.224999999900,11335517.193500001000
FS( 88 ),1212867.986249999800,1199121.633750000000,1121026.938750000200,1090227.988499999700,1045664.135000000000,1298606.081500000100,1073905.554999999900,1090834.754499999800,1000000.000000000000,1160880.492500000200,11293135.565749999000
FS( 89 ),1201697.634750000000,1179578.496500000100,1121026.938750000200,1096440.376500000000,1045664.135000000000,1275220.024750000300,1078485.200000000200,1102542.716500000100,1000000.000000000000,1156350.626250000000,11257006.149000002000
FS( 90 ),1190527.283250000100,1180743.319250000200,1143487.110750000200,1098899.446749999900,1036056.836250000100,1277639.271999999900,1086728.561000000000,1106933.202250000300,1000000.000000000000,1151820.760000000200,11272835.791500000000
FS( 91 ),1206436.571750000400,1208828.490000000000,1145826.712000000300,1100193.694249999900,1048103.293750000100,1259360.514999999900,1113290.501999999900,1116202.005500000000,1000000.000000000000,1160880.492500000200,11359122.276750000000
FS( 92 ),1206436.571750000400,1217370.523500000400,1148166.313250000100,1098899.446749999900,1033667.456250000000,1238662.510750000100,1113290.501999999900,1116202.005500000000,1000000.000000000000,1174470.091250000100,11347165.421000002000
FS( 93 ),1195266.220250000000,1202745.526750000000,1136936.227250000000,1090227.988499999700,1024010.378750000100,1242425.784250000000,1100467.496000000000,1102542.716500000100,1000000.000000000000,1156350.626250000000,11250972.964500001000
FS( 94 ),1200174.405000000000,1207663.667250000400,1136936.227250000000,1096440.376500000000,1031228.297500000000,1273875.998500000000,1105047.140999999800,1097664.399000000200,1000000.000000000000,1160880.492500000200,11309911.004500000000
FS( 95 ),1209652.278999999900,1164953.499750000000,1145826.712000000300,1087768.918249999900,1031228.297500000000,1278983.298250000200,1105047.140999999800,1088395.595750000100,1000000.000000000000,1191683.583000000100,11303539.324500000000
FS( 96 ),1190527.283250000100,1168577.392750000300,1145826.712000000300,1090227.988499999700,1028838.917500000200,1286778.650500000000,1105047.140999999800,1093273.913250000000,1000000.000000000000,1187153.716750000100,11296251.715500001000
FS( 97 ),1190527.283250000100,1184496.637000000100,1145826.712000000300,1088933.740999999900,1031228.297500000000,1276295.245750000000,1091308.206000000200,1088395.595750000100,1000000.000000000000,1182623.850500000200,11279635.568750001000
FS( 98 ),1208129.049249999900,1194203.493250000100,1152845.515750000000,1096440.376500000000,1050492.673750000100,1268499.893500000200,1108710.857000000100,1100103.557750000200,1000000.000000000000,1182623.850500000200,11362049.267250001000
FS( 99 ),1208129.049249999900,1194203.493250000100,1154717.196749999900,1092687.058749999900,1052931.832500000000,1281671.350750000000,1108710.857000000100,1088395.595750000100,1000000.000000000000,1191683.583000000100,11373130.017000001000
FS( 100 ),1222515.107999999500,1174660.355999999900,1159396.399250000200,1097734.623999999800,1048103.293750000100,1289466.703000000000,1095887.851000000000,1088395.595750000100,1000000.000000000000,1282280.908000000100,11458440.838749999000
FS( 101 ),1224038.337749999900,1180743.319250000200,1165947.282750000000,1092687.058749999900,1048103.293750000100,1247801.889250000200,1095887.851000000000,1084005.110000000300,1000000.000000000000,1259631.576750000000,11398845.719250001000
FS( 102 ),1222515.107999999500,1192909.245750000000,1165947.282750000000,1108865.152499999900,1048103.293750000100,1243769.810500000100,1139852.443000000000,1102542.716500000100,1000000.000000000000,1255101.710500000000,11479606.763249999000
FS( 103 ),1233685.459499999900,1208828.490000000000,1164075.601750000100,1118830.858249999800,1048103.293750000100,1245113.836750000000,1139852.443000000000,1106933.202250000300,1000000.000000000000,1223392.646750000300,11488815.832000002000
FS( 104 ),1235208.689249999600,1201451.279250000100,1143487.110750000200,1140056.517250000000,1043274.755000000200,1225491.053500000200,1135272.798000000000,1102542.716500000100,1000000.000000000000,1178093.984250000200,11404878.903750001000
FS( 105 ),1236731.919000000000,1196662.563500000200,1152845.515750000000,1157399.433749999900,1045664.135000000000,1229523.132250000000,1139852.443000000000,1095225.240250000000,1000000.000000000000,1205273.181750000000,11459177.564250000000
FS( 106 ),1267027.266250000100,1220994.416500000100,1168286.884000000100,1159987.928749999700,1052931.832500000000,1222803.000999999900,1158171.023000000000,1106933.202250000300,1000000.000000000000,1174470.091250000100,11531605.645500001000
FS( 107 ),1281413.325000000000,1229536.450000000200,1168286.884000000100,1169953.634499999700,1062539.131249999900,1258016.488750000000,1153591.378000000000,1116202.005500000000,1000000.000000000000,1115581.830000000100,11555121.127000000000
FS( 108 ),1276674.388000000000,1220994.416500000100,1172966.086500000200,1171118.457249999700,1062539.131249999900,1246457.862999999900,1153591.378000000000,1113762.846750000300,1000000.000000000000,1111051.963749999900,11529156.530999999000
FS( 109 ),1295799.383750000300,1227077.379750000300,1200105.461000000100,1182378.410500000000,1069757.050000000000,1246457.862999999900,1162750.668000000100,1129861.294499999800,1000000.000000000000,1129171.428750000200,11643358.939250000000
FS( 110 ),1270242.973500000100,1214911.453250000300,1181856.571250000300,1183543.233249999800,1069757.050000000000,1247801.889250000200,1162750.668000000100,1116202.005500000000,1000000.000000000000,1133701.294999999900,11580767.139000000000
FS( 111 ),1263980.806750000000,1216076.276000000300,1181856.571250000300,1171118.457249999700,1072196.208749999800,1239737.731750000000,1162750.668000000100,1102542.716500000100,1000000.000000000000,1120111.696250000300,11530371.132500002000
FS( 112 ),1259072.622000000000,1208828.490000000000,1181856.571250000300,1169953.634499999700,1072196.208749999800,1241081.758000000100,1162750.668000000100,1113762.846750000300,1000000.000000000000,1115581.830000000100,11525084.629250001000
FS( 113 ),1236731.919000000000,1206369.419750000100,1184196.172500000100,1172412.704750000000,1074585.588749999900,1217695.701250000200,1153591.378000000000,1116202.005500000000,1000000.000000000000,1101992.231249999700,11463777.120749999000
FS( 114 ),1227254.045000000200,1217370.523500000400,1191214.976250000300,1177330.845249999800,1074585.588749999900,1238662.510750000100,1166414.383999999800,1123031.649999999900,1000000.000000000000,1120111.696250000300,11535976.219750002000
FS( 115 ),1220822.630500000000,1214911.453250000300,1191214.976250000300,1177330.845249999800,1067367.669999999700,1235974.458250000100,1162750.668000000100,1127909.967500000000,1000000.000000000000,1129171.428750000200,11527454.097750001000
FS( 116 ),1227254.045000000200,1202745.526750000000,1191214.976250000300,1174871.774999999900,1067367.669999999700,1221458.974750000300,1144432.088000000200,1125470.808750000100,1000000.000000000000,1115581.830000000100,11470397.694500001000
FS( 117 ),1225730.815250000000,1199121.633750000000,1177645.289000000100,1164906.069249999900,1069757.050000000000,1216351.674999999800,1162750.668000000100,1116202.005500000000,1000000.000000000000,1129171.428750000200,11461636.634500001000
