代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12474668.818500001000
真實報酬,2474668.818500001000

夏普值報酬,0.238766881850
夏普值風險,0.067824515993
夏普值,3.520362487713

預期報酬,17227.453879785498
風險,328355.718975400550
起點值,0.052465825579
找到最佳解世代,3724
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,3
2308(15),2382(25),4904(46),
Stock#,2308(15),2382(25),4904(46),
張數,52,64,74,
分配資金,3333333.000000000000,3333333.000000000000,3333333.000000000000,
剩餘資金,1632.081999999999,40968.055999999997,12667.785500000000,
FS( 1 ),3328592.081999999900,3328648.055999999900,3328607.785500000200,9985848.923500001400
FS( 2 ),3309728.691999999300,3351055.816000000100,3341930.319999999800,10002715.828000000000
FS( 3 ),3330436.652000000200,3282241.671999999800,3275625.025000000400,9888304.348999999500
FS( 4 ),3313870.284000000000,3291162.023999999700,3259417.064000000200,9864450.372000001400
FS( 5 ),3292644.625000000000,3254843.447999999900,3231421.495000000100,9778910.568000000000
FS( 6 ),3359945.495000000100,3254843.447999999900,3237315.299000000100,9852105.242000000600
FS( 7 ),3372370.270999999700,3268223.976000000300,3302883.868499999900,9943479.115499999400
FS( 8 ),3531303.864000000500,3268223.976000000300,3286675.907500000200,10086204.747500001000
FS( 9 ),3531303.864000000500,3254843.447999999900,3242472.377500000900,10028620.689500002000
FS( 10 ),3560812.706999999900,3259303.623999999800,3231421.495000000100,10051538.826000001000
FS( 11 ),3636396.760999999500,3245285.927999999800,3286675.907500000200,10168359.596500000000
FS( 12 ),3623454.285999999800,3268223.976000000300,3259417.064000000200,10151096.326000001000
FS( 13 ),3648821.536999999500,3231268.231999999800,3220370.612500000300,10100461.381500000000
FS( 14 ),3699038.339999999900,3245285.927999999800,3209319.730000000000,10153644.998000000000
FS( 15 ),3665387.904999999800,3277781.495999999800,3165852.925500000400,10109023.326500000000
FS( 16 ),3820697.605000000000,3249746.103999999800,3270467.946500000100,10340912.655500000000
FS( 17 ),3795330.353999999800,3341498.295999999600,3347087.398500000100,10483917.048500000000
FS( 18 ),3770480.802000000100,3323657.592000000200,3259417.064000000200,10353556.458000001000
FS( 19 ),3644679.945000000300,3236365.575999999900,3291832.986000000000,10172879.506999999000
FS( 20 ),3749255.143000000200,3323657.592000000200,3259417.064000000200,10332330.799000001000
FS( 21 ),3728547.182999999700,3337038.119999999600,3286675.907500000200,10352262.210500000000
FS( 22 ),3644679.945000000300,3359976.168000000100,3231421.495000000100,10236078.607999999000
FS( 23 ),3623454.285999999800,3589356.648000000000,3341930.319999999800,10554742.254000001000
FS( 24 ),3535963.154999999800,3584896.471999999600,3347087.398500000100,10467948.025500000000
FS( 25 ),3518879.088000000000,3516082.327999999700,3347087.398500000100,10382049.814500000000
FS( 26 ),3623454.285999999800,3497604.455999999800,3302883.868499999900,10423943.610500000000
FS( 27 ),3544246.339000000200,3488684.103999999800,3248366.181499999900,10281297.624499999000
FS( 28 ),3489887.943999999700,3392471.735999999600,3231421.495000000100,10113782.175000001000
FS( 29 ),3514737.495999999800,3497604.455999999800,3313934.751000000600,10326277.703000000000
FS( 30 ),3506454.311999999900,3465746.055999999900,3451702.419500000300,10423903.787500000000
FS( 31 ),3531303.864000000500,3456825.703999999900,3424443.576000000400,10412574.144000001000
FS( 32 ),3728547.182999999700,3456825.703999999900,3429600.654500000600,10614974.541500000000
FS( 33 ),3732688.774999999400,3502701.799999999800,3446545.341000000500,10681936.915999999000
FS( 34 ),3619312.693999999700,3456825.703999999900,3589470.088000000000,10665609.486000000000
FS( 35 ),3644679.945000000300,3511622.151999999800,3583576.284000000000,10739879.381000001000
