代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12424153.245000001000
真實報酬,2424153.245000001000

夏普值報酬,0.233715324500
夏普值風險,0.063500598442
夏普值,3.680521605076

預期報酬,19303.768235543324
風險,245680.998366294920
起點值,0.078572491824
找到最佳解世代,4700
找到最佳解實驗#,1
找到最佳解次數,19

投資組合檔數,2
1326(5),2912(39),
Stock#,1326(5),2912(39),
張數,106,84,
分配資金,5000000.000000000000,5000000.000000000000,
剩餘資金,40622.944000000003,48714.457999999999,
FS( 1 ),4992942.944000000100,4992954.457999999600,9985897.401999998800
FS( 2 ),4935148.405000001200,5024598.307999999300,9959746.712999999500
FS( 3 ),4927761.238500000900,5024598.307999999300,9952359.546500001100
FS( 4 ),5036458.116999999600,5004527.515999999800,10040985.632999999000
FS( 5 ),4971028.928000000300,4864868.254999999900,9835897.183000000200
FS( 6 ),4978416.094500000600,4898319.574999999300,9876735.669500000800
FS( 7 ),4905599.739000000100,4858177.991000000400,9763777.730000000400
FS( 8 ),4948867.428499999500,4858177.991000000400,9807045.419500000800
FS( 9 ),4971028.928000000300,4858177.991000000400,9829206.918999999800
FS( 10 ),5101887.305999999900,5070593.872999999700,10172481.179000000000
FS( 11 ),5261239.040500000100,5031288.571999999700,10292527.612500001000
FS( 12 ),5173648.352000000900,5077284.137000000100,10250932.489000000000
FS( 13 ),5231690.374499999000,5063903.608999999200,10295593.983499998000
FS( 14 ),5297119.563500001100,5050523.080999999300,10347642.644500000000
FS( 15 ),5311893.896500001700,5090664.664999999100,10402558.561500002000
FS( 16 ),5289732.397000000800,5097354.928999999500,10387087.326000001000
FS( 17 ),5311893.896500001700,5097354.928999999500,10409248.825500000000
FS( 18 ),5362548.752499999500,5104045.192999999000,10466593.945499998000
FS( 19 ),5405816.441999999800,5104045.192999999000,10509861.634999998000
FS( 20 ),5463858.464500000700,5104045.192999999000,10567903.657499999000
FS( 21 ),5463858.464500000700,5097354.928999999500,10561213.393500000000
FS( 22 ),5427977.941499998800,5017908.043999999800,10445885.985499999000
FS( 23 ),5420590.775000000400,5097354.928999999500,10517945.704000000000
FS( 24 ),5413203.608500000100,5104045.192999999000,10517248.801500000000
FS( 25 ),5347774.419500000800,5037978.835999999200,10385753.255500000000
FS( 26 ),5347774.419500000800,5097354.928999999500,10445129.348500000000
FS( 27 ),5442752.274499999400,5110735.457000000400,10553487.731500000000
FS( 28 ),5508181.463500000500,5097354.928999999500,10605536.392500000000
FS( 29 ),5493407.130500000900,5104045.192999999000,10597452.323500000000
FS( 30 ),5398429.275499999500,5130806.248999999800,10529235.524499999000
FS( 31 ),5377323.085500000000,5124115.984999999400,10501439.070499999000
FS( 32 ),5420590.775000000400,5176801.814000000200,10597392.589000002000
FS( 33 ),5392097.418499999700,5163421.285999999400,10555518.704499999000
FS( 34 ),5413203.608500000100,5203562.869999999200,10616766.478499999000
FS( 35 ),5435365.107999999100,5269629.226999999000,10704994.334999997000
FS( 36 ),5478632.797500000300,5303080.546999999300,10781713.344500000000
FS( 37 ),5427977.941499998800,5303080.546999999300,10731058.488499999000
FS( 38 ),5471245.631000000100,5316461.074999999300,10787706.706000000000
FS( 39 ),5456471.298000000400,5289700.018999999400,10746171.317000000000
FS( 40 ),5500794.297000001200,5303080.546999999300,10803874.844000001000
FS( 41 ),5551449.152999999900,5329841.602999999200,10881290.755999999000
FS( 42 ),5529287.653499999100,5262938.963000000500,10792226.616500000000
FS( 43 ),5551449.152999999900,5323151.338999999700,10874600.491999999000
FS( 44 ),5558836.319500000200,5355766.376000000200,10914602.695500001000
FS( 45 ),5565168.176500000100,5369146.903999999200,10934315.080499999000
FS( 46 ),5602104.009000001500,5701151.254999999900,11303255.264000002000
FS( 47 ),5696026.554499999600,5588253.049999998900,11284279.604499999000
FS( 48 ),5696026.554499999600,5687770.727000000000,11383797.281500001000
FS( 49 ),5616878.342000000200,5608323.842000000200,11225202.184000000000
FS( 50 ),5551449.152999999900,5681080.462999999500,11232529.616000000000
FS( 51 ),5536674.819999999400,5640938.878999999700,11177613.698999999000
