代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,10999067.346749999000
真實報酬,999067.346749998630

夏普值報酬,0.091206734675
夏普值風險,0.040912010007
夏普值,2.229338882617

預期報酬,12228.169956576019
風險,177065.028108878090
起點值,0.069060333863
找到最佳解世代,3581
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,8
1216(2),2354(18),2412(24),2474(26),2881(30),2891(38),3008(41),4904(44),
FS( 20 ),1268754.416000000000,1165536.007999999900,1267380.923749999600,1311346.740000000000,1394797.807000000000,1252441.299500000200,1250000.000000000000,1216606.806499999900,10126864.000749998000
FS( 21 ),1268754.416000000000,1169836.891999999800,1267380.923749999600,1318634.349000000200,1448041.157999999800,1249215.636500000000,1250000.000000000000,1228145.520749999900,10200008.896000000000
FS( 22 ),1271173.663250000000,1173978.483999999900,1269919.639999999900,1300435.237999999900,1440793.372000000000,1276633.771999999900,1250000.000000000000,1237792.642499999800,10220726.811750000000
FS( 23 ),1259346.232250000100,1165536.007999999900,1282911.893750000000,1282236.127000000100,1399815.504999999900,1267763.198750000000,1250000.000000000000,1228145.520749999900,10135754.485499999000
FS( 24 ),1247518.801250000300,1158527.159999999900,1276341.098749999900,1276780.375999999900,1394797.807000000000,1255666.962499999900,1250000.000000000000,1218309.239750000200,10077941.445249999000
FS( 25 ),1245368.359250000000,1169836.891999999800,1281567.867499999900,1276780.375999999900,1392567.719000000000,1264537.535750000000,1250000.000000000000,1216606.806499999900,10097265.555999998000
FS( 26 ),1252357.295750000000,1171270.520000000000,1284106.583750000000,1300435.237999999900,1428527.887999999800,1273408.108999999900,1250000.000000000000,1242710.782999999800,10202816.417500000000
FS( 27 ),1257195.790250000300,1185288.216000000000,1289333.352500000000,1333209.567000000000,1428527.887999999800,1276633.771999999900,1250000.000000000000,1241197.508999999800,10261386.094750000000
FS( 28 ),1257195.790250000300,1221925.375999999900,1290677.378749999900,1409590.081000000000,1421280.102000000000,1276633.771999999900,1250000.000000000000,1229658.794749999900,10356961.294749999000
FS( 29 ),1268754.416000000000,1226066.967999999900,1286794.636250000000,1486010.418000000100,1404554.441999999800,1279859.435000000100,1250000.000000000000,1221524.946999999700,10423565.262249999000
FS( 30 ),1268754.416000000000,1216350.156000000000,1298442.863749999800,1475098.916000000200,1416541.165000000000,1267763.198750000000,1250000.000000000000,1234576.935250000100,10427527.650750000000
FS( 31 ),1264184.726749999900,1205040.424000000100,1295754.811249999800,1462355.556000000100,1397306.656000000000,1267763.198750000000,1250000.000000000000,1228145.520749999900,10370550.893500000000
FS( 32 ),1287839.588750000100,1219058.120000000100,1299637.553750000200,1455067.946999999900,1409293.378999999700,1264537.535750000000,1250000.000000000000,1228145.520749999900,10413579.644999998000
FS( 33 ),1273592.910500000000,1200739.540000000000,1295754.811249999800,1418709.548000000000,1365806.663000000200,1252441.299500000200,1250000.000000000000,1231361.228000000100,10288406.000250001000
FS( 34 ),1273592.910500000000,1219058.120000000100,1295754.811249999800,1435076.801000000000,1375563.298000000400,1264537.535750000000,1250000.000000000000,1220011.672999999700,10333595.149500001000
FS( 35 ),1278162.599750000100,1226066.967999999900,1295754.811249999800,1424165.299000000100,1385319.932999999700,1273408.108999999900,1250000.000000000000,1233063.661249999900,10365941.381249998000
FS( 36 ),1259346.232250000100,1233235.107999999800,1285450.610000000100,1456899.804999999900,1368315.512000000100,1264537.535750000000,1250000.000000000000,1223227.380249999900,10341012.183249999000
FS( 37 ),1280581.847000000100,1255695.279999999800,1293216.095000000000,1456899.804999999900,1411802.228000000100,1273408.108999999900,1250000.000000000000,1233063.661249999900,10454667.025249999000
FS( 38 ),1287839.588750000100,1285323.591999999900,1286794.636250000000,1542399.786000000100,1409293.378999999700,1276633.771999999900,1250000.000000000000,1236279.368500000100,10574564.122500001000
FS( 39 ),1280581.847000000100,1279589.079999999800,1286794.636250000000,1504209.528999999900,1392567.719000000000,1270182.445999999800,1250000.000000000000,1228145.520749999900,10492070.777999999000
FS( 40 ),1287839.588750000100,1275447.487999999900,1290677.378749999900,1489634.311000000000,1409293.378999999700,1285504.345250000000,1250000.000000000000,1221524.946999999700,10509921.437750001000
FS( 41 ),1294828.525250000200,1282456.335999999900,1295754.811249999800,1504209.528999999900,1421280.102000000000,1294374.918500000100,1250000.000000000000,1234576.935250000100,10577481.157249998000
FS( 42 ),1289990.030749999900,1268438.639999999900,1297098.837500000400,1491466.169000000000,1414032.316000000100,1312922.480750000100,1250000.000000000000,1224740.654249999900,10548689.128249999000
FS( 43 ),1257195.790250000300,1271146.603999999800,1289333.352500000000,1509665.280000000000,1406784.529999999800,1333889.290249999800,1250000.000000000000,1228145.520749999900,10546160.367749998000
FS( 44 ),1240529.864749999900,1257128.907999999800,1269919.639999999900,1500545.812999999800,1382811.084000000300,1349211.189499999900,1250000.000000000000,1184071.415499999900,10434217.914750000000
FS( 45 ),1257195.790250000300,1279589.079999999800,1277685.125000000000,1504209.528999999900,1404554.441999999800,1376629.325000000000,1250000.000000000000,1172721.860500000000,10522585.151750000000
FS( 46 ),1240529.864749999900,1275447.487999999900,1271263.666250000000,1511457.314999999900,1399815.504999999900,1367758.751750000100,1250000.000000000000,1175937.567749999900,10492210.158499997000
FS( 47 ),1233540.928250000100,1268438.639999999900,1273802.382500000100,1507833.422000000000,1416541.165000000000,1373403.662000000200,1250000.000000000000,1190502.829999999800,10514063.029750001000
FS( 48 ),1238110.617499999900,1269712.975999999800,1276341.098749999900,1522368.817000000000,1411802.228000000100,1376629.325000000000,1250000.000000000000,1198825.836999999800,10543790.899249999000
FS( 49 ),1231121.681000000100,1279589.079999999800,1276341.098749999900,1609700.656000000000,1421280.102000000000,1379854.988000000100,1250000.000000000000,1192205.263249999800,10640092.868999999000
FS( 50 ),1238110.617499999900,1281022.707999999900,1286794.636250000000,1595165.261000000200,1517731.407999999800,1467754.304749999900,1250000.000000000000,1208472.958750000000,10845051.894250000000
FS( 51 ),1240529.864749999900,1285323.591999999900,1294560.121250000100,1600621.012000000100,1505744.685000000100,1479850.541000000000,1250000.000000000000,1213391.099250000000,10870020.915250000000
FS( 52 ),1249938.048500000000,1309217.391999999800,1293216.095000000000,1613364.372000000000,1565957.061000000200,1498398.103250000200,1250000.000000000000,1213391.099250000000,10993482.171000000000
FS( 53 ),1245368.359250000000,1310651.020000000000,1293216.095000000000,1598789.153999999900,1609443.777000000200,1507268.676500000100,1250000.000000000000,1203554.818249999800,11018291.900000000000
FS( 54 ),1245368.359250000000,1274013.859999999900,1294560.121250000100,1504209.528999999900,1614182.714000000200,1476624.878000000300,1250000.000000000000,1190502.829999999800,10849462.291500000000
FS( 55 ),1228702.433750000100,1275447.487999999900,1289333.352500000000,1540567.928000000100,1623939.348999999900,1461302.978750000000,1250000.000000000000,1193907.696499999800,10863201.226499999000
FS( 56 ),1228702.433750000100,1268438.639999999900,1289333.352500000000,1504209.528999999900,1674673.850999999800,1467754.304749999900,1250000.000000000000,1200339.111000000000,10883451.221999999000
FS( 57 ),1228702.433750000100,1269712.975999999800,1293216.095000000000,1515121.031000000000,1657669.430000000200,1464528.641750000000,1250000.000000000000,1210175.392000000000,10889125.999499999000
FS( 58 ),1226551.991750000000,1271146.603999999800,1294560.121250000100,1504209.528999999900,1628678.286000000300,1449206.742499999900,1250000.000000000000,1205257.251500000000,10829610.526000001000
FS( 59 ),1219294.250000000000,1288031.555999999900,1285450.610000000100,1475098.916000000200,1582961.482000000300,1397596.134500000200,1250000.000000000000,1185773.848749999900,10684206.797250003000
FS( 60 ),1221713.497250000000,1292332.439999999900,1287989.326249999900,1464187.414000000100,1631187.135000000200,1397596.134500000200,1250000.000000000000,1187287.122749999900,10732293.069750000000
FS( 61 ),1221713.497250000000,1326102.344000000000,1290677.378749999900,1511457.314999999900,1616691.563000000100,1388725.561249999800,1250000.000000000000,1195420.970499999800,10800788.629750000000
FS( 62 ),1271173.663250000000,1316226.240000000000,1290677.378749999900,1496921.920000000200,1621430.500000000000,1419369.359750000100,1250000.000000000000,1184071.415499999900,10849870.477250000000
FS( 63 ),1292409.277999999900,1365447.467999999900,1285450.610000000100,1516913.066000000100,1631187.135000000200,1400821.797500000100,1250000.000000000000,1190502.829999999800,10932732.184500000000
FS( 64 ),1323053.076500000000,1365447.467999999900,1281567.867499999900,1493298.027000000000,1551740.250000000000,1364533.088749999900,1250000.000000000000,1192205.263249999800,10821845.041000001000
FS( 65 ),1318483.387250000100,1347288.179999999900,1281567.867499999900,1476890.950999999900,1565957.061000000200,1364533.088749999900,1250000.000000000000,1172721.860500000000,10777442.396000002000
FS( 66 ),1339450.196749999900,1404951.883999999800,1281567.867499999900,1467811.307000000000,1546722.552000000100,1370984.414749999800,1250000.000000000000,1185773.848749999900,10847262.070749998000
FS( 67 ),1325472.323750000000,1443022.671999999800,1289333.352500000000,1518744.924000000100,1597457.053999999500,1404047.460499999800,1250000.000000000000,1192205.263249999800,11020283.050000001000
FS( 68 ),1330042.013000000000,1431712.939999999900,1282911.893750000000,1504209.528999999900,1582961.482000000300,1409692.370750000000,1250000.000000000000,1197123.403750000100,10988653.632250002000
FS( 69 ),1318483.387250000100,1430279.311999999900,1271263.666250000000,1482346.702000000000,1532226.980000000000,1376629.325000000000,1250000.000000000000,1177640.000999999900,10838869.373500001000
FS( 70 ),1318483.387250000100,1465482.844000000000,1279029.151249999900,1515121.031000000000,1544492.464000000200,1400821.797500000100,1250000.000000000000,1175937.567749999900,10949368.242749998000
FS( 71 ),1316064.140000000100,1549907.603999999800,1276341.098749999900,1546023.679000000000,1553970.338000000000,1400821.797500000100,1250000.000000000000,1166101.286750000000,11059229.943999998000
FS( 72 ),1311225.645499999900,1535889.907999999800,1273802.382500000100,1555143.145999999900,1558709.274999999900,1400821.797500000100,1250000.000000000000,1175937.567749999900,11061529.722249998000
FS( 73 ),1320633.829250000200,1556916.452000000000,1273802.382500000100,1549687.395000000000,1590209.267999999700,1464528.641750000000,1250000.000000000000,1195420.970499999800,11201198.938999999000
FS( 74 ),1334880.507500000100,1564084.591999999900,1267380.923749999600,1555143.145999999900,1573204.847000000100,1440336.169250000000,1250000.000000000000,1175937.567749999900,11160967.753249999000
FS( 75 ),1332461.260250000100,1564084.591999999900,1263498.181250000400,1540567.928000000100,1553970.338000000000,1425014.270000000000,1250000.000000000000,1190502.829999999800,11120099.399499999000
FS( 76 ),1313644.892750000100,1542898.755999999800,1264692.871250000100,1529656.426000000000,1541983.615000000200,1421788.606999999600,1250000.000000000000,1192205.263249999800,11056870.431249999000
FS( 77 ),1334880.507500000100,1592119.983999999900,1262154.154999999800,1507833.422000000000,1551740.250000000000,1419369.359750000100,1250000.000000000000,1190502.829999999800,11108600.508250000000
FS( 78 ),1318483.387250000100,1634491.656000000000,1258271.412500000100,1526032.532999999800,1537244.678000000300,1440336.169250000000,1250000.000000000000,1182368.982249999900,11147228.818249999000
FS( 79 ),1308806.398250000100,1514704.071999999900,1247817.875000000000,1471435.200000000000,1512992.471000000400,1416143.696750000100,1250000.000000000000,1156265.005749999800,10878164.718750002000
FS( 80 ),1297247.772500000000,1556916.452000000000,1250505.927500000000,1489634.311000000000,1541983.615000000200,1434691.258999999800,1250000.000000000000,1159669.872249999800,10980649.209249999000
FS( 81 ),1299398.214500000000,1578102.287999999900,1272458.356250000200,1489634.311000000000,1568465.910000000100,1446787.495250000200,1250000.000000000000,1174235.134499999900,11079081.709500002000
FS( 82 ),1264184.726749999900,1507695.223999999900,1263498.181250000400,1496921.920000000200,1534735.828999999900,1428239.933000000000,1250000.000000000000,1174235.134499999900,10919510.948500000000
FS( 83 ),1306655.956250000000,1528881.059999999800,1263498.181250000400,1556935.181000000100,1539474.765999999800,1467754.304749999900,1250000.000000000000,1182368.982249999900,11095568.431499999000
FS( 84 ),1287839.588750000100,1514704.071999999900,1269919.639999999900,1551479.429999999900,1539474.765999999800,1449206.742499999900,1250000.000000000000,1172721.860500000000,11035346.099749999000
FS( 85 ),1273592.910500000000,1507695.223999999900,1263498.181250000400,1540567.928000000100,1549231.401000000100,1455658.068500000100,1250000.000000000000,1179153.274999999900,11019396.988250000000
FS( 86 ),1283001.094250000100,1535889.907999999800,1258271.412500000100,1547855.537000000000,1563726.973000000200,1464528.641750000000,1250000.000000000000,1171019.427249999900,11074292.993750000000
FS( 87 ),1299398.214500000000,1493677.527999999900,1250505.927500000000,1536944.034999999900,1544492.464000000200,1458883.731500000000,1250000.000000000000,1159669.872249999800,10993571.772750000000
FS( 88 ),1280581.847000000100,1514704.071999999900,1246623.185000000100,1536944.034999999900,1520240.257000000200,1461302.978750000000,1250000.000000000000,1126945.321999999900,10937341.696750000000
FS( 89 ),1271173.663250000000,1549907.603999999800,1249161.901249999900,1524200.674999999800,1522749.105999999700,1470979.967750000300,1250000.000000000000,1159669.872249999800,10997842.789500000000
FS( 90 ),1278162.599750000100,1585111.135999999900,1259615.438750000000,1533320.142000000000,1563726.973000000200,1485495.451249999900,1250000.000000000000,1167803.719999999700,11123235.460749999000
FS( 91 ),1271173.663250000000,1578102.287999999900,1263498.181250000400,1602413.047000000000,1592718.117000000100,1485495.451249999900,1250000.000000000000,1172721.860500000000,11216122.608250001000
FS( 92 ),1283001.094250000100,1585111.135999999900,1266036.897500000200,1607908.620999999800,1585470.330999999800,1467754.304749999900,1250000.000000000000,1184071.415499999900,11229353.799999999000
FS( 93 ),1316064.140000000100,1592119.983999999900,1269919.639999999900,1613364.372000000000,1590209.267999999700,1483076.203999999900,1250000.000000000000,1198825.836999999800,11313579.444999998000
FS( 94 ),1311225.645499999900,1599288.124000000100,1269919.639999999900,1627899.767000000000,1585470.330999999800,1488721.114250000100,1250000.000000000000,1210175.392000000000,11342700.013750002000
FS( 95 ),1306655.956250000000,1571093.439999999900,1269919.639999999900,1604244.905000000000,1541983.615000000200,1464528.641750000000,1250000.000000000000,1205257.251500000000,11213683.449500000000
FS( 96 ),1332461.260250000100,1620314.667999999800,1281567.867499999900,1635187.375999999900,1584912.809000000400,1485495.451249999900,1250000.000000000000,1218309.239750000200,11408248.671750000000
FS( 97 ),1323053.076500000000,1711907.568000000000,1276341.098749999900,1657010.379999999900,1579895.111000000000,1476624.878000000300,1250000.000000000000,1213391.099250000000,11488223.211500000000
FS( 98 ),1339450.196749999900,1704898.720000000000,1277685.125000000000,1660634.273000000000,1595226.966000000000,1488721.114250000100,1250000.000000000000,1205257.251500000000,11521873.646499999000
FS( 99 ),1337299.754750000100,1711907.568000000000,1280223.841250000100,1651554.629000000000,1605262.361999999700,1483076.203999999900,1250000.000000000000,1203554.818249999800,11522879.177250002000
FS( 100 ),1318483.387250000100,1690721.732000000100,1280223.841250000100,1640643.127000000100,1587421.657999999800,1458883.731500000000,1250000.000000000000,1220011.672999999700,11446389.150000000000
FS( 101 ),1320633.829250000200,1697730.579999999800,1285450.610000000100,1622444.016000000100,1600244.663999999900,1479850.541000000000,1250000.000000000000,1241197.508999999800,11497551.749249998000
FS( 102 ),1316064.140000000100,1549907.603999999800,1276341.098749999900,1573342.257000000000,1549510.162000000000,1449206.742499999900,1250000.000000000000,1237792.642499999800,11202164.646749999000
FS( 103 ),1316064.140000000100,1592119.983999999900,1272458.356250000200,1613364.372000000000,1504072.118999999900,1437110.506250000100,1250000.000000000000,1224740.654249999900,11209930.131750001000
FS( 104 ),1311225.645499999900,1535889.907999999800,1279029.151249999900,1616988.265000000100,1552019.010999999900,1455658.068500000100,1250000.000000000000,1203554.818249999800,11204364.867500000000
FS( 105 ),1301817.461749999800,1556916.452000000000,1279029.151249999900,1580590.043000000100,1552019.010999999900,1458883.731500000000,1250000.000000000000,1203554.818249999800,11182810.668749999000
FS( 106 ),1320633.829250000200,1585111.135999999900,1279029.151249999900,1595165.261000000200,1569859.715000000300,1458883.731500000000,1250000.000000000000,1195988.448249999900,11254671.272250000000
FS( 107 ),1330042.013000000000,1599288.124000000100,1300234.898749999900,1595165.261000000200,1569859.715000000300,1473399.214999999900,1250000.000000000000,1216606.806499999900,11334596.033250000000
FS( 108 ),1334880.507500000100,1564084.591999999900,1302922.951249999900,1613364.372000000000,1572368.564000000200,1476624.878000000300,1250000.000000000000,1201095.748000000100,11315341.612749999000
FS( 109 ),1323053.076500000000,1514704.071999999900,1301578.925000000000,1631523.659999999900,1557036.709000000300,1464528.641750000000,1250000.000000000000,1187287.122749999900,11229712.207000000000
FS( 110 ),1386759.920750000000,1549907.603999999800,1302922.951249999900,1602413.047000000000,1577386.262000000100,1467754.304749999900,1250000.000000000000,1204500.614499999900,11341644.704249999000
FS( 111 ),1346707.938499999900,1472491.691999999800,1305611.003749999900,1536944.034999999900,1562333.167999999600,1467754.304749999900,1250000.000000000000,1225118.972750000200,11166961.114750000000
FS( 112 ),1332461.260250000100,1410527.103999999800,1306955.029999999800,1511457.314999999900,1557036.709000000300,1446787.495250000200,1250000.000000000000,1238927.597999999800,11054152.511499999000
FS( 113 ),1356116.122250000000,1410527.103999999800,1308299.056250000400,1496921.920000000200,1559545.557999999700,1449206.742499999900,1250000.000000000000,1255951.930500000000,11086568.433500001000
FS( 114 ),1327891.571000000000,1352863.399999999900,1315168.523749999900,1444156.445000000100,1516616.364000000100,1397596.134500000200,1250000.000000000000,1262950.822750000100,10867243.261000000000
FS( 115 ),1353696.875000000000,1399376.663999999900,1308299.056250000400,1475098.916000000200,1463373.012999999800,1391951.224250000200,1250000.000000000000,1244034.897750000200,10885830.646250000000
FS( 116 ),1341869.444000000100,1396509.407999999800,1315168.523749999900,1442324.587000000100,1430479.215000000300,1383080.651000000300,1250000.000000000000,1233631.138999999700,10793062.967750002000
FS( 117 ),1351277.627750000200,1372615.607999999800,1322037.991250000200,1431413.085000000000,1481213.717000000200,1404047.460499999800,1250000.000000000000,1233631.138999999700,10846236.628500002000
FS( 118 ),1353696.875000000000,1395075.779999999800,1342347.721249999900,1496921.920000000200,1488740.264000000000,1400821.797500000100,1250000.000000000000,1271462.988999999800,10999067.346749999000
