代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11821734.531250000000
真實報酬,1821734.531250000000

夏普值報酬,0.173473453125
夏普值風險,0.049789199576
夏普值,3.484158303423

預期報酬,15716.084509853734
風險,148044.333859249340
起點值,0.106157960255
找到最佳解世代,4326
找到最佳解實驗#,5
找到最佳解次數,12

投資組合檔數,3
2325(16),2330(17),2412(24),
Stock#,2325(16),2330(17),2412(24),
張數,94,28,37,
分配資金,3333333.000000000000,3333333.000000000000,3333333.000000000000,
剩餘資金,13228.583500000001,95565.747000000003,40827.856500000002,
FS( 1 ),3328608.583500000200,3328725.747000000000,3328647.856500000200,9985983.187000000800
FS( 2 ),3327039.793999999800,3353445.554000000000,3300469.831249999800,9980956.179249998200
FS( 3 ),3422495.525000000400,3392472.093999999600,3310783.988249999900,10125752.607249999000
FS( 4 ),3401907.034000000500,3340343.787000000500,3317414.517750000100,10059666.338750001000
FS( 5 ),3444019.856499999800,3275392.473999999900,3317414.517750000100,10036827.848250000000
FS( 6 ),3502041.967500000300,3288494.241000000400,3283893.507500000300,10074430.716000002000
FS( 7 ),3560999.918999999800,3444321.640000000100,3317414.517750000100,10322737.076750001000
FS( 8 ),3586267.612500000300,3340343.787000000500,3317414.517750000100,10244026.917250002000
FS( 9 ),3590010.974500000000,3405295.100000000100,3333990.841500000100,10329297.916000001000
FS( 10 ),3523566.299000000100,3405295.100000000100,3333990.841500000100,10262853.240499999000
FS( 11 ),3535732.225500000200,3366268.559999999600,3347620.263249999800,10249622.048749998000
FS( 12 ),3573165.845499999800,3457144.645999999700,3347620.263249999800,10377931.754749998000
FS( 13 ),3540411.427999999800,3496171.185999999800,3350935.528000000400,10387519.142000001000
FS( 14 ),3623701.232499999900,3509272.952999999300,3350935.528000000400,10483910.713500001000
FS( 15 ),3481453.476500000800,3457144.645999999700,3317414.517750000100,10256013.640250001000
FS( 16 ),3460864.985500000900,3444321.640000000100,3344304.998500000700,10249492.624000002000
FS( 17 ),3268081.842500000300,3327520.780999999500,3324045.047249999800,9919648.670749999600
FS( 18 ),3192278.762000000100,3392472.093999999600,3337674.469000000000,9922426.324999999300
FS( 19 ),3318617.229499999900,3392472.093999999600,3333990.841500000100,10045081.164999999000
FS( 20 ),3430918.089500000200,3470246.413000000200,3360881.322250000200,10262046.824750001000
FS( 21 ),3430918.089500000200,3561122.499000000300,3357566.057500000100,10349607.646000002000
FS( 22 ),3389741.107499999900,3522095.959000000300,3367880.214499999800,10279718.280999999000
FS( 23 ),3351371.647000000300,3535197.726000000300,3354250.792750000000,10240821.165750001000
FS( 24 ),3330783.156000000400,3548020.731999999400,3354250.792750000000,10233055.680750001000
FS( 25 ),3351371.647000000300,3600149.038999999900,3350935.528000000400,10302457.214000002000
FS( 26 ),3381318.543000000500,3626073.812000000400,3350935.528000000400,10358328.883000001000
FS( 27 ),3410329.598500000300,3690746.364000000100,3367880.214499999800,10468957.177000001000
FS( 28 ),3381318.543000000500,3664821.591000000000,3364564.949750000600,10410706.083750002000
FS( 29 ),3422495.525000000400,3638896.818000000000,3364564.949750000600,10425958.292750001000
FS( 30 ),3560999.918999999800,3729772.904000000100,3377826.008750000000,10668599.831750000000
FS( 31 ),3686402.546000000100,3664821.591000000000,3357566.057500000100,10708791.194499999000
FS( 32 ),3577845.048000000900,3677923.357999999500,3394770.695250000300,10650540.101250000000
FS( 33 ),3598433.539000000800,3703848.130999999600,3401401.224750000500,10703683.894750001000
FS( 34 ),3581588.410000000600,3690746.364000000100,3394770.695250000300,10667106.469250001000
FS( 35 ),3518887.096500000500,3664821.591000000000,3398085.960000000000,10581795.647500001000
FS( 36 ),3644289.723500000300,3729772.904000000100,3401401.224750000500,10775464.852250000000
FS( 37 ),3644289.723500000300,3729772.904000000100,3417977.548500000500,10792041.176000001000
FS( 38 ),3627444.594499999700,3703848.130999999600,3417977.548500000500,10749271.274000000000
FS( 39 ),3661134.852500000500,3677923.357999999500,3417977.548500000500,10757036.759000000000
FS( 40 ),3598433.539000000800,3638896.818000000000,3417977.548500000500,10655308.905500002000
FS( 41 ),3615278.668000000500,3638896.818000000000,3391087.067749999900,10645263.553750001000
FS( 42 ),3615278.668000000500,3664821.591000000000,3417977.548500000500,10698078.807500001000
FS( 43 ),3632123.797000000300,3716949.898000000000,3401401.224750000500,10750475.919750001000
FS( 44 ),3736937.932999999700,3846573.763000000300,3401401.224750000500,10984913.920750001000
FS( 45 ),3720092.804000000000,3794724.216999999700,3401401.224750000500,10916219.245750001000
FS( 46 ),3703247.675000000300,3729772.904000000100,3367880.214499999800,10800901.793499999000
FS( 47 ),3728515.368500000300,3781622.449999999700,3374510.744000000400,10884649.562500000000
FS( 48 ),3661134.852500000500,3716949.898000000000,3350935.528000000400,10729021.278500002000
FS( 49 ),3611535.306000000300,3664821.591000000000,3350935.528000000400,10627293.425000001000
FS( 50 ),3694825.110500000900,3690746.364000000100,3367880.214499999800,10753452.688999999000
FS( 51 ),3661134.852500000500,3626073.812000000400,3337674.469000000000,10624884.133500000000
FS( 52 ),3627444.594499999700,3600149.038999999900,3310783.988249999900,10538378.621749999000
FS( 53 ),3715413.601500000800,3690746.364000000100,3384456.538250000200,10790617.503750000000
FS( 54 ),3740681.294999999900,3651998.585000000000,3360881.322250000200,10753562.202250000000
FS( 55 ),3765948.988500000000,3742874.671000000100,3401401.224750000500,10910225.884250000000
FS( 56 ),3723836.166000000200,3755697.677000000100,3377826.008750000000,10857360.851750001000
FS( 57 ),3745360.497500000500,3755697.677000000100,3381141.273500000600,10882200.448000001000
FS( 58 ),3774371.552999999800,3716949.898000000000,3367880.214499999800,10859202.665500000000
FS( 59 ),3778114.915000000500,3755697.677000000100,3367880.214499999800,10901693.806499999000
FS( 60 ),3840816.228500000200,3794724.216999999700,3377826.008750000000,11013367.454250000000
FS( 61 ),3740681.294999999900,3703848.130999999600,3367880.214499999800,10812410.640499998000
FS( 62 ),3611535.306000000300,3703848.130999999600,3394770.695250000300,10710155.132250000000
FS( 63 ),3778114.915000000500,3794724.216999999700,3398085.960000000000,10970926.092000000000
FS( 64 ),3778114.915000000500,3794724.216999999700,3371195.479250000300,10944035.611250000000
FS( 65 ),3778114.915000000500,3794724.216999999700,3357566.057500000100,10930406.189500000000
FS( 66 ),3778114.915000000500,3742874.671000000100,3367880.214499999800,10888870.800500002000
FS( 67 ),3828650.302000000100,3820648.990000000200,3367880.214499999800,11017180.506500000000
FS( 68 ),3820227.737500000300,3794724.216999999700,3354250.792750000000,10969203.747250000000
FS( 69 ),3745360.497500000500,3742874.671000000100,3347620.263249999800,10835856.431750000000
FS( 70 ),3837072.866500000000,3755697.677000000100,3350935.528000000400,10943707.071500001000
FS( 71 ),3820227.737500000300,3716949.898000000000,3333990.841500000100,10871169.477000002000
FS( 72 ),3823971.099500000000,3703848.130999999600,3327360.312000000400,10855180.542500000000
FS( 73 ),4204858.183000000200,3677923.357999999500,3333990.841500000100,11216773.382500000000
FS( 74 ),4113145.814000000700,3820648.990000000200,3333990.841500000100,11267786.645500001000
FS( 75 ),4184269.691999999800,3859675.529999999800,3347620.263249999800,11391566.485250000000
FS( 76 ),4172103.765499999700,3781622.449999999700,3350935.528000000400,11304662.743500000000
FS( 77 ),4280661.263500000400,3768799.444000000100,3340989.733750000100,11390451.441250000000
FS( 78 ),4204858.183000000200,3781622.449999999700,3381141.273500000600,11367622.906500001000
FS( 79 ),4389218.761499999100,3768799.444000000100,3381141.273500000600,11539160.479000000000
FS( 80 ),4389218.761499999100,3781622.449999999700,3381141.273500000600,11551983.484999999000
FS( 81 ),4397641.326000000400,3807547.223000000200,3384456.538250000200,11589646.087250002000
FS( 82 ),4372373.632499999400,3820648.990000000200,3384456.538250000200,11577480.160750000000
FS( 83 ),4347105.939000000200,3781622.449999999700,3367880.214499999800,11496609.603500001000
FS( 84 ),4347105.939000000200,3794724.216999999700,3371195.479250000300,11513026.635250000000
FS( 85 ),4389218.761499999100,3807547.223000000200,3371195.479250000300,11567962.463749999000
FS( 86 ),4330260.809999999600,3716949.898000000000,3340989.733750000100,11388201.441749999000
FS( 87 ),4347105.939000000200,3677923.357999999500,3360881.322250000200,11385911.619250000000
FS( 88 ),4363951.068000000000,3612972.044999999900,3357566.057500000100,11334490.170499999000
FS( 89 ),4380796.197000000600,3548020.731999999400,3374510.744000000400,11303328.673000000000
FS( 90 ),4314351.521499999800,3573945.504999999900,3381141.273500000600,11269439.300000001000
FS( 91 ),4314351.521499999800,3548020.731999999400,3401401.224750000500,11263774.478250001000
FS( 92 ),4389218.761499999100,3548020.731999999400,3434922.235000000300,11372162.728499997000
FS( 93 ),4406063.890499999700,3561122.499000000300,3451866.921500000200,11419054.311000001000
FS( 94 ),4397641.326000000400,3509272.952999999300,3485387.931750000900,11392303.210750001000
FS( 95 ),4422909.019499999500,3651998.585000000000,3434922.235000000300,11509830.839499999000
FS( 96 ),4380796.197000000600,3651998.585000000000,3401401.224750000500,11434197.006750001000
FS( 97 ),4380796.197000000600,3677923.357999999500,3451866.921500000200,11510587.476500001000
FS( 98 ),4397641.326000000400,3587047.271999999900,3451866.921500000200,11436556.519500000000
FS( 99 ),4363951.068000000000,3600149.038999999900,3417977.548500000500,11382078.655500000000
FS( 100 ),4321838.245499999300,3690746.364000000100,3417977.548500000500,11430563.158000000000
FS( 101 ),4305928.956999999500,3716949.898000000000,3468443.245250000600,11491323.100250000000
FS( 102 ),4363951.068000000000,3664821.591000000000,3468443.245250000600,11497216.904250000000
FS( 103 ),4355528.503499998700,3716949.898000000000,3468443.245250000600,11540922.646749999000
FS( 104 ),4280661.263500000400,3729772.904000000100,3485387.931750000900,11495823.099250002000
FS( 105 ),4314351.521499999800,3807547.223000000200,3502332.618250000300,11624232.362750001000
FS( 106 ),4305928.956999999500,3781622.449999999700,3485387.931750000900,11572940.338750001000
FS( 107 ),4355528.503499998700,3833750.756999999800,3502332.618250000300,11691612.878750000000
FS( 108 ),4338683.374499999900,3794724.216999999700,3502332.618250000300,11635741.209750000000
FS( 109 ),4355528.503499998700,3885600.302999999800,3502332.618250000300,11743462.424750000000
FS( 110 ),4355528.503499998700,3859675.529999999800,3552429.952250000600,11767634.985749999000
FS( 111 ),4314351.521499999800,3924626.843000000300,3569374.638750000400,11808354.003250001000
FS( 112 ),4347105.939000000200,3937449.848999999900,3586319.325250000200,11870876.113250000000
FS( 113 ),4355528.503499998700,4015224.168000000100,3552429.952250000600,11923183.623749999000
FS( 114 ),4389218.761499999100,4015224.168000000100,3569374.638750000400,11973818.568249999000
FS( 115 ),4338683.374499999900,4015224.168000000100,3535853.628500000100,11889762.171000000000
FS( 116 ),4338683.374499999900,3976476.389000000000,3535853.628500000100,11851014.391999999000
FS( 117 ),4079455.556000000300,3937449.848999999900,3502332.618250000300,11519239.023250001000
FS( 118 ),4314351.521499999800,4002401.162000000500,3552429.952250000600,11869183.635750001000
FS( 119 ),4305928.956999999500,3963374.622000000000,3552429.952250000600,11821734.531250000000
