代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12002113.593249997000
真實報酬,2002113.593249997100

夏普值報酬,0.191511359325
夏普值風險,0.057482436215
夏普值,3.331650012347

預期報酬,16094.625976197380
風險,134034.915962082950
起點值,0.120077860762
找到最佳解世代,3149
找到最佳解實驗#,1
找到最佳解次數,45

投資組合檔數,7
2324(16),2330(18),2408(23),2474(27),2884(34),3481(44),5880(47),
FS( 49 ),1452372.756249999900,1515353.057250000100,1530908.544999999900,1661318.707000000200,1430503.936000000200,1531636.576749999800,1462119.100000000100,10584215.678250000000
FS( 50 ),1452372.756249999900,1522113.011500000000,1533596.597499999900,1642004.552000000100,1442490.659000000200,1576636.566750000000,1462119.100000000100,10631336.242999999000
FS( 51 ),1448639.349999999900,1545738.006250000100,1530908.544999999900,1665181.537999999900,1438209.686500000100,1593511.562999999600,1462119.100000000100,10684310.788749998000
FS( 52 ),1455359.481250000000,1555843.092499999800,1588851.009999999800,1649730.214000000200,1438209.686500000100,1604761.560499999900,1462119.100000000100,10754877.144749999000
FS( 53 ),1448639.349999999900,1579468.087250000100,1582877.559999999800,1688358.524000000000,1438209.686500000100,1616011.557999999700,1457141.225000000100,10810708.990750000000
FS( 54 ),1448639.349999999900,1572708.133000000400,1597811.184999999800,1692221.355000000000,1434784.908500000400,1682386.543249999900,1466101.400000000100,10894655.874750001000
FS( 55 ),1441172.537499999900,1589573.173500000000,1609758.084999999700,1680632.862000000000,1430503.936000000200,1688011.541999999900,1462119.100000000100,10901774.236000000000
FS( 56 ),1423998.868749999900,1582813.219250000100,1600797.909999999900,1672907.200000000000,1430503.936000000200,1710511.536999999800,1462119.100000000100,10883654.771000000000
FS( 57 ),1430719.000000000000,1617658.344250000100,1633651.884999999800,1703849.671000000100,1445915.436999999900,1794886.518249999700,1480039.450000000200,11106723.305500001000
FS( 58 ),1448639.349999999900,1593266.756750000200,1666505.859999999900,1703849.671000000100,1453621.187500000000,1789261.519499999900,1485017.325000000200,11140164.669750001000
FS( 59 ),1438185.812500000200,1572359.681750000000,1654558.959999999700,1674858.527000000000,1445915.436999999900,1749886.528250000000,1488999.625000000000,11024767.571500000000
FS( 60 ),1448639.349999999900,1582813.219250000100,1651572.234999999900,1665181.537999999900,1453621.187500000000,1733011.532000000100,1502937.675000000000,11037779.736750001000
FS( 61 ),1448639.349999999900,1572359.681750000000,1666505.859999999900,1670995.696000000000,1453621.187500000000,1783636.520749999900,1502937.675000000000,11098698.971000001000
FS( 62 ),1455359.481250000000,1575844.194250000200,1651572.234999999900,1676770.031000000000,1457902.160000000400,1827511.511000000200,1511897.850000000100,11156860.462499999000
FS( 63 ),1438185.812500000200,1561906.144250000100,1636638.609999999900,1655544.372000000000,1457902.160000000400,1778011.521999999900,1507915.550000000000,11036107.170750001000
FS( 64 ),1444905.943750000100,1572359.681750000000,1672479.309999999800,1696124.009000000100,1461326.938000000100,1806136.515750000000,1516875.725000000100,11170211.123249998000
FS( 65 ),1444905.943750000100,1565390.656750000100,1672479.309999999800,1711575.332999999900,1450196.409500000300,1778011.521999999900,1516875.725000000100,11139437.900000000000
FS( 66 ),1434452.406250000000,1554937.119250000000,1669492.584999999700,1688358.524000000000,1445915.436999999900,1727386.533249999900,1516875.725000000100,11037421.329750000000
FS( 67 ),1459092.887500000000,1554937.119250000000,1681439.484999999900,1696124.009000000100,1450196.409500000300,1721761.534499999800,1507915.550000000000,11071469.994750001000
FS( 68 ),1504640.443749999900,1596751.269250000100,1708320.009999999800,1727026.657000000100,1457902.160000000400,1778011.521999999900,1516875.725000000100,11289530.786999999000
FS( 69 ),1494186.906250000200,1586297.731750000000,1711306.734999999900,1750203.643000000200,1461326.938000000100,1783636.520749999900,1525835.900000000100,11312797.374749999000
FS( 70 ),1497920.312500000000,1614173.831750000100,1720266.909999999900,1736663.823000000100,1473313.661000000100,1721761.534499999800,1530813.775000000100,11294916.847750001000
FS( 71 ),1504640.443749999900,1603720.294250000000,1723253.634999999800,1757929.304999999900,1485300.384000000300,1704886.538250000000,1530813.775000000100,11310547.375250001000
FS( 72 ),1504640.443749999900,1603720.294250000000,1780001.409999999900,1757929.304999999900,1488725.162000000000,1688011.541999999900,1549729.700000000200,11372760.857000001000
FS( 73 ),1477013.237500000000,1610689.319250000200,1860642.984999999900,1746340.811999999900,1493006.134500000400,1749886.528250000000,1553712.000000000000,11491294.016500002000
FS( 74 ),1469546.425000000000,1614173.831750000100,1839735.909999999900,1723163.826000000100,1508417.635500000300,1755511.527000000000,1544751.825000000200,11455303.980250001000
FS( 75 ),1459092.887500000000,1621142.856750000000,1845709.359999999900,1684495.693000000000,1511842.413500000000,1671136.545750000000,1535791.650000000100,11329214.406500001000
FS( 76 ),1469546.425000000000,1610689.319250000200,1920377.484999999900,1655544.372000000000,1511842.413500000000,1659886.548250000000,1530813.775000000100,11358703.338000001000
FS( 77 ),1469546.425000000000,1614173.831750000100,1971151.809999999800,1692221.355000000000,1508417.635500000300,1665511.547000000000,1535791.650000000100,11456817.254250001000
FS( 78 ),1465813.018750000000,1610689.319250000200,1941284.559999999800,1692221.355000000000,1504136.663000000200,1682386.543249999900,1535791.650000000100,11432326.109250002000
FS( 79 ),1459092.887500000000,1603720.294250000000,1905443.859999999900,1667132.865000000200,1500711.885000000500,1643011.551999999900,1525835.900000000100,11304952.243750000000
FS( 80 ),1507627.168750000000,1621142.856750000000,1938297.834999999700,1676770.031000000000,1511842.413500000000,1688011.541999999900,1539773.950000000200,11483468.796999998000
FS( 81 ),1500160.356250000000,1603720.294250000000,1923364.209999999700,1642004.552000000100,1504136.663000000200,1648636.550749999900,1525835.900000000100,11347861.526250001000
FS( 82 ),1503893.762500000000,1614173.831750000100,1893496.959999999700,1607239.073000000100,1496430.912500000100,1665511.547000000000,1535791.650000000100,11316540.736750001000
FS( 83 ),1515093.981250000000,1596751.269250000100,1911417.309999999800,1676770.031000000000,1508417.635500000300,1654261.549499999700,1539773.950000000200,11402488.726500001000
FS( 84 ),1530027.606250000000,1624627.369250000000,1887523.509999999800,1715438.164000000100,1511842.413500000000,1643011.551999999900,1549729.700000000200,11462203.314999998000
FS( 85 ),1518827.387500000000,1607204.806750000000,1881550.059999999800,1721212.498999999800,1508417.635500000300,1626136.555749999800,1544751.825000000200,11408103.769499999000
FS( 86 ),1530027.606250000000,1603720.294250000000,1872589.884999999800,1725075.330000000100,1523829.136500000000,1648636.550749999900,1553712.000000000000,11457593.802749999000
FS( 87 ),1518827.387500000000,1624627.369250000000,1881550.059999999800,1781106.291000000000,1531534.887000000100,1620511.557000000000,1567650.050000000000,11525810.601750001000
FS( 88 ),1503893.762500000000,1635080.906750000100,1917390.759999999800,1754066.473999999900,1523829.136500000000,1620511.557000000000,1567650.050000000000,11522425.646749999000
FS( 89 ),1515093.981250000000,1614173.831750000100,1887523.509999999800,1742477.981000000100,1546090.193500000300,1575511.566999999800,1558689.875000000000,11439563.939500000000
FS( 90 ),1488960.137500000000,1610689.319250000200,1836749.184999999800,1709624.006000000100,1537528.248500000200,1536136.575750000100,1539773.950000000200,11259464.422000002000
FS( 91 ),1518827.387500000000,1600235.781750000100,1824802.284999999900,1703849.671000000100,1533247.276000000100,1598011.561999999900,1544751.825000000200,11323728.788249999000
FS( 92 ),1503893.762500000000,1589782.244250000000,1878563.334999999700,1705761.175000000000,1520404.358500000300,1553011.571999999900,1530813.775000000100,11282233.222250000000
FS( 93 ),1500160.356250000000,1610689.319250000200,1884536.784999999900,1692221.355000000000,1524685.331000000500,1581136.565749999800,1530813.775000000100,11324246.487250000000
FS( 94 ),1485226.731250000000,1603720.294250000000,1884536.784999999900,1692221.355000000000,1524685.331000000500,1569886.568249999800,1546742.975000000100,11307023.039750000000
FS( 95 ),1481493.325000000000,1610689.319250000200,1905443.859999999900,1725075.330000000100,1541809.221000000400,1586761.564499999900,1571632.350000000100,11422907.969750000000
FS( 96 ),1511360.575000000000,1600235.781750000100,1881550.059999999800,1699986.840000000100,1541809.221000000400,1569886.568249999800,1561676.600000000100,11366508.646000000000
FS( 97 ),1541227.825000000000,1593266.756750000200,1908430.584999999700,1701898.344000000000,1537528.248500000200,1592386.563250000100,1571632.350000000100,11446373.672499999000
FS( 98 ),1567361.668750000000,1614173.831750000100,1890510.234999999900,1728938.161000000100,1541809.221000000400,1637386.553249999900,1571632.350000000100,11551815.020750001000
FS( 99 ),1567361.668750000000,1621142.856750000000,1896483.684999999800,1711575.332999999900,1554652.138500000100,1614886.558250000000,1576610.225000000100,11542715.465250000000
FS( 100 ),1593495.512500000000,1631596.394250000100,1941284.559999999800,1723163.826000000100,1567495.056000000300,1614886.558250000000,1586565.975000000100,11658490.882000001000
FS( 101 ),1612162.543750000000,1635080.906750000100,1935311.109999999900,1763703.640000000100,1576057.001000000200,1626136.555749999800,1586565.975000000100,11735020.732249999000
FS( 102 ),1593495.512500000000,1624627.369250000000,1956218.184999999800,1740526.653999999900,1584618.946000000200,1637386.553249999900,1596521.725000000100,11733397.944999998000
FS( 103 ),1597228.918750000000,1624627.369250000000,1932324.384999999800,1742477.981000000100,1580337.973500000100,1620511.557000000000,1591543.850000000100,11689055.034499999000
FS( 104 ),1612162.543750000000,1635080.906750000100,1947258.009999999800,1736663.823000000100,1601742.836000000100,1659886.548250000000,1591543.850000000100,11784341.517750001000
FS( 105 ),1627096.168750000000,1628111.881750000200,1962191.634999999800,1750203.643000000200,1593180.891000000500,1659886.548250000000,1596521.725000000100,11817195.492749998000
FS( 106 ),1630829.575000000000,1628111.881750000200,1953231.460000000000,1748252.315999999900,1593180.891000000500,1643011.551999999900,1601499.600000000100,11798120.275749998000
FS( 107 ),1619629.356250000000,1635080.906750000100,1941284.559999999800,1711575.332999999900,1584618.946000000200,1620511.557000000000,1586565.975000000100,11699269.634000000000
FS( 108 ),1619629.356250000000,1638565.419250000000,1926350.934999999800,1703849.671000000100,1580337.973500000100,1637386.553249999900,1591543.850000000100,11697666.758250000000
FS( 109 ),1645763.200000000000,1631596.394250000100,1911417.309999999800,1696124.009000000100,1571776.028500000500,1609261.559500000000,1586565.975000000100,11652507.476249998000
FS( 110 ),1619629.356250000000,1631596.394250000100,1890510.234999999900,1665181.537999999900,1563214.083500000200,1609261.559500000000,1581588.100000000100,11560984.266500000000
FS( 111 ),1649496.606250000000,1638565.419250000000,1956218.184999999800,1655544.372000000000,1571776.028500000500,1631761.554499999900,1591543.850000000100,11694909.015500000000
FS( 112 ),1645763.200000000000,1631596.394250000100,1947258.009999999800,1655544.372000000000,1558933.111000000300,1609261.559500000000,1586565.975000000100,11634925.621749999000
FS( 113 ),1671897.043750000000,1645534.444250000200,2060753.559999999800,1628504.554999999900,1563214.083500000200,1603636.560749999900,1591543.850000000100,11765087.097250000000
FS( 114 ),1656963.418750000000,1638565.419250000000,2009979.234999999900,1560885.101000000000,1563214.083500000200,1620511.557000000000,1581588.100000000100,11631709.914500000000
FS( 115 ),1683097.262500000000,1642049.931750000000,2081660.634999999800,1562876.250999999900,1558933.111000000300,1626136.555749999800,1596521.725000000100,11751278.471999999000
FS( 116 ),1701764.293750000000,1642049.931750000000,2284757.934999999600,1584778.901000000100,1567495.056000000300,1631761.554499999900,1596521.725000000100,12009132.397000000000
FS( 117 ),1660696.825000000000,1649018.956750000100,2413187.109999999400,1564867.401000000100,1571776.028500000500,1733011.532000000100,1596521.725000000100,12189082.578249998000
FS( 118 ),1642029.793750000000,1662957.006750000200,2326572.084999999500,1542964.750999999900,1567495.056000000300,1671136.545750000000,1581588.100000000100,11994746.338249998000
FS( 119 ),1619629.356250000000,1662957.006750000200,2434094.184999999600,1497168.301000000000,1567495.056000000300,1665511.547000000000,1566654.475000000100,12013512.926999999000
FS( 120 ),1671897.043750000000,1659472.494250000000,2586417.159999999700,1509115.201000000100,1563214.083500000200,1676761.544500000100,1571632.350000000100,12238512.877000000000
FS( 121 ),1642029.793750000000,1642049.931750000000,2538629.559999999600,1461327.601000000000,1563214.083500000200,1643011.551999999900,1561676.600000000100,12051942.121999998000
FS( 122 ),1556161.450000000000,1631596.394250000100,2538629.559999999600,1407566.551000000000,1550371.166000000400,1614886.558250000000,1561676.600000000100,11860891.279500000000
FS( 123 ),1548694.637500000000,1610689.319250000200,2434094.184999999600,1405575.401000000100,1554652.138500000100,1586761.564499999900,1571632.350000000100,11712102.595749998000
FS( 124 ),1563628.262500000000,1617658.344250000100,2538629.559999999600,1411548.851000000000,1554652.138500000100,1592386.563250000100,1581588.100000000100,11860094.819499999000
FS( 125 ),1586028.700000000000,1610689.319250000200,2592390.609999999400,1419513.451000000100,1554652.138500000100,1586761.564499999900,1566654.475000000100,11916693.258250000000
FS( 126 ),1615895.950000000000,1628111.881750000200,2592390.609999999400,1391637.351000000000,1550371.166000000400,1598011.561999999900,1571632.350000000100,11948053.870750001000
FS( 127 ),1600962.325000000000,1628111.881750000200,2607324.234999999400,1441416.101000000000,1554652.138500000100,1598011.561999999900,1571632.350000000100,12002113.593249997000
