代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11413226.207500000000
真實報酬,1413226.207499999600

夏普值報酬,0.132622620750
夏普值風險,0.044939527515
夏普值,2.951135182878

預期報酬,13867.450460419610
風險,238226.035754894140
起點值,0.058211313539
找到最佳解世代,3058
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,5
1301(3),1303(4),1326(5),2354(20),4904(44),
Stock#,1301(3),1303(4),1326(5),2354(20),4904(44),
張數,43,51,46,36,80,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,34683.409000000000,31148.378750000000,15496.106000000233,4200.031999999999,354.559999999767,
FS( 1 ),1997203.409000000000,1997198.378749999900,1997176.105999999900,1997160.031999999900,1997154.560000000100,9985892.485749999100
FS( 2 ),1941428.560500000100,1922491.984999999900,1931619.574000000300,1951425.262999999800,1951681.559999999800,9698646.942500000800
FS( 3 ),1973963.951499999700,1944832.687999999600,1938031.077000000000,1938164.203999999900,1959646.159999999900,9754638.080499999200
FS( 4 ),2012492.704000000100,1974281.796500000200,1966424.876000000400,1972929.683000000000,1959646.159999999900,9885775.219499999700
FS( 5 ),2009496.023250000100,1988498.607499999900,1998024.426500000100,1966478.356999999800,1975575.359999999900,9938072.774250000700
FS( 6 ),1988519.257999999900,1981390.201999999800,2007183.716500000300,1946765.971999999800,1977964.739999999500,9901823.888499999400
FS( 7 ),2012492.704000000100,2032672.270249999800,2023212.474000000200,1942465.087999999800,1985929.339999999900,9996771.876249998800
FS( 8 ),2018057.968249999700,2047396.824500000100,2025960.260999999900,2025257.104999999700,1985929.339999999900,10102601.498749999000
FS( 9 ),2009496.023250000100,2032672.270249999800,1988407.171999999800,2068624.352000000000,1975575.359999999900,10074775.177499998000
FS( 10 ),2015061.287499999600,2065675.581499999900,2020006.722500000100,2177221.673000000400,1970000.139999999900,10247965.404500000000
FS( 11 ),2012492.704000000100,2102740.838750000100,2060765.562999999800,2264314.574000000000,1991504.559999999800,10431818.239750000000
FS( 12 ),1982953.993749999700,2099186.635999999900,2007183.716500000300,2253203.956999999900,1988318.720000000200,10330847.023250001000
FS( 13 ),1991515.938750000000,2080400.135750000100,1985201.420500000000,2307681.821000000000,1993893.939999999900,10358693.255999999000
FS( 14 ),1985950.674499999700,2062121.378749999900,1994818.675000000000,2285818.993999999900,1988318.720000000200,10317028.442250000000
FS( 15 ),1958980.547750000100,2055012.973249999800,2029166.012500000000,2275066.784000000500,1991504.559999999800,10309730.877500001000
FS( 16 ),1941428.560500000100,2014393.513250000300,1953601.870000000300,2285818.993999999900,1964424.919999999900,10159667.857750000000
FS( 17 ),1941428.560500000100,2022009.662000000000,1981995.669000000000,2438141.969000000000,1959646.159999999900,10343222.020500001000
FS( 18 ),1991515.938750000000,2113403.446999999700,2057559.811500000500,2535987.080000000100,1959646.159999999900,10658112.437249999000
FS( 19 ),1985950.674499999700,2132189.947250000200,2025960.260999999900,2514124.253000000000,1962035.539999999600,10620260.675749999000
FS( 20 ),1953415.283499999900,2073291.730249999800,1969630.627500000400,2492261.426000000400,1959646.159999999900,10448245.227250000000
FS( 21 ),1920879.892500000300,1996114.756249999900,1956807.621500000100,2459646.389000000000,1956460.319999999800,10289908.979250001000
FS( 22 ),1900331.224499999800,1955495.296249999700,1950396.118500000100,2405526.932000000000,1956460.319999999800,10168209.891249999000
FS( 23 ),1897334.543749999700,1955495.296249999700,1947648.331499999900,2383664.105000000000,1938141.739999999500,10122284.016500000000
FS( 24 ),1888344.501499999800,1940770.741999999900,1938031.077000000000,2383664.105000000000,1938141.739999999500,10088952.165500000000
FS( 25 ),1914886.531000000200,1996114.756249999900,1991612.923500000000,2427031.352000000400,1954070.939999999900,10283716.502750000000
FS( 26 ),1891341.182249999800,1984944.404749999800,1972836.379000000200,2394416.314999999900,1959646.159999999900,10203184.441000000000
FS( 27 ),1902899.808000000000,2029118.067500000100,2016800.971000000100,2405526.932000000000,1962035.539999999600,10316381.318499999000
FS( 28 ),1941428.560500000100,2062121.378749999900,2045194.770000000300,2416279.141999999500,1964424.919999999900,10429448.771250000000
FS( 29 ),1979957.312999999800,2088016.284499999600,2073130.604500000400,2546739.290000000000,1964424.919999999900,10652268.411999999000
FS( 30 ),1997509.300250000100,2106295.041499999800,2092365.113500000200,2524876.463000000000,1956460.319999999800,10677506.238250000000
FS( 31 ),2003502.661750000200,2124573.798500000000,2139535.457000000400,2557491.500000000000,1962035.539999999600,10787138.957249999000
FS( 32 ),1985950.674499999700,2099186.635999999900,2120300.948000000300,2546739.290000000000,1962035.539999999600,10714213.088500001000
FS( 33 ),2012492.704000000100,2142852.555500000200,2211893.848000000200,2579354.327000000500,1967610.759999999800,10914204.194500001000
