代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11839357.367500002000
真實報酬,1839357.367500001600

夏普值報酬,0.175235736750
夏普值風險,0.051459192483
夏普值,3.405333980058

預期報酬,14909.714750732408
風險,80668.511933469141
起點值,0.184826946641
找到最佳解世代,3593
找到最佳解實驗#,1
找到最佳解次數,28

投資組合檔數,12
1216(2),2324(16),2330(18),2408(23),2412(25),2454(26),2474(27),2823(29),2884(34),2887(37),3045(43),5880(47),
FS( 116 ),995842.325000000070,922228.867250000130,1017405.338000000000,1490828.829249999700,869747.909999999920,1153465.480999999900,856134.398500000010,909144.484249999980,911477.342499999800,954327.401500000040,850109.674249999920,937612.548499999800,11868328.599999998000
FS( 117 ),989868.875000000120,930790.812250000080,1019396.488000000000,1521293.424250000400,865765.610000000100,1165412.380999999800,855138.823500000060,906058.201750000010,916355.660000000030,957861.692749999930,843140.649250000020,934725.380999999940,11905811.998749999000
FS( 118 ),995842.325000000070,935071.784750000110,1009440.738000000000,1472211.576750000000,869747.909999999920,1150478.755999999800,850160.948500000060,901428.777999999930,916355.660000000030,957861.692749999930,843140.649250000020,940499.716000000010,11842244.535000000000
FS( 119 ),977921.974999999980,932931.298500000150,1017405.338000000000,1475596.531750000100,865765.610000000100,1131065.043499999900,839209.623499999990,898342.495500000080,911477.342499999800,950793.110249999910,843140.649250000020,934725.380999999940,11778378.398750000000
FS( 120 ),971948.525000000020,935071.784750000110,1023378.787999999900,1480673.964250000200,861783.310000000060,1137038.493499999900,835227.323500000060,898342.495500000080,913916.501249999970,947258.819000000130,839656.136750000060,940499.716000000010,11784799.857500000000
FS( 121 ),970455.162500000090,935071.784750000110,1017405.338000000000,1495906.261750000500,861783.310000000060,1126584.956000000000,838214.048500000030,906058.201750000010,911477.342499999800,947258.819000000130,839656.136750000060,934725.380999999940,11784600.742500000000
FS( 122 ),992855.599999999980,922228.867250000130,1023378.787999999900,1497598.739250000100,865765.610000000100,1148985.393500000000,846178.648500000010,906058.201750000010,911477.342499999800,950793.110249999910,839656.136750000060,934725.380999999940,11839705.818750000000
FS( 123 ),982402.062500000120,928650.326000000000,1019396.488000000000,1482366.441749999800,861783.310000000060,1151972.118499999900,848169.798500000030,906058.201750000010,909038.183750000200,950793.110249999910,839656.136750000060,943386.883500000230,11823677.061250001000
FS( 124 ),967468.437500000000,932931.298500000150,1019396.488000000000,1473904.054249999800,861783.310000000060,1171385.831000000000,850160.948500000060,909144.484249999980,911477.342499999800,950793.110249999910,836171.624250000110,949161.218499999960,11833782.147499999000
FS( 125 ),958508.262500000070,913666.922250000180,1011431.888000000000,1495906.261750000500,861783.310000000060,1202746.443499999800,857129.973499999960,902971.919250000040,906599.025000000020,943724.527750000010,839656.136750000060,940499.716000000010,11834628.386250000000
FS( 126 ),962988.350000000090,922228.867250000130,1023378.787999999900,1428207.161750000400,865765.610000000100,1177359.281000000000,823280.423500000030,909144.484249999980,909038.183750000200,947258.819000000130,839656.136750000060,943386.883500000230,11751696.988750001000
FS( 127 ),964481.712500000020,935071.784750000110,1039307.988000000000,1424822.206750000100,861783.310000000060,1190799.543499999900,860116.698500000060,901428.777999999930,911477.342499999800,947258.819000000130,836171.624250000110,943386.883500000230,11816110.691250000000
FS( 128 ),961494.987500000050,952195.674750000010,1039307.988000000000,1401127.521750000100,865765.610000000100,1214693.343500000000,871068.023500000010,901428.777999999930,909038.183750000200,940190.236499999880,839656.136750000060,943386.883500000230,11839357.367500002000
