代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12700482.682999998000
真實報酬,2700482.682999998300

夏普值報酬,0.261348268300
夏普值風險,0.072089703498
夏普值,3.625320338648

預期報酬,24738.373556480408
風險,140623.099496977870
起點值,0.175919700568
找到最佳解世代,3489
找到最佳解實驗#,1
找到最佳解次數,4

投資組合檔數,3
2317(16),2474(28),2882(33),
Stock#,2317(16),2474(28),2882(33),
張數,68,26,104,
分配資金,3333333.000000000000,3333333.000000000000,3333333.000000000000,
剩餘資金,15652.031999999999,12567.643000000000,26627.650000000001,
FS( 1 ),3328612.032000000100,3328607.643000000200,3328627.649999999900,9985848.325000001100
FS( 2 ),3329522.977000000900,3465102.274000000200,3346113.638000000300,10140739.889000002000
FS( 3 ),3329522.977000000900,3430416.441000000100,3341972.046000000100,10101912.464000002000
FS( 4 ),3337646.869000000400,3465102.274000000200,3368892.393999999900,10171642.537000000000
FS( 5 ),3366080.491000000400,3418768.213500000100,3377175.578000000200,10162025.282500001000
FS( 6 ),3502155.682000000000,3407119.985999999600,3384423.363999999600,10293700.032000000000
FS( 7 ),3502155.682000000000,3430416.441000000100,3373033.986000000000,10305607.108999999000
FS( 8 ),3456797.285000000100,3441805.818999999700,3377175.578000000200,10275779.682000000000
FS( 9 ),3402638.004999999900,3488398.729000000300,3404095.925999999500,10295133.660000000000
FS( 10 ),3411438.887999999300,3441805.818999999700,3368892.393999999900,10222138.100999998000
FS( 11 ),3402638.004999999900,3383823.531000000400,3322299.483999999700,10108762.020000000000
FS( 12 ),3456797.285000000100,3453454.046500000600,3368892.393999999900,10279144.725500001000
FS( 13 ),3452058.348000000200,3488398.729000000300,3361644.608000000000,10302102.685000001000
FS( 14 ),3452058.348000000200,3616270.382000000200,3318157.892000000000,10386487.622000001000
FS( 15 ),3465598.168000000100,3697807.974500000500,3361644.608000000000,10525051.750500001000
FS( 16 ),3497416.745000000100,3755790.262500000700,3361644.608000000000,10614852.615499999000
FS( 17 ),3492677.808000000200,3744142.035000000100,3368892.393999999900,10605713.237000000000
FS( 18 ),3447996.402000000700,3651215.064499999900,3314016.299999999800,10413228.766500000000
FS( 19 ),3470337.105000000000,3639566.837000000300,3353361.424000000100,10463266.366000000000
FS( 20 ),3452058.348000000200,3651215.064499999900,3314016.299999999800,10417290.712499999000
FS( 21 ),3434456.581999999900,3802383.172500000300,3337830.453999999900,10574671.208500000000
FS( 22 ),3411438.887999999300,3732493.807500000100,3329547.270000000000,10473480.965499999000
FS( 23 ),3456797.285000000100,3860365.460500000000,3443441.049999999800,10760604.795499999000
FS( 24 ),3452058.348000000200,3872013.688000000500,3423768.488000000400,10747841.524000000000
FS( 25 ),3420239.771000000200,3697807.974500000500,3478644.582000000400,10596693.327500001000
FS( 26 ),3447996.402000000700,3732493.807500000100,3544910.053999999500,10725401.263500001000
FS( 27 ),3424978.708000000100,3779086.717499999800,3630848.088000000000,10834914.513499999000
FS( 28 ),3429717.645000000000,3872013.688000000500,3591502.963999999700,10893235.297000000000
FS( 29 ),3366080.491000000400,3779086.717499999800,3611175.525999999600,10756343.734499998000
FS( 30 ),3357279.608000000000,3779086.717499999800,3619458.710000000000,10755826.035500001000
FS( 31 ),3343739.787999999700,3755790.262500000700,3630848.088000000000,10730379.138499999000
FS( 32 ),3352540.671000000100,3825679.627499999900,3591502.963999999700,10769724.262499999000
FS( 33 ),3411438.887999999300,3848717.233000000000,3611175.525999999600,10871332.647000000000
FS( 34 ),3416177.825000000200,3941903.053000000300,3626706.496000000300,10984788.374000002000
FS( 35 ),3434456.581999999900,3976588.885999999900,3634989.679999999700,11046036.148000000000
FS( 36 ),3424978.708000000100,3930254.825500000300,3587361.371999999500,10942595.905500000000
FS( 37 ),3447996.402000000700,4058126.478500000200,3607033.933999999400,11113157.814500000000
FS( 38 ),3420239.771000000200,3941903.053000000300,3584255.178000000300,10946399.002000000000
FS( 39 ),3411438.887999999300,3964940.658500000400,3646379.057999999700,11022759.604499999000
FS( 40 ),3366080.491000000400,3964940.658500000400,3653626.844000000000,10984648.993500002000
FS( 41 ),3411438.887999999300,4011533.568500000500,3653626.844000000000,11076600.300500000000
FS( 42 ),3389098.185000000500,3988237.113500000000,3720927.713999999700,11098264.012499999000
FS( 43 ),3384359.248000000100,4011533.568500000500,3683653.385999999900,11079547.202500001000
FS( 44 ),3366080.491000000400,4209294.586500000200,3662945.425999999500,11238321.503500000000
FS( 45 ),3347801.734000000200,4162701.676500000100,3599786.147999999600,11110290.558499999000
FS( 46 ),3384359.248000000100,4185998.131499999700,3653626.844000000000,11223985.223500000000
FS( 47 ),3389098.185000000500,4220683.964499999800,3637060.475999999300,11246843.625499999000
FS( 48 ),3361341.554000000000,4127756.993999999900,3612210.924000000100,11101310.472000001000
FS( 49 ),3406699.951000000800,4197646.359000000200,3624635.699999999700,11228983.010000000000
FS( 50 ),3389098.185000000500,4220683.964499999800,3637060.475999999300,11246843.625499999000
FS( 51 ),3384359.248000000100,4174349.903999999600,3612210.924000000100,11170921.075999999000
FS( 52 ),3429717.645000000000,4151053.449000000000,3616352.516000000300,11197124.610000001000
FS( 53 ),3424978.708000000100,4139405.221500000500,3657768.436000000200,11222153.365500001000
FS( 54 ),3438518.527999999900,4185998.131499999700,3754060.449999999700,11378578.109499998000
FS( 55 ),3447996.402000000700,4197646.359000000200,3766485.225999999300,11412128.987000000000
FS( 56 ),3447996.402000000700,4162701.676500000100,3766485.225999999300,11377184.304500001000
FS( 57 ),3411438.887999999300,4046478.251000000200,3741635.674000000100,11199553.812999999000
FS( 58 ),3393160.131000000100,4034830.023499999700,3812042.738000000400,11240033.892500000000
FS( 59 ),3416177.825000000200,4069774.706000000200,3895909.975999999300,11381863.506999999000
FS( 60 ),3434456.581999999900,4069774.706000000200,3875202.016000000300,11379434.304000001000
FS( 61 ),3429717.645000000000,4058126.478500000200,3895909.975999999300,11383755.099500000000
FS( 62 ),3452058.348000000200,4116108.766499999900,3912476.344000000000,11480644.458500000000
FS( 63 ),3547514.078999999900,4197646.359000000200,3904193.160000000100,11649354.598000001000
FS( 64 ),3556314.961999999400,4209294.586500000200,3891768.383999999600,11657378.932499999000
FS( 65 ),3551576.025000000400,4209294.586500000200,3862777.239999999800,11623648.851500001000
FS( 66 ),3592872.476000000700,4220683.964499999800,3920759.527999999900,11734316.968499999000
FS( 67 ),3565115.844999999700,4232332.192000000700,3904193.160000000100,11701642.197000001000
FS( 68 ),3569854.782000000100,4499723.725499999700,3862777.239999999800,11932356.747500001000
FS( 69 ),3619952.116000000400,4488075.498000000600,3895909.975999999300,12003938.590000000000
FS( 70 ),3633491.936000000200,4592909.545500000900,3879343.608000000000,12105746.089500003000
FS( 71 ),3556314.961999999400,4592909.545500000900,3912476.344000000000,12061701.851500001000
FS( 72 ),3569854.782000000100,4476427.270500000600,3850352.463999999700,11896635.516500000000
FS( 73 ),3569854.782000000100,4406796.754999999900,3887626.791999999900,11864279.329000000000
FS( 74 ),3529235.322000000200,4360203.845000000700,3837927.688000000100,11727367.855000000000
FS( 75 ),3551576.025000000400,4406796.754999999900,3862777.239999999800,11821151.020000000000
FS( 76 ),3588133.538999999900,4546316.635500000800,3850352.463999999700,11984803.638500001000
FS( 77 ),3606412.296000000100,4511371.952999999700,3908334.751999999900,12026120.001000000000
FS( 78 ),3592872.476000000700,4337166.239500000100,3904193.160000000100,11834232.875500001000
FS( 79 ),3592872.476000000700,4465037.892500000100,3945609.079999999600,12003520.448500000000
FS( 80 ),3596934.422000000300,4465037.892500000100,3945609.079999999600,12007582.394500000000
FS( 81 ),3592872.476000000700,4337166.239500000100,3958033.855999999700,11888073.571500000000
FS( 82 ),3606412.296000000100,4371852.072499999800,3945609.079999999600,11923874.448500000000
FS( 83 ),3633491.936000000200,4441741.437500000900,3962175.447999999900,12037409.821500000000
FS( 84 ),3651770.693000000400,4557964.862999999000,4066750.646000000200,12276487.202000000000
FS( 85 ),3642292.819000000100,4511371.952999999700,4050184.277999999900,12203850.050000001000
FS( 86 ),3655832.639000000000,4592909.545500000900,4120591.341999999700,12369334.526500002000
FS( 87 ),3610474.242000000100,4546316.635500000800,4087458.605999999700,12244250.483500000000
FS( 88 ),3592872.476000000700,4441741.437500000900,4025334.725999999300,12059949.639500001000
FS( 89 ),3592872.476000000700,4534668.408000000800,4075033.829999999600,12202575.714000002000
FS( 90 ),3615213.179000000000,4534668.408000000800,4054325.870000000100,12204208.457000002000
FS( 91 ),3660571.576000000800,4650891.833499999700,4033617.910000000100,12345082.319500001000
FS( 92 ),3692390.152999999900,4732429.426000000900,3988060.397999999600,12412880.977000000000
FS( 93 ),3719469.793000000100,4755467.031499999600,3979777.213999999700,12454715.038500000000
FS( 94 ),3741810.495999999800,4650891.833499999700,3912476.344000000000,12305179.673500000000
FS( 95 ),3787168.893000000200,4767115.259000000500,3912476.344000000000,12466761.496000001000
FS( 96 ),3814248.533000000300,4732429.426000000900,3962175.447999999900,12508854.407000002000
FS( 97 ),3810186.586999999400,4732429.426000000900,3941467.488000000400,12484084.501000000000
FS( 98 ),3873146.750000000000,4837004.624000000800,3945609.079999999600,12655761.454000002000
FS( 99 ),3841328.173000000000,4825356.396499999800,4004626.766000000300,12671312.335500000000
FS( 100 ),3827788.353000000100,4906635.139500000500,3996343.582000000400,12730768.074500000000
FS( 101 ),3814248.533000000300,4813708.168999999800,3953892.264000000000,12581849.966000000000
FS( 102 ),3864345.867000000100,4778763.486500000600,3937325.896000000200,12580436.249500001000
FS( 103 ),3859606.930000000200,4709132.970999999900,3833786.096000000400,12402526.997000001000
FS( 104 ),3696452.098999999900,4685836.515999999800,3704361.346000000400,12086650.961000001000
FS( 105 ),3724208.730000000000,4848652.851499999900,3712644.529999999800,12285507.111499999000
FS( 106 ),3701191.036000000300,5127433.762999999300,3778910.001999999900,12607535.800999999000
FS( 107 ),3714730.856000000100,5022858.565000000400,3770626.817999999500,12508217.239000000000
FS( 108 ),3655832.639000000000,5092747.929999999700,3783051.594000000000,12531633.163000001000
FS( 109 ),3741810.495999999800,5325194.781000000400,3829644.503999999700,12896650.780999999000
FS( 110 ),3760089.253000000000,5127433.762999999300,3795476.370000000100,12683000.386000000000
FS( 111 ),3796646.767000000000,4976524.504500000700,3846210.871999999500,12619383.143500000000
FS( 112 ),3796646.767000000000,5081099.702500000600,3803759.553999999500,12681507.023500001000
FS( 113 ),3810186.586999999400,5104396.157500000700,3862777.239999999800,12777360.984500000000
FS( 114 ),3818987.469999999700,5069451.475000000600,3862777.239999999800,12751217.185000001000
FS( 115 ),3764828.189999999900,5022858.565000000400,3821361.320000000300,12609049.075000001000
FS( 116 ),3805447.650000000400,5034506.792499999500,3871060.424000000100,12711015.866500000000
FS( 117 ),3760089.253000000000,5104396.157500000700,3754060.449999999700,12618546.860500000000
FS( 118 ),3764828.189999999900,5127433.762999999300,3733352.489999999800,12625615.443000000000
FS( 119 ),3800708.712999999500,5220619.583000000600,3737494.082000000400,12758823.378000000000
FS( 120 ),3818987.469999999700,5127433.762999999300,3754060.449999999700,12700482.682999998000
