代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12295714.479499999000
真實報酬,2295714.479499999400

夏普值報酬,0.220871447950
夏普值風險,0.064479147447
夏普值,3.425470973084

預期報酬,18851.704162097067
風險,144689.131141674360
起點值,0.130291086921
找到最佳解世代,3515
找到最佳解實驗#,1
找到最佳解次數,46

投資組合檔數,6
1101(0),2317(16),2357(23),2382(24),2454(27),2474(28),
Stock#,1101(0),2317(16),2357(23),2382(24),2454(27),2474(28),
張數,47,33,9,30,4,10,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,27793.930499999999,22246.036000000000,12452.099500000000,33542.110000000001,298158.652000000000,119564.517500000000,
FS( 1 ),1664333.930500000000,1664326.036000000100,1664312.099500000000,1664342.110000000100,1664718.652000000000,1664464.517500000100,9986501.345499999800
FS( 2 ),1624337.823499999900,1648189.258750000000,1674474.960250000000,1669371.392500000300,1752813.196000000000,1733690.265000000100,10102880.896000002000
FS( 3 ),1603281.412250000100,1639318.685500000100,1650013.682499999900,1652347.060000000100,1744410.543000000100,1715769.915000000500,10005145.298250001000
FS( 4 ),1595794.688249999900,1657059.832000000200,1650013.682499999900,1709990.852500000000,1751140.629999999900,1724730.090000000100,10088733.775250001000
FS( 5 ),1605153.093250000200,1659359.610249999900,1607990.461749999800,1738962.085000000200,1742737.977000000000,1738070.794999999700,10092278.022249999000
FS( 6 ),1605153.093250000200,1645889.480500000300,1587023.652250000000,1661904.580000000300,1737680.456000000000,1702329.652500000100,9939984.914500001800
FS( 7 ),1603281.412250000100,1667901.643750000300,1594012.588749999900,1604260.787500000100,1730950.368999999900,1729210.177500000500,9929620.978750001600
FS( 8 ),1626677.424750000000,1659359.610249999900,1601001.525249999900,1618597.067500000100,1693954.801999999900,1738070.794999999700,9937665.224749999100
FS( 9 ),1603281.412250000100,1657059.832000000200,1573045.779249999900,1589924.507500000300,1685552.149000000000,1720250.002500000200,9829117.682500001000
FS( 10 ),1603281.412250000100,1679071.995249999900,1587023.652250000000,1606650.167500000200,1678822.062000000200,1711289.827500000100,9866143.116750000000
FS( 11 ),1658963.922000000000,1676772.216999999900,1607990.461749999800,1597092.647500000200,1678822.062000000200,1706809.740000000500,9926455.050249999400
FS( 12 ),1680488.253499999900,1683343.012000000100,1653508.150750000300,1556174.514999999900,1690609.670000000200,1724730.090000000100,9988857.691250000100
FS( 13 ),1714646.431750000000,1687942.568500000300,1670980.491999999900,1587535.127500000200,1749468.064000000000,1729210.177500000500,10139786.861250000000
FS( 14 ),1663175.204250000000,1687942.568500000300,1674474.960250000000,1565732.035000000100,1707414.976000000000,1715769.915000000500,10014513.659000002000
FS( 15 ),1645862.155000000000,1670201.422000000000,1670980.491999999900,1537059.475000000100,1693954.801999999900,1671068.597500000100,9889130.943500001000
FS( 16 ),1665046.885250000100,1661330.848750000100,1716498.181000000100,1544227.615000000000,1724220.282000000100,1666588.509999999800,9977916.322000000600
FS( 17 ),1705288.026750000000,1672501.200250000000,1730476.054000000000,1546616.995000000100,1737680.456000000000,1680028.772500000200,10072595.504500000000
FS( 18 ),1703416.345750000300,1681371.773500000100,1730476.054000000000,1551395.755000000100,1749468.064000000000,1680028.772500000200,10096160.764750002000
FS( 19 ),1757227.174500000200,1679071.995249999900,1758431.800000000300,1587535.127500000200,1739392.845000000000,1675548.684999999800,10197211.627250001000
FS( 20 ),1795596.635000000000,1689913.807000000000,1786477.147750000000,1589924.507500000300,1761215.849000000200,1697849.565000000200,10320981.511249999000
FS( 21 ),1828351.052500000000,1736237.911750000200,1835399.703250000000,1618597.067500000100,1764600.804000000000,1729210.177500000500,10512400.716500001000
FS( 22 ),1809166.322250000000,1740508.928499999900,1824916.298500000000,1606650.167500000200,1744410.543000000100,1733690.265000000100,10459346.524750000000
FS( 23 ),1816653.046250000100,1738209.150249999900,1905468.271750000100,1604260.787500000100,1759543.283000000100,1733690.265000000100,10557828.803750001000
FS( 24 ),1797468.315999999900,1758250.075000000200,1859950.582750000100,1599482.027500000100,1761215.849000000200,1738070.794999999700,10514441.645250000000
FS( 25 ),1797468.315999999900,1744779.945250000100,1863445.051000000200,1604260.787500000100,1746083.108999999900,1742550.882500000100,10498592.091250001000
FS( 26 ),1731959.481000000100,1747079.723500000100,1873928.455750000000,1628453.260000000000,1744410.543000000100,1845393.780000000000,10571229.243249999000
FS( 27 ),1749272.530249999800,1771391.665000000000,1877422.923999999600,1654736.440000000200,1737680.456000000000,1840913.692500000100,10631421.707750000000
FS( 28 ),1757227.174500000200,1777962.460000000000,1870433.987500000300,1669371.392500000300,1742737.977000000000,1881234.480000000000,10698971.471500002000
FS( 29 ),1768457.260500000100,1740508.928499999900,1842478.241500000000,1640400.160000000100,1744410.543000000100,1881234.480000000000,10617493.613500001000
FS( 30 ),1811038.003250000100,1747079.723500000100,1842478.241500000000,1638010.780000000000,1714145.062999999800,1836433.605000000000,10589189.416250002000
FS( 31 ),1791853.273000000000,1747079.723500000100,1852961.646250000000,1657125.820000000300,1700684.889000000000,1809652.637500000000,10559361.989250001000
FS( 32 ),1755355.493500000100,1727367.338500000100,1866939.519250000100,1645178.920000000200,1700684.889000000000,1791732.287500000300,10487262.447750000000
FS( 33 ),1749272.530249999800,1738209.150249999900,1954390.827250000100,1623375.827499999900,1722547.716000000000,1809652.637500000000,10597452.688749999000
FS( 34 ),1755355.493500000100,1755950.296750000200,1908962.740000000000,1642789.540000000000,1704069.844000000000,1863314.130000000100,10630446.044250002000
FS( 35 ),1774540.223749999900,1764820.870000000100,1908962.740000000000,1659515.199999999700,1741065.411000000100,1849873.867500000200,10698782.312249999000
FS( 36 ),1782026.947750000100,1758250.075000000200,1929929.549500000000,1664293.960000000200,1752813.196000000000,1782871.669999999700,10670189.398250001000
FS( 37 ),1789981.591999999700,1758250.075000000200,1880917.392250000000,1686097.052500000000,1749468.064000000000,1832053.075000000000,10696771.250750000000
FS( 38 ),1772668.542749999800,1760221.313499999900,1877422.923999999600,1683707.672500000100,1736007.890000000100,1832053.075000000000,10662085.417749999000
FS( 39 ),1776411.904749999800,1758250.075000000200,1866939.519250000100,1690875.812500000000,1744410.543000000100,1782871.669999999700,10619763.524499999000
FS( 40 ),1782026.947750000100,1764820.870000000100,1880917.392250000000,1690875.812500000000,1739392.845000000000,1796212.375000000000,10654250.242500002000
FS( 41 ),1783898.628750000100,1777962.460000000000,1887906.328749999900,1686097.052500000000,1764600.804000000000,1823092.900000000400,10723562.174000001000
FS( 42 ),1818524.727250000000,1786833.033250000100,1912457.208249999900,1700433.332500000500,1793193.717999999900,1867794.217500000000,10879240.236749999000
FS( 43 ),1804955.040000000000,1782233.476750000100,1887906.328749999900,1705212.092500000000,1789808.762999999800,1849873.867500000200,10819993.568499999000
FS( 44 ),1772668.542749999800,1788804.271750000100,1901884.201750000000,1686097.052500000000,1781406.109999999900,1881234.480000000000,10812098.658749999000
FS( 45 ),1739914.125250000300,1766792.108500000100,1901884.201750000000,1664293.960000000200,1762928.237999999900,1863314.130000000100,10699130.763500001000
FS( 46 ),1703416.345750000300,1758250.075000000200,1891400.797000000000,1717457.665000000000,1749468.064000000000,1823092.900000000400,10643089.846750000000
FS( 47 ),1724472.757000000000,1758250.075000000200,1901884.201750000000,1705212.092500000000,1705742.409999999900,1858834.042500000000,10654399.578750001000
FS( 48 ),1714646.431750000000,1769091.886750000300,1971863.168500000100,1717457.665000000000,1667074.277000000000,1858834.042500000000,10698971.471500000000
