代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11645720.521000000000
真實報酬,1645720.520999999700

夏普值報酬,0.155872052100
夏普值風險,0.048743931389
夏普值,3.197773500350

預期報酬,14467.763740643326
風險,127383.019142314360
起點值,0.113576863212
找到最佳解世代,4152
找到最佳解實驗#,2
找到最佳解次數,30

投資組合檔數,6
1326(5),2354(19),2408(23),2882(31),2885(34),3008(41),
Stock#,1326(5),2354(19),2408(23),2882(31),2885(34),3008(41),
張數,21,23,45,48,152,0,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,14975.690499999768,23968.487000000001,6503.634999999767,615.256000000233,10549.391999999767,1666666.000000000000,
FS( 1 ),1664315.690500000000,1664328.487000000000,1664303.635000000000,1664295.256000000100,1664309.392000000000,1666666.000000000000,9988222.460500000000
FS( 2 ),1666843.686249999800,1655009.053750000200,1635463.449999999700,1647853.828000000400,1672124.243999999900,1666666.000000000000,9943964.262000000100
FS( 3 ),1666843.686249999800,1663252.414750000200,1613511.021249999500,1643075.068000000000,1649425.133999999800,1666666.000000000000,9902777.324249997700
FS( 4 ),1668934.393749999800,1667603.077499999900,1617991.108749999700,1656933.472000000100,1643372.037999999700,1666666.000000000000,9921504.089999999900
FS( 5 ),1660989.705250000100,1663252.414750000200,1643975.616249999500,1675092.760000000200,1656991.504000000000,1666666.000000000000,9966972.000250000500
FS( 6 ),1668934.393749999800,1680197.101249999800,1611270.977499999800,1709499.832000000400,1687256.983999999700,1666666.000000000000,10023829.288500000000
FS( 7 ),1676670.011500000000,1688669.444500000200,1591558.592500000000,1734827.260000000200,1700876.449999999700,1666666.000000000000,10059271.758500000000
FS( 8 ),1674788.374749999700,1694851.965250000100,1624263.231249999700,1743906.904000000100,1744761.395999999700,1666666.000000000000,10149241.871250000000
FS( 9 ),1688587.044249999800,1686379.622000000000,1600518.767499999800,1725747.616000000600,1731141.929999999500,1666666.000000000000,10099044.979750000000
FS( 10 ),1694441.025249999700,1703324.308500000300,1600518.767499999800,1741995.400000000100,1759894.135999999900,1666666.000000000000,10166843.637250001000
FS( 11 ),1694441.025249999700,1795833.137499999700,1624263.231249999700,1737216.640000000600,1752327.765999999600,1666666.000000000000,10270751.799999999000
FS( 12 ),1688587.044249999800,1778888.451000000100,1630983.362499999300,1734827.260000000200,1744761.395999999700,1666666.000000000000,10244717.513749998000
FS( 13 ),1674788.374749999700,1778888.451000000100,1606790.889999999700,1751075.044000000500,1731141.929999999500,1666666.000000000000,10209354.689749999000
FS( 14 ),1672697.667249999900,1795833.137499999700,1604550.846249999700,1746296.284000000200,1744761.395999999700,1666666.000000000000,10230809.331000000000
FS( 15 ),1655135.724249999700,1804076.498500000000,1604550.846249999700,1720968.856000000400,1687256.983999999700,1666666.000000000000,10138658.909000000000
FS( 16 ),1643218.691500000000,1797893.977750000100,1606790.889999999700,1698030.808000000400,1708442.819999999600,1666666.000000000000,10121047.187249999000
FS( 17 ),1670816.030499999600,1793772.297250000100,1611270.977499999800,1734827.260000000200,1708442.819999999600,1666666.000000000000,10185799.385250000000
FS( 18 ),1658898.997749999900,1846209.232499999900,1598278.723749999900,1734827.260000000200,1687256.983999999700,1666666.000000000000,10192141.197999999000
FS( 19 ),1651163.379999999900,1894524.487249999800,1604550.846249999700,1778313.976000000500,1723575.559999999800,1666666.000000000000,10318798.249500001000
FS( 20 ),1651163.379999999900,1898646.167750000300,1643975.616249999500,1808420.164000000300,1723575.559999999800,1666666.000000000000,10392450.888000000000
FS( 21 ),1653045.016749999700,1909179.351249999800,1646215.659999999700,1817499.808000000400,1679690.613999999800,1666666.000000000000,10372300.449999999000
FS( 22 ),1649072.672499999600,1902996.830500000200,1656967.870000000100,1865765.284000000200,1693310.079999999600,1666666.000000000000,10434782.737000000000
FS( 23 ),1637364.710499999800,1894524.487249999800,1639495.528750000100,1840437.856000000400,1656991.504000000000,1666666.000000000000,10335484.086500000000
FS( 24 ),1597850.338749999600,1854681.575750000100,1617991.108749999700,1806030.784000000200,1635805.667999999800,1666666.000000000000,10179029.475250000000
FS( 25 ),1627538.385249999800,1857658.345000000000,1628743.318749999600,1810809.544000000500,1635805.667999999800,1666666.000000000000,10227225.261000000000
FS( 26 ),1639246.347249999900,1892921.611500000100,1650695.747500000100,1835659.095999999900,1672124.243999999900,1666666.000000000000,10357317.046250001000
