代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,14251660.935750000000
真實報酬,4251660.935750000200

夏普值報酬,0.416466093575
夏普值風險,0.108312933579
夏普值,3.845026441569

預期報酬,34542.337853213117
風險,170954.410270575750
起點值,0.202055845173
找到最佳解世代,3995
找到最佳解實驗#,1
找到最佳解次數,49

投資組合檔數,8
1216(2),1301(3),1402(6),2308(12),2347(18),2412(24),2498(27),3045(40),
FS( 55 ),1611035.188000000100,1452489.868000000200,1604648.063999999800,1392278.724000000200,1412445.215000000100,1388889.043750000000,1777592.126750000100,1377017.716249999600,12016395.945749998000
FS( 56 ),1581247.584000000300,1450259.780000000300,1568966.656000000000,1447553.048000000000,1388551.415000000000,1397351.431250000100,1780011.373999999800,1385967.935499999900,11999909.223749999000
FS( 57 ),1594110.413000000200,1476742.075000000000,1570878.159999999900,1502668.080000000100,1380785.929999999900,1390880.193750000100,1772783.499499999900,1392319.704000000100,12081168.055250000000
FS( 58 ),1577185.638000000300,1462525.264000000200,1572789.663999999900,1484349.500000000000,1386759.380000000100,1388889.043750000000,1796856.503000000000,1394629.437999999800,12063984.430749999000
FS( 59 ),1569061.746000000300,1470609.333000000100,1582984.352000000000,1496614.983999999900,1384668.672500000100,1388889.043750000000,1857009.144500000200,1398960.189250000100,12148797.465000000000
FS( 60 ),1567030.773000000000,1462525.264000000200,1560683.472000000100,1496614.983999999900,1396615.572500000000,1378186.612500000000,1847391.889999999900,1409931.425749999900,12118979.993750002000
FS( 61 ),1522349.367000000300,1434091.642000000000,1501426.848000000000,1429075.176000000000,1356892.130000000100,1371964.268750000000,1840164.015499999700,1398960.189250000100,11854923.636500001000
FS( 62 ),1487145.834999999700,1442175.710999999700,1514170.208000000100,1435287.564000000000,1346737.265000000100,1382417.806250000100,1820929.506500000100,1398960.189250000100,11827824.084999999000
FS( 63 ),1505424.592000000400,1446357.126000000200,1546028.608000000000,1502668.080000000100,1356892.130000000100,1384657.850000000100,1808893.004749999800,1398960.189250000100,11949881.580000000000
FS( 64 ),1571092.719000000000,1472839.421000000100,1560683.472000000100,1490402.595999999900,1322843.465000000100,1390880.193750000100,1808893.004749999800,1387988.952750000200,12005623.824250001000
FS( 65 ),1567030.773000000000,1472839.421000000100,1586170.192000000000,1545676.920000000200,1328816.915000000000,1401582.625000000000,1715020.238000000100,1394629.437999999800,12011766.522000000000
FS( 66 ),1590048.467000000400,1476742.075000000000,1583621.520000000000,1545676.920000000200,1342854.522500000000,1426969.787500000100,1741482.621500000100,1407910.408500000100,12115306.322000002000
FS( 67 ),1585309.530000000000,1492910.212999999800,1567055.152000000000,1557942.403999999900,1336881.072500000000,1426969.787500000100,1727056.739749999900,1405600.674500000000,12099725.573249999000
FS( 68 ),1575154.665000000000,1490958.885999999700,1596364.880000000100,1551730.016000000100,1352710.715000000100,1433192.131250000100,1787209.381250000100,1405600.674500000000,12192921.348999999000
FS( 69 ),1581247.584000000300,1489007.559000000100,1596364.880000000100,1539464.532000000100,1384668.672500000100,1439663.368750000100,1808893.004749999800,1403579.657249999900,12242889.258250000000
FS( 70 ),1579216.611000000000,1492910.212999999800,1575338.335999999900,1539464.532000000100,1372721.772500000000,1433192.131250000100,1873854.273499999900,1392319.704000000100,12259017.573249999000
FS( 71 ),1598172.359000000200,1490958.885999999700,1570878.159999999900,1570207.888000000000,1370631.065000000400,1441654.518750000000,1861817.771749999600,1396939.172000000000,12301259.820500001000
FS( 72 ),1583278.557000000000,1487056.232000000100,1589993.200000000000,1545676.920000000200,1374812.480000000000,1452356.950000000000,1888310.022500000000,1401269.923250000000,12322754.284750000000
FS( 73 ),1613066.161000000100,1503224.370000000100,1598276.384000000100,1551730.016000000100,1390642.122499999800,1450116.906250000000,1919581.033249999600,1407910.408500000100,12434547.401500002000
FS( 74 ),1648946.684000000100,1553958.872000000200,1668364.863999999800,1588526.467999999900,1410653.179999999900,1471272.875000000000,2030298.929000000000,1429852.881499999900,12801874.753500000000
FS( 75 ),1644207.746999999700,1552007.544999999900,1721249.808000000000,1576260.983999999900,1406471.765000000100,1475504.068750000100,2124171.695750000000,1416571.911000000100,12916445.524499999000
FS( 76 ),1648946.684000000100,1564273.029000000100,1705957.776000000100,1600791.952000000000,1412445.215000000100,1477744.112500000000,2063989.186999999900,1418881.645000000000,12893029.600499999000
FS( 77 ),1642176.774000000200,1550056.218000000100,1678559.551999999900,1600791.952000000000,1404679.730000000000,1465050.531250000000,2068827.681500000200,1414550.893750000000,12824693.332500003000
FS( 78 ),1653008.629999999900,1552007.544999999900,1704046.272000000100,1600791.952000000000,1428573.530000000000,1471272.875000000000,2102517.939499999900,1407910.408500000100,12920129.152000003000
FS( 79 ),1673995.351000000000,1560091.614000000100,1712329.455999999800,1619269.824000000000,1446493.880000000100,1473512.918750000000,2063989.186999999900,1418881.645000000000,12968563.875749998000
FS( 80 ),1673995.351000000000,1560091.614000000100,1705957.776000000100,1631535.308000000000,1434546.980000000000,1473512.918750000000,2032718.176250000000,1414550.893750000000,12926909.017750001000
FS( 81 ),1680088.270000000000,1576538.512999999800,1705957.776000000100,1649853.888000000000,1446493.880000000100,1473512.918750000000,2078444.936000000000,1405600.674500000000,13016490.856250001000
FS( 82 ),1686181.189000000000,1584622.581999999900,1699586.096000000100,1649853.888000000000,1430664.237500000000,1481975.306250000100,2049563.305249999700,1407910.408500000100,12990357.012500001000
FS( 83 ),1726123.658000000100,1603020.808000000000,1729532.992000000100,1631535.308000000000,1436637.687500000200,1496660.037500000100,2044754.677999999600,1412241.159750000300,13080506.328749999000
FS( 84 ),1726123.658000000100,1604972.135000000200,1737816.176000000000,1656066.276000000100,1440520.429999999900,1496660.037500000100,2032718.176250000000,1412241.159750000300,13107118.048500000000
FS( 85 ),1724092.684999999800,1590755.324000000000,1797072.800000000000,1643800.791999999900,1442611.137500000000,1496660.037500000100,2032718.176250000000,1418881.645000000000,13146592.597250000000
FS( 86 ),1713937.820000000100,1588803.997000000200,1822559.520000000000,1656066.276000000100,1460531.487500000000,1496660.037500000100,2013453.800000000300,1427543.147499999700,13179556.085500000000
FS( 87 ),1713937.820000000100,1594657.978000000400,1828931.200000000000,1662119.372000000000,1444403.172500000100,1496660.037500000100,2008645.172749999900,1420902.662249999800,13170257.415000001000
FS( 88 ),1709875.874000000100,1609153.549999999800,1896471.007999999900,1668331.760000000000,1422600.080000000100,1490437.693750000100,1986991.416500000100,1418881.645000000000,13202743.027249999000
FS( 89 ),1669933.405000000000,1606923.462000000100,1832754.208000000100,1668331.760000000000,1434546.980000000000,1492428.843750000000,1986991.416500000100,1416571.911000000100,13108481.986250000000
FS( 90 ),1715968.793000000100,1604972.135000000200,1839125.888000000000,1631535.308000000000,1442611.137500000000,1494668.887500000000,2037526.803499999900,1418881.645000000000,13185290.597500000000
FS( 91 ),1730862.595000000200,1609153.549999999800,1845497.568000000000,1637588.403999999900,1494281.480000000000,1505122.425000000000,2056791.179749999900,1425522.130249999700,13304819.331999999000
FS( 92 ),1726123.658000000100,1604972.135000000200,1801532.976000000000,1631535.308000000000,1464414.230000000000,1534989.675000000000,2020681.674500000000,1440824.118000000000,13225073.774500001000
FS( 93 ),1692951.099000000200,1578489.840000000100,1820010.848000000000,1631535.308000000000,1492190.772500000000,1518064.900000000100,2027909.548999999600,1434183.632750000100,13195335.949250001000
FS( 94 ),1694982.071999999700,1568454.443999999900,1790701.119999999900,1631535.308000000000,1502345.637500000000,1507362.468750000000,1989380.796499999900,1434183.632750000100,13118945.479500001000
FS( 95 ),1707844.901000000100,1609153.549999999800,1795161.296000000100,1613057.436000000000,1458440.780000000000,1503131.275000000100,1917191.653250000200,1447464.603250000200,13051445.494500000000
FS( 96 ),1751849.316000000100,1696405.743000000200,1890099.328000000000,1637588.403999999900,1472478.387500000000,1507362.468750000000,1953301.158500000100,1462766.591000000200,13371851.396750001000
FS( 97 ),1724092.684999999800,1696405.743000000200,1961462.143999999900,1649853.888000000000,1486217.322500000000,1518064.900000000100,1919581.033249999600,1475758.844749999900,13431436.560500002000
FS( 98 ),1728831.621999999700,1655706.637000000100,1898382.512000000100,1625322.920000000200,1436637.687500000200,1526527.287500000100,1808893.004749999800,1467097.342250000000,13147399.013000000000
FS( 99 ),1720030.739000000100,1645671.241000000200,1869072.784000000000,1570207.888000000000,1446493.880000000100,1522296.093750000000,1844972.642749999600,1464787.608250000300,13083532.876750000000
FS( 100 ),1688889.153000000200,1686370.347000000100,1919409.055999999900,1619269.824000000000,1474270.422500000100,1522296.093750000000,1922000.280500000100,1458435.839750000000,13290941.016500000000
FS( 101 ),1682119.243000000000,1720936.710999999700,1991409.040000000000,1594738.855999999900,1472478.387500000000,1522296.093750000000,1972535.667499999700,1464787.608250000300,13421301.606999999000
FS( 102 ),1669933.405000000000,1747419.006000000100,1951267.455999999800,1600791.952000000000,1472478.387500000000,1522296.093750000000,1936426.162249999800,1467097.342250000000,13367709.804749999000
FS( 103 ),1686181.189000000000,1796202.180999999900,1932152.416000000000,1649853.888000000000,1476361.130000000100,1539220.868750000100,1922000.280500000100,1478068.578749999600,13480040.532000002000
FS( 104 ),1676026.324000000000,1859202.167000000100,1986948.863999999800,1619269.824000000000,1504137.672500000100,1532749.631250000100,1934036.782250000200,1489039.815250000200,13601411.080250001000
FS( 105 ),1642176.774000000200,1887914.549999999800,1974205.504000000000,1594738.855999999900,1522356.694999999800,1524287.243750000100,1934036.782250000200,1500011.051750000100,13579727.456750000000
FS( 106 ),1665194.467999999900,1865334.909000000200,1911125.872000000000,1613057.436000000000,1528330.145000000000,1532749.631250000100,2011064.419999999900,1517622.773499999900,13644479.654749999000
FS( 107 ),1682119.243000000000,1814600.406999999900,1869072.784000000000,1607004.340000000100,1510409.794999999900,1530758.481250000000,1970146.287500000300,1506651.537000000000,13490762.874749999000
FS( 108 ),1730862.595000000200,1849166.771000000200,1932152.416000000000,1637588.403999999900,1530122.179999999900,1539220.868750000100,2085672.810499999900,1515313.039500000200,13820099.084750000000
FS( 109 ),1709875.874000000100,1838852.613999999800,1904754.192000000000,1631535.308000000000,1532212.887500000000,1536980.825000000000,2083253.563250000100,1515313.039500000200,13752778.303249998000
FS( 110 ),1724092.684999999800,1849166.771000000200,1964010.815999999900,1649853.888000000000,1526239.437500000200,1551914.450000000000,2100098.692249999800,1510982.288250000000,13876359.027999999000
FS( 111 ),1749818.342999999900,1871467.650999999800,2004152.399999999900,1649853.888000000000,1514292.537500000100,1556145.643750000000,2126590.943000000000,1504341.803000000100,13976663.209249999000
FS( 112 ),1768774.091000000000,1918299.499000000100,2115656.799999999800,1662119.372000000000,1500254.929999999900,1575061.568750000100,2136208.197499999800,1510982.288250000000,14187356.746499998000
FS( 113 ),1795853.730999999900,1950914.536000000100,2118205.472000000500,1668331.760000000000,1494281.480000000000,1598457.581250000000,2169898.455500000200,1506651.537000000000,14302594.552750003000
FS( 114 ),1791791.784999999700,1952865.862999999900,2060860.352000000200,1643800.791999999900,1484425.287500000100,1638529.474999999900,2177126.330000000100,1510982.288250000000,14260382.172749998000
FS( 115 ),1776897.983000000200,1940600.379000000000,2018807.264000000000,1662119.372000000000,1502345.637500000000,1630067.087500000100,2184354.204500000000,1524263.258750000000,14239455.186249997000
FS( 116 ),1766066.127000000100,1906034.015000000100,2060860.352000000200,1649853.888000000000,1512201.830000000100,1606919.968750000000,2145825.451999999600,1515313.039500000200,14163074.672250001000
FS( 117 ),1738986.487000000200,1851118.098000000200,1991409.040000000000,1649853.888000000000,1500254.929999999900,1585764.000000000000,2145825.451999999600,1517622.773499999900,13980834.668499999000
FS( 118 ),1749818.342999999900,1820733.149000000000,1902842.688000000100,1649853.888000000000,1504137.672500000100,1589995.193750000100,2181934.957250000000,1493370.566500000000,13892686.458000001000
FS( 119 ),1736955.514000000000,1869516.324000000000,1919409.055999999900,1662119.372000000000,1502345.637500000000,1594226.387500000000,2225242.469750000200,1506651.537000000000,14016466.297749998000
FS( 120 ),1711906.846999999800,1844985.356000000100,1957639.135999999900,1649853.888000000000,1484425.287500000100,1589995.193750000100,2208397.340750000400,1502320.785750000000,13949523.834749999000
FS( 121 ),1720030.739000000100,1873418.978000000400,2004152.399999999900,1662119.372000000000,1494281.480000000000,1581532.806250000100,2239698.218750000500,1502320.785750000000,14077554.779750001000
FS( 122 ),1732893.568000000000,1871467.650999999800,1970382.496000000000,1680597.243999999900,1494281.480000000000,1606919.968750000000,2297461.480250000000,1541874.980499999800,14195878.868500000000
FS( 123 ),1732893.568000000000,1859202.167000000100,1991409.040000000000,1711181.308000000000,1526239.437500000200,1602688.775000000100,2415377.383250000000,1521953.524749999900,14360945.203500001000
FS( 124 ),1734924.541000000200,1861432.255000000100,1978665.680000000200,1668331.760000000000,1532212.887500000000,1600448.731250000000,2384106.372500000100,1502320.785750000000,14262443.012999998000
FS( 125 ),1736955.514000000000,1869516.324000000000,1978665.680000000200,1674384.855999999900,1524148.730000000000,1589995.193750000100,2297461.480250000000,1502320.785750000000,14173448.563750001000
FS( 126 ),1732893.568000000000,1873418.978000000400,1923869.231999999800,1686650.340000000100,1528330.145000000000,1583523.956250000000,2340768.992749999700,1497990.034500000100,14167445.246500000000
FS( 127 ),1732893.568000000000,1873418.978000000400,1845497.568000000000,1729499.888000000000,1526239.437500000200,1562367.987500000000,2319115.236499999600,1500011.051750000100,14089043.715250000000
FS( 128 ),1757942.234999999900,1889865.877000000100,1898382.512000000100,1729499.888000000000,1538186.337500000100,1573070.418750000000,2340768.992749999700,1508961.271000000200,14236677.532000000000
FS( 129 ),1780959.929000000500,1873418.978000000400,1908577.200000000000,1717234.403999999900,1538186.337500000100,1581532.806250000100,2340768.992749999700,1510982.288250000000,14251660.935750000000
